health_facility:type,health_specialty:skin,amenity,health_specialty:general,payment:payconiq,office,healthcare:speciality,building:part,ref:bag,contact:website,roof:colour,addr:suburb,height,payment:cash,health_specialty:children_medicine,building:roof:shape,smoking,operator,source:geometry:lbltype,payment:debit_cards,addr:housenumber,note,payment:maestro,medical_system:western,lon,building:levels,opening_hours,health_specialty:family_medicine,contact:phone,addr:housename,ref:OnroerendErfgoed,heritage:website,name,access,source,old_name,name:fr,start_date,building:roof,source:geometry:ref,general_medicine,doctors:specialism,image,website,wheelchair,fax,name:nl,description,emergency,contact:email,building:material,health_specialty:neurology,home_visit,medical_system,specialty,source:date,phone,doctors,historic,source:geometry,building:roof:orientation,addr:province,building:use,lat,health_specialty:internal_medicine,OnroerendErfgoed:criteria,payment:visa,payment:BC,addr:street,building,ref:UrbIS,fixme,addr:city,roof:shape,url,addr:postcode,roof:material,addr:place,email,roof:orientation,source:geometry:date,health_person:type,healthcare,addr:country,heritage:operator
,,doctors,,,,,,,,,,,,,,,,,,19,,,,4.8695574,,,,,,,,Espace Médecine Spécialisée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7237604,,,,,Avenue des Combattants,yes,,,,,,,,,,,,,,,
,,doctors,,,,ophthalmology,,,,,,,,,,,,,,17-19,,,,3.1255047,,,,,,,,F. Van De Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9410687,,,,,Rumbeeksesteenweg,house,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,26A,,,,5.1870566,,,,,,,,Franck Bronckart,,,,,,,,,,,,,,,,,,,,,,,,+32 83 668075,,,,,,,50.2461607,,,,,Rue de Néringotte,house,,,5590,,,Haversin,,,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,,,,2,,,,4.4266452,,,,,,,,G. Veys,,bing2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1636002,,,,,Ter Tommenstraat,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,494,,,,4.6683258,,,,,,,,Gezondheidscentrum ALPE,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,50.9072529,,,,,,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,"Carmen Claeys, Karen Ferson",,,6,,,,4.7195386,,,,,,,,Groepsparktijk Hoogveldweg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9270432,,,,,Hoogveldweg,yes,,,Wilsele,,,3012,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,204,,,,4.4708672,,,,,,,,Groepspraktijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1614795,,,,,Mortselsesteenweg,house,,,Hove,,,2540,,,,,,,,BE,
,,doctors,,,,,,,https://www.deflint.be/,,,,,,,,,,,154,,,,4.7069854,,,,+32 16 23 36 20,,,,Groepspraktijk DE FLINT,,,,,,,Gbg/2871689,,,,https://www.deflint.be/,,,,,,,,,,,,,+32 16 23 36 20,,,,,,,50.8708893,,,,,Frederik Lintsstraat,house,,,,,,,,,,,2016-05-12,,,,
,,doctors,,,,,,,,,,,,,,,,,,43,,,,4.3037101,,,,,,,,Groepspraktijk De Bron,,,,,,,Gbg/4459190,,,,,,,,,,,,,,,,,,,,,,,,50.9540791,,,,,Driesstraat,house,,,,,,1861,,,,,2018-01-23,,,,
,,doctors,,,,general,,,,,,,,,,,,,,6,,,,5.7017057,,,,,,,,Groepspraktijk De Dam,,,,,,,,,,,https://www.groepspraktijkdedam.be/,,,,,,,,,,,,,,,,,,,,50.9633583,,,,,Oenselstraat,yes,,,Maasmechelen,,,3630,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,45,,,,4.7707398,,,,,,,,Groepspraktijk Het Pleintje,,,,,,,,,,,https://www.groepspraktijkhetpleintje.be/,,+32 15 22 55 60,,,,,,,,,,,+32 15 22 56 76,,,,,,,51.0498857,,,,,Pleinstraat,yes,,,Heist op den Berg,,,2221,,Booischot,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,,,,152,,,,4.3252985,,,,,,,,Groepspraktijk Nieuwelaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9397037,,,,,Nieuwelaan,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,51,,,,4.4345564,,,,,,,,Haardstee,,bing2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1537586,,,,,Acht Eeuwenlaan,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,general,,,,,,,,,,,,,,13,,,,5.6189101,,,,,,,,Halen Monique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7075880,,,,,Rue de Fexhe-Slins,yes,,,Hermée,,,4680,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,39,,,,5.5547508,,,,,,,,Harroy J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6310727,,,,,Rue Comhaire,house,,,,,,,,,,,,,,,
,,doctors,,,,gynaecology,,,,,,,,,,,,,,182,,,,3.6909754,,,,,,,,Hauspy Frank,,,,,,,Gbg/1412485,,,,,,,,,,,,,,,,,,,,GRB,,,,51.0779744,,,,,Eeklostraat,yes,,,Gent,,,9030,,,,,2007-06-04,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,101,,,,4.6961527,2,,,,,,,Heeren L.,,Bing,,,,,,,,,,,,,,,,,,,,,,+32 16 22 12 32,,,,,,commercial,50.8657329,,,,,Naamsesteenweg,house,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,221,,,,4.5305927,,,,,,,,Huisarts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9804816,,,,,Bieststraat,yes,,,Schiplaken,,,3191,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,33,,,,3.0593269,,Mo-Tu 17:00-19:00; Th 17:00-19:00; Fr 13:00-15:00,,,,,,Huisarts Heleen De Brabandere,,,,,,,,,,,https://www.huisartsenoostnieuwkerke.be,,,,,,,,,,,,,+32 51 22 10 14,,,,,,,50.9426512,,,,,Sleihagestraat,house,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,301,,,,3.1628620,,,,,,,,Huisartsen Corne,,,,,,,,,,,,,,,,,,,,,,,,+32 56 40 09 25,,,,,,,50.8036585,,,,,Menenstraat,yes,,,Wevelgem,,,8560,,,,,,,doctor,,
,,doctors,,,,general,,,,,,,,,,,,,,34,,,,3.1234095,,08:00-20:00,,,,,,Huisartsenhuis W-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9377018,,,,,Hippoliet Spilleboutdreef,apartments,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,43,,,,5.2227886,,,,,,,,Huisartsenpraktijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0731188,,,,,Stationsstraat,yes,,,Beringen,,,3582,,,,,,,doctor,BE,
,,doctors,,,,,,,,,,,,,,,,,,13,,,,3.4492900,,,,,,,,Huisartsenpraktijk 'Den Boomgaard',,,,,,,Gbg/2747094,,,,https://www.praktijkdenboomgaard.be/,,,,,,,,,,,,,,,,,,,,51.0851569,,,,,Boomgaardstraat,yes,,,Aalter,,,9880,,,,,2010/09/27,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,92,,,,5.3364047,,,,,,,,Huisartsenpraktijk Carlier-Schreurs-Ernens-Verbruggen,,,,,,,,,,,http://www.mijndokters.be/default.aspx?p=1,,,,,,,,,,,,,,,,,,,,50.9342672,,,,,Thonissenlaan,yes,,,Hasselt,,,3500,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,32,,,,3.1135093,,,,,,,,Huisartsenpraktijk De Zilverberg,,,,,,,,,,,http://huisartsenpraktijkdezilverberg.be,,,,,,,,,,,,,,,,,,,,50.9205698,,,,,Karabiniersstraat,house,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,194,,,,4.6968251,,,,,,,,Huisartsenpraktijk Deben - Thumas - De Bondt,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,50.8868310,,,,,Mechelsestraat,house,,,Leuven,,,3000,,,,,,,,,
office,,doctors,yes,,physician,,,,,,Kumtich,,,,,,De Cort; Bogaerts,,,797,,,yes,4.8880752,,,yes,,,,,Huisartsenpraktijk Kumtich,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,50.8235601,yes,,,,Leuvenselaan,commercial,,,Tienen,,,3300,,,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,,,,8/2,,,,5.7356637,,,,,Huisartsenpraktijk Molenbeersel,,,Huisartsenpraktijk Molenbeersel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1694601,,,,,Oudekerkstraat,yes,,,Molenbeersel,,,3640,,,,,,,,,
,,doctors,,yes,,general,,,,,,,yes,,,,Dokter Elia Voet,,,17,,,,5.1530613,,"Mo-Fr 08:00-19:00 ""By Appointment""",,,,,,Huisartsenpraktijk Netevallei,,,,,,,,,,,https://praktijknetevallei.be/,yes,,,,,,,,,,,,+32 14 89 44 45,,,,,,,51.1432050,,,,,Broekstraat,,,,Balen,,,2491,,,,,,,doctor,,
office,,doctors,yes,,physician,,,,,,,,,,,,,,,13,,,yes,4.8623467,,,yes,,,41607,https://inventaris.onroerenderfgoed.be/erfgoedobjecten/41607,Huisartsenpraktijk Pastorie Roosbeek,,,Pastorie,,,,,,,https://commons.wikimedia.org/wiki/File:Roosbeek_-_Pastorie.jpg,http://www.huisartsenpraktijkpastorieroosbeek.be,,,,Pastorie,,,,,ja,,,,,,yes,,,,,50.8332559,yes,M,,,Lubbeeksestraat,yes,,,"Roosbeek, Boutersem",,,3370,,,praktijk@huisartsenpraktijkpastorieroosbeek.be,,,,,BE,OnroerendErfgoed
,,doctors,,,,general,,,,,,,,,,,,,,83,,,,4.4791214,,,,,,,,Huisartsenpraktijk Ruggeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2194501,,,,,August Van de Wielelei,yes,,,Deurne (Antwerpen),,,2100,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,14,,,,4.6494266,,"Mo, Tu,Th 09:00-10:30; Mo, We 18:00-19:30",,,,,,Huisartsenpraktijk Sint-Joris-Weert,,,,,,,,,,,https://www.huisartsweert.be,,,,,,,,,,,,,+32 16 47 17 33,,,,,,,50.8054585,,,,,Overwegstraat,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,24A,,,,3.4128342,,,,,,,,Huisartsenpraktijk Verbeke,,,,,,,,,,,https://www.huisartsenpraktijkverbeke.be/,,,,,,,,,,,,,+32 56 60 78 77,,,,,,,50.8880635,,,,,Groene Wandeling,yes,,,Waregem,,,8790,,,,,,,doctor,,
,,doctors,,,,,,,,,,12,,,,,,,,,,,,4.2970768,2,,,,,,,Huisartsenwachtpost N16 (nieuw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0776256,,,,,,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,33,,,,5.8127901,,,,,,,,Ioana Paler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5355527,,,,,Place du Perron,yes,,,,,,4910,,,,,,podologist,,,
,,doctors,,,,general,,,,,,,,,,,,,,40,,,,3.1231696,,,,,,,,J. Swannet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9481994,,,,,Sint-Amandsstraat,house,,,,,,,,,,,,,,,
,,doctors,,,,general,,,,,,,,,,,,,,15,,,,5.6185519,,,,,,,,Jackers Dominique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7074272,,,,,Rue de Milmort,yes,,,Hermée,,,4680,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,57,,,,5.4396710,,,,,,,,Jan Dominicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2511051,,,,,Grote Heide,house,,,,,,3910,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,27A,,,,3.6819291,,,,,,,,Jan Reniers,,,,,,,Gbg/1411716,,,,,,,,,,,,,,,,,,,,GRB,,,,51.0768980,,,,,Paul van Tieghemlaan,yes,,,Gent,,,9030,,,,,2007-06-04,,doctor,,
,,doctors,,,,general,,,,,,,,,,,,,,17,,,,4.4139103,,,,,,,,Jan Van Boxem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1010860,,,,,Laarstraat,house,,,Reet,,,2840,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,20,,,,4.5076394,,,,,,,,Javaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2606225,,,,,Rue de Rocroi,,,,Fraire,,,5650,,,,,,,,BE,
,,doctors,,,,peadiatrics;neurology,,,,,,,,,,,,,,55,,,,3.1246979,,,,,,,,Katrien Keppens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9418017,,,,,Zuidstraat,house,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,38,,,,3.5954676,,,,,,,,Kinesitherapeut Beyaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9598055,,,,,Dorp,yes,,,Nazareth,,,9810,,,,,,,,,
,,doctors,,,,,,,,,,,,,,outside,,,,350,,,,4.8008946,3,,,,,,,Kinesitherapie Lucia Vanden Eynde,,,,,,,,,,,,,,,,,,,,,,,,+32 479 48 61 95,,,,,,,50.8532576,,,,,Tiensesteenweg,yes,,,Lovenjoel,,,3360,,,,,,,,,
,,doctors,,,,Kinésithérapeute,,,,,,,,,,,,,,7,,,,4.8790194,,,,,,,,Kiné Isabelle Pochet,,,,,,,,,,,,,,,,,,,,,,,,+32 10 816 907;+32 472 92 19 55,,,,,,,50.6907263,,,,,Rue de Glimes,yes,,,Huppaye,,,1367,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,37,,,,4.3604504,,Mo-Fr 09:00-18:00,,,,,,Kinésithérapie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3713098,,,,,Rue des Fougères,house,,,Montigny-le-Tilleul,,,6110,,,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,,,,9D,,,,5.3354712,,,,,,,,L. Raport,,,,,,,,,,,,,,,,,,,,,,,,+32 12 74 31 85,,,,,Limburg,,50.8338779,,,,,Hertenstraat,yes,,,Wellen,,,3830,,,,,,,,BE,
,,doctors,,,,general;paediatrics,,,,,,,,,,,,,,72,,,,5.6952155,,,,,,,,Le Bureau Médical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6132071,,,,,Rue Bureau,yes,,,Retinne,,,4621,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,,,,,4.2654836,,,,,,,,Le Polain M.,,,,,,,,,,,,,,,,,,,,,,,,+32 2 366 18 17,,,,,,,50.6783529,,,,,,house,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,11,,,,4.7012315,,,,+32 16 23 15 73,,,,Lieve Coene,,,,,,,Gbg/2874635,,,,,no,,,,,,,,,,,,+32 16 23 15 73,,,,,,,50.8704398,,,,,Emile Van Arenberghstraat,house,,,Leuven,,,3001,,,,,2017-10-12,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,,4.8287885,,,,,,,,Lieve Sevenants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9953855,,,,,,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,25,,,,3.1324334,,,,,,,,Linden en Van Torhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9433695,,,,,Koning Albert I-laan,house,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,2,,,,4.4699416,,,,,,,,Luc Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2986083,,,,,Paulusstraat,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,dermatology,,,,,,,,,,,,,,10,,,,3.1232017,,,,,,,,M. Degraeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9409362,,,,,Rijselstraat,house,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,27,,,,3.1297001,,,,,,,,M. Haspeslagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9420692,,,,,Veldstraat,house,,,,,,,,,,,,,,,
,,doctors,,,,general,,,,,,,,,,,,,,11,,,,3.1271368,,,,,,,,M. Terryn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9456084,,,,,Sint-Alfonsusstraat,house,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,218D,,,,4.8812270,,,,,,,,MMS Maison Médicale de Spécialistes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7365502,,,,,Chaussée de Tirlemont,yes,,,Jodoigne,,,1370,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,106,,,,5.1211568,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,,,,+32 85 61 10 73,,,,,,,50.4369332,,,,,Rue de l'Harmonie,yes,,,Ohey,,,5350,,,,,,,,,
,,doctors,,,,general;community,,,,,,,,,,,David Bouillon,,,,,,,3.9050190,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4758767,,,,,,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,206,,,,4.3801058,,Mo-Fr 08:30-18:00,,,,,,Maison médicale Couleurs Santé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8215568,,,,,Chaussée de Boondael - Boondaalse Steenweg,yes,8462346,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,75,,,,5.2619205,,,,,,,,Malle terre Centre Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5303168,,,,,Grand-Route,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,general,,,,,,,,,,,,,,1,,,,4.8371759,,,,,,,,Marinus Bart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1396433,,,,,de Ghellincklaan,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,238,,,,5.7336469,,,,,,,,Marsic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6309151,,,,,Avenue de la Résistance,yes,,,Soumagne,,,4630,,,,,,,doctor,,
,,doctors,,,,general,,,,,,,,,,,,,,,,,,3.8896860,,,,,,,,Maudens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0009425,,,,,,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,3,,,,5.5423654,,,,,,,,Medecins Generalistes Reunis SPRLU,,,,,,,,,,,,,,,,,,,,,,,,+32 4 336 13 03,,,,,,,50.5881123,,,,,Rue des Capucines,yes,,,Ougée,,,4102,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,195,,,,4.8455368,,,,,,,,Medic S.P.R.L.U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5987669,,,,,Route de Gembloux,yes,,,Aische-en-Refail,,,5310,,,,,,,doctor,BE,
,,doctors,,,,,,,,,,,,,,,,,,8A,,,,5.2015143,,,,,,,,Medicentre Marc Thirion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2517784,,,,,Rue du Saivray,house,,,Haversin,,,5590,,,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,PTBss,,,,,,,4.4411477,,,,,,,,Médecine pour le Peuple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3971385,,,,,,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,5,,,,4.9040810,,,,,,,,Médimeuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3542426,,,,,Rue du Fraichaux,yes,,,Mont,,,5530,,,,,,,,,
,,doctors,,,,ophthalmology,,,,,,,yes,,,,Dr. Isabel Pinxten,,yes,1,,,,3.2845785,,Mo-Fr 08:00-17:00,,,,,,Oogart Knokke - Dr. Pinxten,,,,,,,,,,,https://www.oogartsknokke.be,yes,,,,,,,,,,,,,,,,,,,51.3380584,,,,,Henry Van de Veldelaan,yes,,,Knokke-Heist,,,8300,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,53,,,,3.1049499,,,,,,,,Oogarts Seynaeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9473771,,,,,Oostnieuwkerksesteenweg,house,,,,,,,,,,,,,,,
,,doctors,,,,ophthalmology,,,,,,,,,,,,,,78A,,,,5.3145820,,,,,,,,Oogartsenpraktijk Alken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8843188,,,,,Meerdegatstraat,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,orthopaedics,,,,,,,,,,,,,,114,,,,3.8719665,,,,,,,,OrthoMedica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7796512,,,,,Astridlaan,yes,,,Nederboelare,,,9500,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,,,,,4.2038704,,,,,,,,Osthéopathie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6945265,,,,,,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,94,,,,4.6212064,,,,,,,,PRAKTIJKHUIS 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9045414,,,,,,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,25,,,,4.3979516,,,,,,,,Paridaens,,bing2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0796276,,,,,Kardinaal Cardijnstraat,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,71,,,,4.3837963,,,,,,,,Paule Janssens,,,,,,,,,,,,,+32 2 353 05 11,,,,,,,,,,,+32 2 354 99 43,,,,,,,50.7295470,,,,,Avenue des Nations-Unies,yes,,,Waterloo,,,1410,,,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,,,,19,,,,3.6713135,,,,,,,,Peeters Johan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0824808,,,,,Polderkenslaan,yes,,,Gent,,,9030,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,2,,,,4.4259525,,,,,,,,Ph Williams,,bing2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1652529,,,,,Hazeschransstraat,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,,4.3837698,,,,,,,,Ph. Jacques - A. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3230856,,,,,,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,9,,,,3.6725817,,,,,,,,Philip Noyez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0828477,,,,,Hooiland,yes,,,Gent,,,9030,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,4,,,,5.0254143,,,,,,,,Pierre Canivet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3697398,,,,,Rue de la Brasserie,yes,,,Assesse,,,5330,,,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,,,,29,,,,4.9845683,,,,,,,,Pierre-Yves Devresse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3381835,,,,,Rue de Mianoye,yes,,,Durnal,,,5530,,,,,,,,,
,,doctors,,,,general,,,,,,,,,,,huisarts,,,4,,,,3.4882438,,,,,,,,Pieter Lievens,,,,,,,Gbg/2730288,,,,,,,,,,,,,,,,,,,,,,,,51.0860116,,,,,Ommegangstraat,yes,,,Bellem,,,9881,,,,,2011/07/12,,doctor,,
,,doctors,,,,,,,,,,,,,,,FCPPF,,,9,,,,5.0988911,,,,,,,,Planning Familial,,,,,,,,,,,,,,,,,,,,,,,,+32 83 22 07 07,,,,,,,50.2949613,,,,,Rue d'Omalius,yes,,,Ciney,,,5590,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,31,,,,4.6213737,,,,,,,,Planning familial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6764969,,,,,Cours de Troisfontaines,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,,,,,4.9433036,,,,,,,,Poste médical de garde de Dinant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2643301,,,,,,yes,,,,,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,133,,,,4.3994855,,,,,,,https://inventaris.onroerenderfgoed.be/dibe/relict/14068,Potvin,,,,,,,,,skin,"https://commons.wikimedia.org/wiki/File:Nieuwstraat_133,_Terhagen.jpg",,,,,,,,,,,,,,,,building,,,,,51.0791348,,,,,Nieuwstraat,yes,,,,,,,,,,,,,,,
,,doctors,,,,general,,,,,,,,,,,,,,118,,,,4.4604892,,,,,,,,Praktijk De Becker,,,,,,,,,,,https://praktijkdebecker.be/,,,,,,,,,,,,,+32 2 252 18 44,,,,,,,50.9301594,,,,,Martelarenstraat,yes,,,,,,,,,,,,,doctor,,
,,doctors,,,,,,744100000006757,,,,,,,,,,,,17,,,,4.9287829,,,,,,,,Praktijkhuis Baarle,,BAG,,,2001,,,,,,,,,,,,,,,,,,2014-03-24,,,,,,,,51.4407999,,,,,Pastoor Van Herdegomstraat,yes,,,Baarle-Hertog,,,2387,,,,,,,,,
,,doctors,,,,radiology,,,,,,,,,,,,,,102,,,,3.1156183,,,,,,,,Radiologie Dr. Danneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9421937,,,,,Molenstraat,house,,,,,,8800,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,34,,,,5.5561278,,,,,,,,Raes-Roex,,,,,,,Gbg/4315901,,,,,,,,,,,,,,,,,,,,,,,,51.1054544,,,,,Larkenstraat,house,,,,,,3670,,,,,2015/09/15,,,,
,,doctors,,,,pulmonology;cardiology,,,,,,,,,,,,,,1,,,,5.5579883,,,,,,,,RespiLiège,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6348439,,,,,Rue Destriveaux,yes,,,Liège,,,4000,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,30,,,,5.5582484,,,,,,,,Schutz Sarah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6344194,,,,,Rue d'Omalius,yes,,,Liège,,,4000,,,,,,,psychotherapist,,
,,doctors,,,,,,,,,,,,,,,,,,3A,,,,4.9827777,,,,,,,,Sophie Jacquart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3388278,,,,,Rue Pays de Liège,yes,,,,,,,,,,,,,,BE,
,,doctors,,,,,,,,,,,,,,,,,,85,,,,4.4930314,,,,,,,,Terwagne/Baudouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0530651,,,,,,yes,,,,,,,,,,,,,,,
,,doctors,,,,general,,,,,,,,,,,,,,160,,,,5.5995176,,,,,,,,Toussaint Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7167831,,,,,Rue de Fexhe-Slins,yes,,,Hermée,,,4680,,,,,,,doctor,,
,,doctors,,,,,,,,,,,,,,,,,,235,,,,3.1344636,,,,,,,,Uyttersprot,,,,,,,Gbg/2181191,,,,,,,,,,,,,,,,,+32 51 20 89 89,,,,,,,50.9386658,,,,,Rumbeeksesteenweg,house,,,,,,,,,,,2010-06-15,,,,
