shop,roof:levels,amenity,drive_through,building:part,addr:housename,contact:website,roof:colour,indoor,addr:suburb,height,ref:UID,wikidata,alt_name,payment:notes,operator,payment:credit_cards,addr:housenumber,townhall:type,payment:american_express,payment:debit_cards,room,addr:district,area,building:levels,opening_hours,image,contact:phone,wikipedia,name,note,source,lon,roof:material,heritage,ref:ogdsteiermark,payment:coins,email,website,fax,at_bev:addr_date,contact:email,building:material,payment:cash,former:amenity,payment:visa,phone,former:name,old_name,lat,payment:maestro,payment:jcb,tourism,addr:street,building,building:colour,fixme,ref:FB,contact:fax,addr:city,payment:mastercard,roof:shape,addr:postcode,wheelchair,level,addr:place,payment:visa_electron,start_date,Leibnitz_lädt_ein,roof:orientation,payment:diners_club,dispensing,healthcare,toilets:wheelchair,addr:country
,,pharmacy,,,,,,,,,,,,,,,53,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",,+43 5572 58870,,Heilquell Apotheke,,,9.7641838,,,,,,,,,,,,,,,,,47.4467059,,,,Hofsteigstraße,yes,,,,,Schwarzach,,,6858,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,4,,,,,,,,"Mo-Fr 08:00-12:00,14:00-18:00; We,Sa 08:00-12:00",,,,Herz-Jesu-Apotheke,,,15.4307547,,,,,,,,,,,,,,,,,48.0257328,,,,Sankt Pöltner Straße,yes,,,,,Kirchberg an der Pielach,,,3204,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubertus-Apotheke,,bing,13.4945384,,,,,,,,,,,,,,,,,46.7991151,,,,,commercial,,,,,,,,,yes,,,,,,,,yes,,,
,,pharmacy,,,,,,,,,,,,,,,50,,,,,,,,,,,,Jakobus Apotheke,,bing,13.5135194,,,,,,,,2017-04-07,,,,,,,,,46.8170659,,,,Hauptstraße,commercial,,,,,Seeboden am Millstätter See,,,9871,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,56,,,,,,,,,,,,Job,,basemap.at,16.5260786,,,,,,,,,,,,,,,,,47.8467407,,,,Hauptstraße,yes,,,,,Eisenstadt,,,,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,2,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:30,,,,Kamptal Apotheke,,survey,15.6857202,,,,,,,,,,,,,,,,,48.4712572,,,,Hartriegelstraße,yes,,,,,Langenlois,,,3550,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,17,,,,,,,,"Mo-Fr 08:00-12:00,14:30-18:30; Sa 08:00-12:30",,,,Karwendelapotheke,,,11.7732768,,,,,,https://www.karwendel-apotheke.at/,,,,,,,,,,,47.3926549,,,,Postgasse,yes,,,,,Jenbach,,,6200,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,5,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",,+43 5576 72335,,Kaulfus Apotheke,,,9.6898409,,,,,,,,,apo.kaulfus@aon.at,,,,,,,,47.3621842,,,,Schloßplatz,yes,,,,,Hohenems,,,6845,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-18:00;Sa 08:00-12:00,,,,Kreisapotheke,,,14.4118902,,,,,,,,,,,,,,,,,48.3500814,,,,,yes,,,,,,,,,,,,,,,,,yes,,,
,,pharmacy,,,,,,,,,,,,,,,16,,,,,,,,"Mo-Fr 08:00-12:30, 14:30-18:00; Sa 08:00-12:00",,,,Kreuzapotheke Peuerbach,,,13.7715562,,,,,,,,,,,,,,,,,48.3444053,,,,Hauptstraße,yes,,,,,Peuerbach,,,4722,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,2,,,,,,,,,,,,Kronburg Apotheke,GASTHAUS ZUM HIRSCHEN,geoimage.at,10.5900333,,,,,,,,2018-04-02,,,,,,,,,47.1578085,,,,Hauptplatz,yes,,,,,Zams,,,6511,,,,,,,,,,,,AT
,,pharmacy,no,,,,,,,,,,,,,,104,,,,,,,,,,,,Kurapotheke,,,13.7838404,,,,,,,,2018-10-01,,,,,,,,,47.6086012,,,,Oppauerplatz,yes,,,,,Bad Aussee,,,8990,yes,,,,,,,,yes,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,1c,,,,,,,,"Mo-Fr 08:30-12:00,14:30-18:30; Sa 08:30-12:00",,,,Kurapotheke,,,13.1339546,,,,,,,,,,,,,,,,,47.1093958,,,,Böcksteiner Bundesstraße,retail,,,,,Bad Gastein,,,5640,yes,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,15,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,,,LEBENSKREIS APOTHEKE KG,,,14.7428939,,,,,info@lebenskreis-apotheke.at,https://www.lebenskreis-apotheke.at/,,,,,,,,+43 3577/242 55,,,47.1920862,,,,Tischlerstraße,yes,,Es gibt noch kein aktuelles Satellitenbild davon. (30.04.2019),,,Zeltweg,,,8740,yes,,,,,,,,yes,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,22,,,,,,,,,,,,Lebens Apotheke,,geoimage.at MaxRes,13.6443327,,,,,,https://www.lebens-apotheke.at/,,2018-04-02,,,,,,,,Binderhaus,48.3517295,,,,Hauptstraße,yes,,,,,Raab,,,4760,,,,,,,,,,,,AT
,,pharmacy,,,,http://www.lebensquell.at,,,,,,,,,,,29a,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,+43 5572 201120,,Lebensquell Apotheke,,,9.7545028,,,,,,,,,info@lebensquell.at,,,,,,,,47.4297070,,,,Haselstauderstraße,yes,,,,+43 5572 201120 3,Dornbirn,,,6850,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,2a,,,,,,,,,,+43 3452 822 33,,Linden Apotheke,,,15.5412269,,,107,,,,,,,,,,,,,,46.7831004,,,,Kaspar Harb-Gasse,yes,,,,,Leibnitz,,,8430,yes,,,,,yes,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,Linden Apotheke,,,10.7180840,,,,,,,,,,,,,,,,,47.4890906,,,,,yes,,,,,,,,,no,,,,,,,,yes,,,
,,pharmacy,,,,http://www.lotos-apotheke.at,,,,,,,,,,,127,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",,+43 5574 62570,,Lotus Apotheke,,geoimage.at,9.7093736,,,,,,,,,,,,,,,,,47.4875647,,,,Hofsteigstraße,yes,,,,,Hard,,,6971,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,16,,,,,,,,,,+43 316 71 46 91,,Löwenapotheke,,"Adressdaten: © Österreichisches Adressregister, Stichtagsdaten vom 02.10.2016",14.2411484,,,179,,,,,,,,,,,,,,47.5691808,,,,Ausseer Straße,yes,,,,,Liezen,,,8940,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,Mag. Irmgard Huschka KG,,48,,,,,,,,,,,,Löwenapotheke,,,16.2252911,,,,,,,,,,,,,,,,,48.3865082,,,,Eduard-Rösch-Straße,yes,,,,,Stockerau,,,2000,yes,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,Malchus-Apotheke,,,13.5033722,,,,,,,,,,,,,,,,,46.7950782,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,22,,,,,,,,"Mo 08:00-12:00,14:00-18:30; Tu-Sa 08:00-12:00; Tu-Fr 14:00-18:00",,,,Maria Schutz Apotheke,,Bing,14.2944933,,,,,,,,,,,,,,,,,48.5216803,,,,Hauptplatz,yes,,,,,Bad Leonfelden,,,4190,yes,,,,,,,,,,,AT
,,pharmacy,,,,http://www.apotheke-baden.at,,,,,,,,,,,11,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,,,Marien Apotheke,,,16.2450280,,,,,,,,,,,,,,,,,48.0027710,,,,Leesdorfer Hauptstraße,yes,,,,,Baden,,,,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,36,,,,,,,,,,,,Marien Apotheke,,,13.8682116,,,,,,,,,,,,,,,,,46.6036572,,,,Maria-Gailer-Straße,yes,,,,,Villach,,,9500,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,3,,,,,,,,,,,,Marien Apotheke,,,11.5861147,,,,,,,,,,,,,,,,,47.2949063,,,,Karwendelstraße,yes,,,,,Wattens,,,6112,,,,,,,,,,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,Mag. Pharm. Loibersbeck,,5,,,,,,,,"Mo-Tu 07:30-12:00, 14:30-18:00; We 07:30-12:00; Th-Fr 07:30-12:00, 14:30-18:00; Sa 08:00-12:00; Su,PH off",,,,Marien Apotheke,,,15.8490419,,,,,,,,,,,,,,+43 2958 82424,,,48.5510918,,,,Hauptstraße,yes,,,,,Ravelsbach,,,3720,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,5,,,,,,,,"Mo-Fr 08:00-12:00,14:30-18:00; Sa 08:00-12:00",,,,Marien-Apotheke,,,15.5455416,,,,,,https://www.apotheke-obergrafendorf.at/,,,,,,,,,,,48.1503344,,,,Hauptstraße,yes,,,,,Ober-Grafendorf,,,3200,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,84,,,,,,,,,,,,Marien-Apotheke,,geoimage.at,16.2200904,,,,,,,,,,,,,,+43 (1) 9791051,,,48.2099126,,,,Hauptstraße,yes,,,,,Wien,,,1140,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,13,,,,,,,,,,+43 3117 279 88,,Marien-Apotheke,,geoimage.at,15.3168128,,,119,,,,,,,,,,,,,,46.8218422,,,,Marktstraße,house,,,,,Groß Sankt Florian,,,8522,,,,,,,,,,,,
,,pharmacy,,,,http://www.martin-apotheke.at,,,,,,,,,,,25,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",,+43 5574 44202,,Martin-Apotheke,,,9.7462002,,,,,,,,2017-10-01,info@martin-apotheke.at,,,,,,,,47.5300574,,,,Bahnhofstraße,yes,,,,+43 5574 44202 83,Lochau,,,6911,limited,,,,,,,,,,,AT
,,pharmacy,,,,,#9C8B84,,,,,,,,Mag. Manfred Naderhirn,,17,,,,,,,1,,,+43 732 6715861,,Maximilian-Apotheke,,,14.2704217,tar_paper,,,,,,,,,plaster,,,,,,,48.2719572,,,,Welser Straße,yes,#ffffff,,,+43 732 67158611,Leonding,,flat,4060,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,62,,,,,,,,,,,,Narzissen-Apotheke,,,13.7757301,,,,,,,,,,,,,,,,,47.6141546,,,,Altausseer Straße,yes,,,,,Obertressen,,,8990,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,Mag.-pharm. Anton Past,,6,,,,,,,,Mo-Fr 8:00-12:00;Mo-Fr 14:00-18:30;Sa 8:00-12:00;Su 9:00-12:00,,,,Nibelungen-Apotheke,,plan.at 2009,14.1223587,,,,,,,,2017-04-07,,,,,,,,,48.2889547,,,,Edelweißstraße,yes,,,,,Alkoven,,,4072,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,17,,,,,,,,,,,,Nikolausaptheke Steinakirchen,,,15.0495171,,,,,,http://www.nikolausapotheke.at/,,2018-04-02,,,,,,,,,48.0666478,,,,Unterer Markt,yes,,,,,Steinakirchen am Forst,,,3261,,,,,,,,,,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,8,,,,,,,,,,,,Nordost-Apotheke,,,16.4722780,,,,,,,,,,,,,,+43 (1) 2825137,,,48.2352170,,,,Emichgasse,,,,,,Wien,,,1220,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,35,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",,+43 5572 24431,,Oswald-Apotheke,,,9.7340346,,,,,,,,,,,,,,,,,47.4103933,,,,Moosmahdstraße,yes,,,,+43 5572 24431 6,Dornbirn,,,6850,limited,,,,,,,,yes,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,Mag.pharm. Walter Strauss,,17,,,,,,,,Mo-Fr 8:00-12:30 und 14:30-18:00 Sa 8:00-12:00,,,,Paracelsus Apotheke,,,13.0183227,,,,,,,,,,,,,,+43 662 431154,,,47.8182680,,,,Münchner Bundesstraße,yes,,,,,Salzburg,,,5020,,,,,,,,,yes,pharmacy,,
,,pharmacy,,,,,,,,,,,,,,,87a,,,,,,,,,,,,Paracelsus Apotheke,,GeoImage.at,15.4289301,,,,,,,,,,,,,,+43 316 271596,,,47.0512285,,,,Triester Straße,yes,,,,,Graz,,,8020,yes,,,,,,,,yes,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,26,,,,,,,,,,,,Paracelsus-Apotheke,,,14.8764444,,,,,,,,2017-04-07,,,,,,,,,46.8696773,,,,,yes,,,,,Frantschach-St. Gertraud,,,9413,,,St. Gertraud,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,11,,,,,,,,,,,,Perau Apotheke,,,13.8430668,,,,,,,,,,,,,,,,,46.6044769,,,,Ossiacher Zeile,yes,,,,,Villach,,,9500,,,,,,,,,yes,,,
,,pharmacy,,,,www.apothekegraz.at,,,,,ATU27580506,,,,,,101,,,,,,,,,,+43 316 284156,,Peter Rosegger Apotheke,,Stadt Graz - data.graz.gv.at,15.3982990,,,,,,,,,info@apothekegraz.at,,,,,,,,47.0506427,,,,Peter-Rosegger-Straße,yes,,,FN 9859 z. Graz,+43 316 28 41 56-4,Graz,,,8052,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,21,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,,,Petrifelder Apotheke,,survey;GeoImage.at High-Res,15.4704261,,,,,,,,,,,,,,+43 316 473447,,,47.0523850,,,,Petrifelderstraße,yes,,,,,Graz,,,8042,,,,,,,,,yes,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,2,,,,,,,,"Mo,Tu,Th,Fr 08:00-12:00,14:00-18:00; We,Sa 08:00-12:00; PH off",,+43 7487 2673,,Petrus-Apotheke,,,15.0246702,,,,,,,,2017-04-07,,,,,,,,,47.9874152,,,,Wieselburger Straße,yes,,,,,Gresten,,,3264,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,4,,,,,,,,,,,,Porcia Apotheke,,bing,13.4968781,,,,,,,,,,,,,,,,,46.7978050,,,,Hauptplatz,commercial,,,,,Spittal an der Drau,,,9800,,,,,,,,,,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,1,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",,+43 5577 833440,,Rheintal Apotheke,,,9.6570231,,,,,,,,,,,,,,,,,47.4375216,,,,Hofsteigstraße,yes,,,,,Lustenau,,,6890,,,,,,,,,yes,,,AT
,,pharmacy,,,,http://www.rosenegg.at,,,,,,,,,,,2a,,,,,,,,"Mo-Fr 08:30-12:15, 14:00-18:15; Sa 08:30-12:30",,+43 5552 66323,,Rosenegg Apotheke,,,9.8110433,,,,,,,,,apo@rosenegg.at,,,,,,,,47.1502971,,,,Aulandweg,yes,,,,+43 5552 66323 3,Bürs,,,6706,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,Rupertusapotheke,,,13.0245343,,,,,,,,,,,,,,,,,47.7966236,,,,,yes,,,,,,,,,,,,,,,,,yes,,,
,,pharmacy,,,,,,,,,,,,,,,84,,,,,,,,"Mo-Fr 07:30-18:00, Sa 07:30-12:00",,,,Römer-Apotheke,,,16.6110291,,,,,info@römer-apotheke.at,http://www.römer-apotheke.at/,,,,,,,,+43 2680 21115,,,47.8039377,,,,Hauptstraße,yes,,,,,St. Margarethen,,,,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,6,,,,,,,,,,,,Salvator Apotheke,,basemap.at,16.5210497,,,,,,,,,,,,,,,,,47.8458859,,,,Hauptstraße,yes,,,,,Eisenstadt,,,,,,,,,,,,yes,pharmacy,,AT
,,pharmacy,no,,,,,,,,,,,,Dr. Wrann OHG,,17,,,,,,,,"Mo - Fr: 8.00 - 12.00 Uhr, 14.30 - 18.00 Uhr, Sa: 8.00 - 12.00 Uhr",,,,Salvator Apotheke Dr. Wrann OHG,,,15.2086186,,,,,,,,2017-10-01,,,,,,,,,48.2118061,,,,Regensburgerstraße,yes,,,,,Pöchlarn,,,3380,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,Q1855170,Apothekerhaus,,,,2,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Apothekerhaus%2C_Bruck_an_der_Mur%2C_Austria.jpg,+43 316 83 01 12,de:Liste der denkmalgeschützten Objekte in Bruck an der Mur,Salvator-Apotheke,,"geoimage.at, survey",15.2683140,,2,134,,,,,,,,,,,,,,47.4103322,,,attraction,Koloman-Walisch-Platz,yes,,,,,Bruck an der Mur,,,8600,yes,,,,,,,,,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,7,,,,,,,,"Mo-Fr 08:00-12:00,15:00-18:00; We,Sa 08:00-12:00",,,,Sankt Hubertus-Apotheke,,,15.6177440,,,,,,,,,,,,,,,,,47.9116517,,,,Alte Hauptstraße,yes,,,,,Hohenberg,,,3192,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,11,,,,,,,,,,,,Scheutz,,,15.1401238,,,,,,,,2017-10-01,,,,,,,,,48.1315200,,,,Bahnhofstraße,yes,,,,,Wieselburg,,,3250,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,4,,,,,,,,,,,,Schlossapotheke Anif,,,13.0669821,,,,,,http://www.schlossapothekeanif.at/,,2017-10-01,,,,,,,,,47.7465646,,,,Salzachtalbundesstraße,yes,,,,,Anif,,,5081,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,29,,,,,,,,,,,,Schloßapotheke Lackenbach,,geoimage.at,16.4675322,,,,,,,,,,,,,,,,,47.5879203,,,,Schloßgasse,yes,,,,,Lackenbach,,,7322,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,20,,,,,,,,,,,,Schutzengel Apotheke,,,14.0253861,,,,,,,,,,,,,,+43 7242 47098,,,48.1688741,,,,Eferdinger Straße,yes,,,,,Wels,,,4600,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,Mag. pharm. Wolfgang Bencic,,16,,,,,,,,,,,,Schutzengel-Apotheke,,,16.6487466,,,,,,,,,,,,,,,,,47.8957250,,,,Neusiedler Straße,yes,,,,,Donnerskirchen,,,7082,,,,,,,,,yes,,,AT
chemist,,pharmacy,,,,,,,,,,,,,,,34,,,,,,,,,,,,Schutzengel-Apotheke,,,16.3763125,,,,,,www.schutzengel-apo.at,,,,,,,,,,,47.8676910,,,,Hauptstraße,house,,,,,Neufeld,,,2491,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,Mag.pharm. Nadja Frischling,,19,,,,,,,,,,,,Schutzengel-Apotheke,,geoimage.at,13.4909964,,,,,,https://www.schutzengel-apotheke.com/,,,,,,,,+43 7667 6251,,,47.9333379,,,,Attergaustraße,house,,,,,St. Georgen im Attergau,,,4880,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,2,,,,,,,,,,,,Seering Apotheke,,geoimage.at,13.5053521,,,,,,,,,,,,,,,,,47.9289706,,,,Am See Ring,house,,,,,St. Georgen im Attergau,,,4880,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,11,,,,,,,,,,,,Sonnen Apotheke,,,13.8390388,,,,,,,,,,,,,,,,,46.5986740,,,,Kärntner Straße,yes,,,,,Villach,,,9500,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,2,,,,,,,,,,,,Sonnen Apotheke,,,16.0589582,,,,,,,,2017-10-01,,,,,,,,,48.3228706,,,,Prof.-Grossmann-Straße,yes,,,,,Tulln an der Donau,,,3430,,,,,,,,,,,,AT
,,pharmacy,,,,,#A8A7A2,,,,,,,,,,6,,,,,,,2,"Mo-Fr 08:00-19:00, Sa 08:00-12:30,15:00-18:00, Su 09:00-12:00,15:00-18:00",,,,Sonnen-Apotheke,,geoimage.at,14.0420808,,,,,,,,,,,,,,,,,46.6134479,,,,Karawankenplatz,yes,#999396,,,,Velden am Wörther See,,,9220,yes,,,,,,,,yes,,,
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonnen-Apotheke,,,13.1889936,,,,,info@sonnenapotheke-werfen.at,,+43 6468 52822,,,,,,,+43 06468 5282,,,47.4770980,,,,,yes,,,,,,,,5452,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,187,,,,,,,,,,,,Sonnenapotheke,,,14.3382139,,,,,,,,,,,,,,,,,46.6372878,,,,Pischeldorfer Straße,yes,,,,,Klagenfurt am Wörthersee,,,,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,178,,,,,,,,,,+43 316 82 31 59,,Sonnenapotheke,,,15.2333925,,,140,,,,,,,,,,,,,,47.5231718,,,,Palbersdorf,yes,,,,,Thörl,,,8621,yes,,,,,,,,yes,,,
,,pharmacy,no,,,,,,,,,,,,,,5,,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",,,,St Georg-Apotheke,,,14.4491166,,,,,,,,,,,,,,,,,48.2710342,,,,Färbergasse,yes,,,,,St. Georgen an der Gusen,,,4222,,,,,,,,,yes,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,"Mag. pharm. Bernd Edler, BA",,44,,,,,,,,"Mo-Fr 08:00-13:00,14:00-18:00; Sa 08:00-12:30",,,,St Martin Apotheke,,geoimage.at,13.8318377,,,,,info@stmartin-apotheke.at,https://www.stmartin-apotheke.at,+4342425951220,2017-04-07,,,,,,+43424259512,,,46.6178246,,,,St.Martiner-Straße,yes,,,,,Villach,,,9500,yes,,,,1.Juli 2016,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,42,,,,,,,,"Mo-Fr 08:00-12:30, 14:00-18:00; Sa 08:00-12:30",,+43 5574 71798,,St. Gebhard Apotheke,,GeoImage.at,9.7277527,,,,,,,,,,,,,,,,,47.4961833,,,,Heldendankstraße,yes,,,,+43 5574 71798 7,Bregenz,,,6900,,,,,,,,,,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,,,25,village,,,,,,,"Mo-Fr 08:00-12:00, 14:00-18:00;Sa 08:00-12:00",,,,St. Hubertus Apotheke,,plan.at 2009,16.2435659,,,,,,,,,,,,post_office,,+43 2628 62222,2603 Felixdorf,,47.8825519,,,,Hauptstraße,residential,,,,,Felixdorf,,,2603,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,12,,,,,,,,,,,,St. Hubertus Apotheke,,,14.0262033,,,,,,,,,,,,,,,,,48.3684040,,,,Kurzwernhartplatz,yes,,,,,Aschach an der Donau,,,4082,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,139,,,,,,,,,,,,St. Josef Apotheke,,,15.6615563,,,,,,,,,,,,,,,,,46.9324966,,,,,retail,,,,,Kirchbach-Zerlach,,,8082,,,Kirchbach in Steiermark,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,95,,,,,,,,,,,,St. Thomas-Apotheke,,,15.4026232,,,,,,,,2018-10-01,,,,,,,,,46.9768264,,,,Hauptstraße,yes,,,,,Premstätten,,,8141,,,,,,,,,,pharmacy,,AT
,,pharmacy,,,,,,,,,,,,,G.u.J. Kleewein,,2b,,,,,,,,"Mo-Fr 08:30-12:30,14:30-18:00; Sa 08:30-12:30",,,,St.Barbara Apotheke,,geoimage.at MaxRes,11.8787898,,,,,,,,,,,,,,+43 5337 62900,,,47.4320494,,,,Burglechnerweg,yes,,,,,Brixlegg,,,6230,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,"15,16",,,,,,,,"Mo-Fr 08:00-12:00,14:00-18:00;Sa 08:00-12:00",,+43 7612 87125,,Stadt-Apotheke Altmünster,,geoimage.at,13.7644305,,,,,,,,,,,,,,,,,47.9008321,,,,Marktstraße,yes,,,,+43 7612 87125-90,Altmünster,,,4813,yes,,,,,,,,yes,,,AT
,,pharmacy,,yes,,,,yes,,,,,,,,,1,,,,,,,,,,,,Stadtapotheke,,,14.2449654,,,,,,,,2017-04-07,,,,,,,,,47.5619860,,,,Salzburger Straße,,,,,,Liezen,,,8940,yes,0,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,7,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,,,Stadtapotheke,,geoimage.at,13.0944177,,,,,,https://www.stadtapotheke-hallein.at/,,,,,,,,+43 6245 80622,,,47.6821793,,,,Bayrhamer Platz,yes,,,,,Hallein,,,5400,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,http://www.apotheke-altheim.at/,,,,,,,,,,,25,,,,,,,,"Mo,Tu,Th,Fr 08:00-12:00,14:00-18:00; We 08:00-13:00; Sa 08:00-11:00",,+43 7723 42218,,Stadtapotheke Altheim,,geoimage.at,13.2338059,,,,,,,,,bestellung@apotheke-altheim.at,,,,,,,,48.2517896,,,,Bahnhofstraße,yes,,,,+43 7723 42218-20,Altheim,,,4950,no,,,,,,,,yes,,no,AT
,,pharmacy,,,,,,,,,,,,,,,6,,,,,,,,,,,,Stadtapotheke Friesach,,,14.4145729,,,,,,http://www.stadtapotheke-friesach.at/,,2018-04-02,,,,,,,,,46.9523949,,,,Industriestraße,yes,,,,,Friesach,,,9360,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,15,,,,,,,,,,,,Stadtapotheke Mag.pharm Alexander Rizy,,bing,14.0238845,,,,,,,,2017-10-01,,,,,,,,,48.3086872,,,,Stadtplatz,yes,,,,,Eferding,,,4070,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,444,,,,,,,,"Mo-Fr 08:00-12:30,14:30-18:30; Sa 08:00-12:00",,,,Steinbock,,,11.8621772,,,,,,,,,,,,,,,,,47.1660312,,,,Hauptstraße,yes,,,,,Mayrhofen,,,6290,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,80,,,,,,,,,,,,Steinbock Apotheke,,geoimage.at,14.0414008,,,,,,,,,,,,,,+43 7242 47404,,,48.1674373,,,,Hans-Sachs-Straße,yes,,,,,Wels,,,4600,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,Kaindorf an der Sulm,,,,,,,,100,,,,,,,,Mo-Fr 08:00-18:30; Sa 08:00-12:30,,+43 3452 832 34,,Sulmtal Apotheke,,geoimage.at,15.5384337,,,105,,sulmtal-apotheke@inode.at,https://sulmtal-apotheke.at/,,,,,,,,,,,46.7908434,,,,Grazer Straße,yes,,,,,Leibnitz,,,8430,yes,,,,,,,,,,,AT
,,pharmacy,,,,,,yes,,,,,,,,,,,,,,,,,"Mo-Fr 07:00-18:00, Sa 08:00-12:00",,,,Time Apotheke,,,14.2912442,,,,,,,,,,,,,,,,,48.2904196,,,,,,,,,,,,,,,0,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,391,,,,,,,,,,+43 3453 73 22,,Urbani-Apotheke,,geoimage.at,15.5557387,,,110,,,,,,,,,,,,,,46.7214375,,,,Untere Hauptstraße,yes,,,,,Gamlitz,,,8462,,,,,,,,,,,,
