roof:levels,amenity,office,healthcare:speciality,lon,contact:website,addr:suburb,email_1,free_refill_note,name:it,operator,addr:housenumber,barrier,area,building:levels,opening_hours,contact:phone,addr:housename,note,source,mapillary,email,website,fax,description,emergency,contact:email,source:date,phone,lat,name:hu,addr:street,building,fixme,name,roof:shape,url,addr:postcode,wheelchair,level,free_refill,addr:city,healthcare,toilets:wheelchair,addr:country,alt_name
,doctors,,,17.7175140,,,,,,,80,,,,,,,,,,,,,,,,,,47.5588944,,Fő utca,yes,,Orvosi rendelő,,,9083,,,,Écs,doctor,,,
,doctors,,,18.2118789,,,,,,,5,,,,"Mo, We, Fr 13:40-15:00; Tu, Th 08:00-09:30; PH closed",,,,,,,,,,,,,+36 88 911-031,47.0187901,,Kossuth Lajos utca,yes,,Orvosi rendelő,,,8164,,,,Balatonfőkajár,,,,
,doctors,,,18.9412666,,,,,,,,,,,,,,,,,,,,,,,,,46.1857548,,,,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,19.7005823,,,,,,,,,,,,,,,,,,,,,,,,,47.9971660,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,19.3070663,,,,,,,,,,,,,,,,,,,,,,,,,47.6681855,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,19.6899653,,,,,,,,,,,,,,,,,,,,,,,,,46.9152772,,,yes,,Orvosi rendelő,,,,yes,,,,,,,
,doctors,,,17.6964708,,,,,,,5,,,,,,,,,,,,,,,,,+36 88 264205,46.9803585,,Malomkő utca,residential,,Orvosi rendelő,,,8291,,,,Nagyvázsony,,,,
,doctors,,,19.3785350,,,,,,,,,,,,,,,,,,,,,,,,,46.2139713,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,17.3743462,,,,,,,,,,,,,,,,,,,,,,,,,47.9358030,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,18.6001457,,,,,,,7,,,,,,,,,,,,,,,,,,47.6540448,,Hősök tere,yes,,Orvosi rendelő,,,2525,,,,Bajna,,,,
,doctors,physician,,17.7385964,,,,,,,,,,,,,,,,,,,,,,,,,47.6984990,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,19.9260622,,,,,,,,,,,,,,,,,,,,,,,,,47.7733881,,,yes,,Orvosi rendelő,,,,,,,,doctor,,,
,doctors,,,18.2158327,,,,,,,,,,,,,,,,,,,,,,,,,46.0394251,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,20.6146082,,,,,,,,,,,,,,,,,,,,,,,,,48.2475432,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,17.5772037,,,,,,,,,,,,,,,survey,,,,,,,,,,46.6497829,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,20.9648592,,,,,,,,,,,,,,,,,,,,,,,,,47.0291236,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,18.3358534,,Hird,,,,,6,,,,,,,,,,,,,,,,,,46.1144082,,Pázsit utca,yes,,Orvosi rendelő,,,7693,,,,Pécs,,,,
,doctors,,,22.1521015,,,,,,,4,,,,,,,,,,,,,,,,,,47.7704004,,Botond út,yes,,Orvosi rendelő,,,4375,,,,Piricse,,,HU,
,doctors,,,16.4874201,,,,,,,,,,,,,,,Esri World,,,,,,,,,,47.6530597,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,17.5236317,,Tapolcafő,,,,,7,,,,,,,,,,,,,,,,,,47.2797944,,Park utca,yes,,Orvosi rendelő,,,8598,,,,Pápa,,,,
,doctors,,,21.4980431,,,,,,,,,,,,,,,,,,,,,,,,,47.8168045,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,17.7462450,,,,,,,,,,,,,,,Bing;survey,,,,,,,,,,46.8808118,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,19.1099993,,,,,,,,,,,,,,,Bing,,,,,,,,,,47.5023882,,,yes,,Orvosi rendelő,,,,,,,,doctor,,,
,doctors,,,20.1517457,,,,,,,4,,,,,,,,,,,,,,,,,,46.2733540,,Ortutay utca,public,,Orvosi rendelő,,,6723,,,,Szeged,,,,
,doctors,,,20.9616188,,,,,,,,,,,,,,,,,,,,,,,,,48.2207677,,,yes,,Orvosi rendelő,,,,,,,Aszaló,,,,
,doctors,,,17.6490402,,,,,,,51,,,,,,,,,,,,,,,,,,47.6758293,,Tihanyi Árpád út,yes,,Orvosi rendelő,,,9023,,,,Győr,,,,
,doctors,,,19.6358156,,,,,,,2/b,,,,,,,,,,,,,,,,,,47.7083228,,Iskola utca,yes,,Orvosi rendelő,,,3011,,,,Heréd,doctor,,,
,doctors,,,18.3148511,,Somogy,,,,,25,,,,,,,,,,,,,,,,,,46.1286779,,Mázsaház utca,yes,,Orvosi rendelő,,,7691,,,,Pécs,,,,
,doctors,,,20.9601989,,,,,,,,,,,,,,,,,,,,,,,,,48.0899532,,,yes,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,20.9659079,,,,,,,,,,,,,,,,,,,,,no,,,,48.1028658,,,,,Orvosi rendelő,,,,,,,,,,,
,doctors,,,18.3268030,,Vasas,,,,,1,,,,,,,,,,,,,,,,,,46.1348559,,B utca,yes,,Orvosi rendelő,,,7691,,,,Pécs,,,,
,doctors,,,19.0301929,,,,,,,,,,,,,,,,,,,,,,,,,47.3390019,,Határ út,yes,,Orvosi rendelő,,,2310,,,,Szigetszentmiklós,doctor,,,
,doctors,,,19.9263758,,,,,,,,,,,,,,,,,,,,,,,,,47.7788185,,,yes,,Orvosi rendelő,,,,,,,,doctor,,,
,doctors,,,18.8042243,,,,,,,2,,,,,,,,,,,,,,,,,+3626371074,47.5560068,,József Attila utca,yes,,Orvosi rendelő,,,2093,,,,Budajenő,,,HU,
,doctors,,,18.0026839,,,,,,,,,,,,,,,,,,,,,,,,,47.5103900,,,residential,,Orvosi rendelő,,,,,,,,doctor,,,
,doctors,,,19.1685327,,,,,,,3,,,,,,,,,,,,,,,,,,48.0372509,,József Attila utca,yes,,Orvosi rendelő,,,2649,,,,Dejtár,,,,
,doctors,,,17.7544630,,,,,,,74,,,,,,,,,,,,,,,,,,47.5812906,,Országút utca,yes,,Orvosi rendelő,,,9084,,,,Győrság,doctor,,,
,doctors,,,18.3090083,,,,,,,,,,,,,,,,,,,,,,,,+36 34 578 000;+36 34 361 761;+36 30 640 20 80,47.5235204,,,yes,,Orvosi rendelő,,,,,,,,doctor,,,
0,doctors,,,17.5966362,,,,,,,,,,1,"Mo-Tu 07:30-11:00,14:00-15:00; We 07:30-08:30; Th-Fr 07:30-11:00,14:00-15:00",,,,FŐMI Ortofotó 2005,,,,,,,,,+36 82 715 288,46.4146018,,Fő utca,detached,,Orvosi rendelő - Dr. Albert Antal,gabled,,,,,,,,,,
,doctors,,,20.0956856,,,,,,,,,,,,,,,,,,,,,,,,,46.3607049,,,yes,,Orvosi rendelők,,,,,,,,,,,
,doctors,,,20.1644383,,,,,,,23,,,,,,,,,,,,,"Az épületben 6 háziorvosi rendelő, 2 gyermekháziorvosi rendelő, 1 védőnő hálózati rendelő működik.",,,,,46.2717031,,Budapesti körút,yes,,Orvosi rendelők,,,6723,,,,Szeged,doctor,,,
,doctors,,general,19.0225765,,,,,,,21,,,,,,,,,,,,,,,,,,47.6478731,,Kossuth Lajos utca,public,,Orvosi rendelők,,,2013,,,,Pomáz,doctor,,,
,doctors,,,20.4378668,,,,,,,,,,,,,,,,,,,,,,,,,48.2937818,,,yes,,Orvosi Ügyelet,,,,,,,,,,,
,doctors,,,18.9062278,,,,,,,,,,,,,,,,,,,,,,,,,46.8818287,,,public,,Orvosi és védőnői rendelő,,,,,,,,,,,
,doctors,,general,20.1464469,,,,,,,,,,,,,,,turistautak.hu,,,,,,,,2011-06-24,,46.2572306,,,public,,Orvosi ügyelet,,http://turistautak.hu/poi.php?id=57587,,limited,,,,doctor,,,
,doctors,,,19.7477046,,,,,,,,,,,,,,,,,,,,,,,,,46.2878100,,Rózsa utca,yes,,Orvosi ügyelet,,,6786,,,,Ruzsa,,,,
,doctors,,,18.4395632,,,,,,,17,,,,Mo-Sa 00:00-24:00,,,,,,,http://egeszseg.szekesfehervar.hu/,,,,,,+3622501404,47.1924775,,Seregélyesi út,yes,,Orvosi ügyelet,,,8000,,,,Székesfehérvár,,,,
,doctors,,,19.3974288,,,,,,,55,,,,,,,,,,,,,,,,,,47.4253238,,Szent István út,yes,,Orvosi ügyelet,,,2230,,,,Gyömrő,,,,
,doctors,,,19.1028586,,,,,,,,,,,,,,,,,,,,,,,,,47.5651468,,,yes,,Orvosi ügyelet,,,,,,,,,,,
,doctors,,,19.1169935,,,,,,,12,,,,,,,,Bing,,,,,,,,,,47.5032811,,Pillangó utca,yes,,Pillangó Egészségcentrum,,,1149,,,,Budapest,,,,
,doctors,,,19.6124052,,,,,,,4,,,,,,,,,,,,,,,,,,47.2450298,,Vasút utca,yes,,Politzer Ádám egészségügyi központ,,,2730,yes,,,Albertirsa,,,,
,doctors,,,19.1249491,,,,,,,19,,,,,,,,,,,,,,,,,+3612600236,47.4838711,,Pongrác út,yes,,Pongrác úti orvosi rendelő,,,1101,,,,Budapest,doctor,,HU,
,doctors,,,19.2717943,,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,47.6623016,,,yes,,Praxis Ház,,,,,,,,,,,
,doctors,,,19.1380662,,,,,,,18,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,47.4570542,,Dobó Katica utca,,,Pszichiátriai gondozó és szakrendelő,,,1191,,,,Budapest,doctor,,,
,doctors,,,18.9272532,,,,,,,,,,,,,,,,,,,,,,,,,47.5922267,,,public,,Rendelő,,,,,,,,,,,
,doctors,,,16.6222185,,,,,,,3,,,,,,,,,,,,,,,,,,47.2356684,,Március 15. tér,yes,,Rendelő intézet,,,9700,,,,Szombathely,doctor,,,
,doctors,,,18.5484897,,,,,,,,,,,,,,,,,,,,,no,,,,47.3137630,,Hunyadi János utca,,,Rendelőintézet,,,8093,,,,Lovasberény,,,,
,doctors,,,19.0107905,,,,,,,,,,,,,,,Bing,,,,,,,,,,47.4972417,,,apartments,,"Rezek plasztikai sebészet, fül-orr-gégészet",,,,,,,,,,,
,doctors,,,19.1062601,,,,,,Zuglói Egészségügyi Szolgálat,69-73,,,,,,,,,,,https://www.zesz.hu/gyermek_haziorvosok,,,,,,,47.5286954,,Ráskay Lea utca,yes,,Ráskay Lea utcai Gyermekorvosi Rendelő,,,1142,yes,,,Budapest,doctor,,,
,doctors,,,19.0242670,,,,,,,,,,,,,,,,,,,,,no,,,,47.5135548,,,yes,,Rét utcai rendelő,,,,,,,,,,,
,doctors,,,17.8776326,,,,,,,,,,,,,,,Bing;survey,,,,,,,,,,46.9610233,,,yes,,Sirius intézet,,,8230,,,,Balatonfüred,doctor,,HU,
,doctors,,,19.1296738,,,,,,,75-81,,,,,,,,,,dunakesziszakrend@vnet.hu,http://www.dkszakrend.hu/,+36-27/341-241,,,,,+36-27/341-600,47.6353605,,Fő út,,,Szakorvosi Rendelőintézet,,,2120,yes,,,Dunakeszi,,no,HU,
,doctors,,,17.9069226,,,,,,,1,,,,,,,,,,,,,,,,,,47.0896126,,Komakút tér,doctors,,Szakorvosi Rendelőintézet,,,8200,,,,Veszprém,,,,
,doctors,,,19.0527413,,,,,,,,,,7,,,,,,,,,,,,,,,47.5020089,,,yes,,Szakorvosi rendelő,,,,yes,,,,,,,
,doctors,,,18.7352037,,,,,,,,,,,,,,,,,,,,,,,,,47.7184695,,,yes,,Szakorvosi rendelő,,,,yes,,,,doctor,,,
,doctors,,,19.2549441,,,,,,,95,,,2,,,,,,,,http://bajcsy.hu/xvii-keruleti-szakrendelo-es-a-hozza-tartozo-szakrendelesek-es-gondozok/,,,,,,,47.4782457,,Ferihegyi út,hospital,,Szakorvosi rendelőintézet,,,1173,,,,Budapest,doctor,,,
,doctors,,,18.2829736,,,,,,,,,,,,,,,,,,,,,,,,,46.6332072,,,yes,,Tamási Rendelő Intézet,,,,,,,,,,,
,doctors,,,21.0710304,,,,,,,1,,,,,,,,,,,,,,,,,,47.9335275,,Ady Endre út,residential,,Tiszaszederkényi Orvosi Rendelő,,,3580,,,,Tiszaújváros,,,,
,doctors,,,19.7931872,,,,,,,,,,,,,,,,,,,,,,,,,47.1730648,,,yes,,Toldy Ferenc Kórház - Tüdőgondozó,,,,,,,,,,,
,doctors,,,19.3566364,,,,,,,62,,,,"Mo,We,Fr 08:00-13:00; Tu,Th 13:00-18:00",,,,,,,,,,,,,,47.5919971,,Ady Endre sétány,yes,,Tüdőgondozó Intézet,,,2100,,,,Gödöllő,,,,
,doctors,,,18.9137292,,,,,,,40,,,2,,,,,Bing; survey,,,http://www.erdirendelo.hu/index.php?option=com_content&view=article&id=95:tudogondozo&catid=36:rendeles&Itemid=94,,,,,,,47.3778743,,Hivatalnok utca,yes,,Tüdőgondozó és Tüdőszűrő Állomás,,,2030,,,,Érd,,,HU,
,doctors,,,18.9927357,,,,,,,23/d,,,,,,,,,,,http://www.viranyosklinika.hu/,,,,,,,47.5160214,,Virányos út,yes,,Virányos Klinika,,,1125,,,,Budapest,,,,
,doctors,,,16.6116232,,,,,,,,,,,,,,,,,,,,,,,,,47.2437636,,,residential,,Váci Mihály utcai orvosi rendelő - felnőtt,,,,,,,,,,,
,doctors,,,16.6118715,,,,,,,1,,,,,,,,,,,,,,,,,,47.2438472,,Váci Mihály utca,residential,,Váci Mihály utcai orvosi rendelő - gyerek,,,9700,,,,Szombathely,,,,
,doctors,,,19.2143929,,,,,,,1,,,1,,,,,,,,http://www.eukozpontgyal.hu,,,,,,+3629540880,47.3826078,Városi Egészségügyi Központ,József Attila utca,yes,,Városi Egészségügyi Központ,,,2360,yes,,,Gyál,doctor,,,
,doctors,,,17.5595248,,,,,,,,,,,,,,,,,,,,,,,,,47.1059213,,,yes,,Városi Rendelőintézet,,,,,,,,,,,
,doctors,,,19.9304208,,,,,,,,,,,,,,,,,,,,,,,,,47.7867089,,,yes,,Városi Ügyelet,,,,,,,,doctor,,,
,doctors,,,17.0178880,,,,,,,,,,,,,,,,,,,,,,,,,47.2143940,,,yes,,Védőnői Szolgálat,,,,,,,,,,,
,doctors,,,19.6880643,,,,,,,79,,,,,,,,,,,,,,,,,+36-29/421-314,47.3621271,,Rákóczi út,yes,,Védőnői Szolgálat,,,2764,,,,Tápióbicske,doctor,,HU,
,doctors,,,18.9602271,,,,,,,,,,,,,,,,,,,,,,,,,47.2288868,,,yes,,"Védőnői szolgálat, vöröskereszt",,,,,,,,doctor,,,
,doctors,,,17.0229567,,,,,,,,,,,Mo 11:00-15:00; Tu 08:00-10:00; We 11:00-15:00; Th 08:00-10:00; Fr 08:00-12:00,,,,,,,,,,,,,,46.4490843,,,yes,,XXI. sz. Felnőtt Háziorvosi Szolgálat,,,,,,,,,,,
,doctors,,,17.0788478,,,,,,,,,,,,,5,,,,,,,,yes,,,,46.9447173,,Dózsa György utca,yes,,Zalaszentgrót Egészségügyi Központ,,,8790,,,,,,,,
,doctors,,,20.7440027,,,,,,,,,,,,,,,,,,,,,,,,,47.9614011,,,yes,,orvosi rendelő és gyógyszertár,,,,,,,,,,,
,doctors,,,20.7678790,,,,,,,,,,,,,,,turistautak.hu,,,,,Miskolci Állatkórház Kft. Állatgyógyászat. Cím: 3525 Miskolc Major u. 104. Tel.: (30) 289-2104,,,2011-07-04,,48.1082823,,,yes,,Állatkórház,,http://turistautak.hu/poi.php?id=47237,,limited,,,,,,,
,doctors,,,18.9225458,,,,,,,,fence,,,,,,,,,,,,,,,,,47.3739792,,,,,Érd Városi Önkormányzat Szakorvosi Rendelőintézet,,,,,,,,,,,
,doctors,,,18.8235875,,,,,,,61,,,,,,,,,,,,,,,,,,47.5192224,,Árpád utca,yes,,Új Egészségház,,,2071,,,,Páty,,,,
,doctors,,,18.9159874,,,,,,,9,,,,,,,,Bing; survey,,,http://www.erd.hu/nyitolap/kozugyeink/kozerdek/orvosiugy,,,,,,,47.3770156,,Szabadság tér,yes,,Ügyelet,,,2030,,,,Érd,,,HU,
