health_facility:type,office,healthcare:speciality,building:part,social_facility,name:ca,addr:housenumber,created_by,name:de,source,emergency_telephone_code,addr:village,addr:street:ca,contact:website,fax,short_name:es,short_name,building:roof,leisure,municipio,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,catastro:ref:street,addr:postcode,roof:material,name:etymology:wikidata,roof:orientation,source:geometry:date,name:eu,disused,name:es,int_name,designation,owner,loc_name,name:ast,description,network,lon,ine:municipio,access,mapillary,brand:wikidata,mappinggroup,ref,email,highway,entidad,barrier,contact:email,addr:province,roof:shape,building:use,addr:city:ca,air_conditioning,emergency,b5m:urlOrto,addr:city,building:cladding,toilets:wheelchair,building:facade:material,image,roof:colour,layer,height,lat,alt_name,operator,ele,brand:wikipedia,fee,area,opening_hours,contact:phone,addr:housename,parroquia,catastro:ref,start_date,website,entrance,nohousenumber,source:date,phone,source:data,old_name,smoking,architect,landuse,source:amenity,wheelchair,history,amenity,operator:type,source:geometry,addr:hamlet,addr:unit,source:opening_hours,building:level,wikidata,addr:street:es,sport,medical_system:western,addr:district,building:levels,note,phone_1,b5m:url,source:addr,building:material,fence_type,emergency_phone,b5m:id,short_name:gl,date,local_code,03_tr_E_ID,building:shape,building,building:colour,addr:city:es,roof:levels,addr:place,name:gl,building:levels:underground,healthcare,addr:country,urgency
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico Villacañas,,,,,,,,,,,,,,,,,,,-3.3437789,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6131032,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico Villaluenga,,,,,,,,,,,,,,,,,,,-3.9175432,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0236586,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,general,,,,,,,,,,,,,,,,,,Rúa de Eulogio Gómez Franqueira,,,,,Centro Médico da Ponte,,,,32001,,,,,,,,,,,,,,,-7.8748076,,,,,,,,,,,,,,,,,,,Ourense,,,,,,,,42.3506048,,,,,,,Mo-Sa 07:00-21:00,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico de Amonacid de la Cuba,,,,,,,,,,,,,,,,,,,-0.7920606,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2797626,,,,,,,Mo-Fr 09:00-13:00,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico de Cortegada,,,,,,,,,,,,,,,,,,,-8.1705371,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2059292,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico de Iberia,,,,,,,,,,,,,,,,,,,-3.5767259,,private,,,,,,,,,,,,,,,no,,,,,,,,,,40.4765747,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,78,,,,,,,,,,,,,,Avenida de la Paz,,,,,Centro Médico de Jacarilla,,,,,,,,,,,,,,,,,,,-0.8703142,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0606752,,,,,,,,,,,,,,,,,+34 965 350 553,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Calle La Era,,,,,Centro Médico de Los Castillas,,,,18700,,,,,,,,,,,,,,,-3.1870524,,,,,,,,,,,,,,,,,no,,Los Castillas,,,,,,,,36.7724216,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico de Numancia de la Sagra,,,,,,,,,,,,,,,,,,,-3.8531436,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0766489,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico de Ribadeo,,,,,,,,,,,,,,,,,,,-7.0431138,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5354056,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico de Rojales,,,,,,,,,,,,,,,,,,,-0.7292480,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0854949,,,,,,,24/7,,,,,,,,,,+34 965 29 02 55,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Médico de San Tirso,,,,33774,,,,,,,,,,,,,,,-7.1441064,,,,,,,,,,,,,,,,,,,O Chao,,,,,,,,43.4078021,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,1,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,30,,,,,,,,,,,,,,Paseo de Miramar,,,,,Centro Neuronex,,,,29016,,,,,,,,,,,,,,,-4.3966385,,,,,,,,,,,,,,,,,,,Málaga,,,,,,,,36.7269908,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,
,,,,,,1,,,,,,,,,,,,,,Rúa Doutor Camilo Veiras,,,,,Centro Oncolóxico de Galicia,,,,15009,,,,,,,Centro Oncológico de Galicia,,,,,,,,-8.3908993,,,,,,,,,,,,,,,,,no,,A Coruña,,,,,,,,43.3363947,,,,,,,,,,,,,http://www.cog.es/,,,,,,,,,,,,,clinic,private,,,,,,Q20551352,,,,,,,,,,,,,,,,,,,,,,,,Centro Oncolóxico de Galicia,,clinic,,
,,,,,,9,,,,,,,,,,,,,,Calle Godino,,,,,Centro Psicoterapeútico La Esperanza,,,,29009,,,,,,,,,,,,,,,-4.4290939,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7303998,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Público de Salud,,,,,,,,,,,,,,,,,,,-4.9944184,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5027545,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Público de Salud de Guadarrama,,,,,,,,,,,,,,,,,,,-4.0885115,,,,,,,,,,,,,,,,,yes,,,,,,,,,,40.6724481,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Renacimiento,,,,,,,,,,,,,,,,,Centro de Desintosicación ,,-3.9638063,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0273844,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud,,,,,,,,,,,,,,,,,,,-0.5777391,,,,,,,,,,,,,,,,,no,,,,,,,,,,38.6261061,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Acacias,,,,,,,,,,,,,,,,,,,-0.7882526,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4735077,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Bailén,,,,,,,,,,,,,,,,,,,-3.7850524,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0926667,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,"Calle de Emilio Valle, 7",,,,,Centro Salud Campoo,,,,,,,,,,,,,,,,,,,-4.1425327,,,,,,,,,,,,,,,,,,,Reinosa,,,,,,,,42.9976641,,,,,,,,,,,,,,,,,+34 942752010,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Cervera de Pisuerga,,,,,,,,,,,,,,,,,,,-4.4941374,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8625800,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Davila,,,,,,,,,,,,,,,,,,,-3.8067259,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4663960,,,,,,,Mo-Fr 08:30-20:00,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,3,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Gallur,,,,,,,,,,,,,,,,,,,-1.3168277,,,,,,Pac Gallur,,,,,,,,,,,,,,,,,,,,,41.8669330,,,,,,,,,,,,,,,,,112,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud La Cañada,,,,,,,,,,,,,,,,,,,-2.4096127,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8395121,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Catastro Spain,,,,,,,,,,,,,,,,Centro Salud Miguel Servet,,,,,,,,,,,,,,,,,,,-0.3959504,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4880657,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Oliva de Mérida,,,,,,,,,,,,,,,,,,,-6.1240150,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7917745,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,68,,,,,,,,,,,,,,Eskalantegi kalea,,,Pasai Antxoko Osasun Zentroa,,Centro Salud Pasai Antxo,,,,20110,,,,,,,,,,,,,,,-1.9193630,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3155422,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,Calle Eskalantegi,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,18,,,,,,,,,,,,,,Calle Hospitalillo,,,,,Centro Salud Puebla de Sanabria,,,,,,,,,,,,,,,Hospitalillo Puebla de Sanabria,,,,-6.6280433,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0539592,Ambulatorio Puebla de Sanabria,,,,,,24/7,,,,,,,,,,+34 980 62 09 19,,,,,,,yes,,clinic,,,,,,,,,,,,3,,,,,,,,,,,,,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud San Andrés Montejos,,,,,,,,,,,,,,,,,,,-6.6000785,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5875322,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Santolaya,,,,,,,,,,,,,,,,,,,-5.8772886,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2831029,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,Calle Viena,,,,,Centro Salud Talavera 5 Río Tajo,,,,45600,,,,,,,,,,,,,,,-4.8100345,,,,,,,,,,,,,,,,,,,Talavera de la Reina,,,,,,,,39.9669508,,JCCM,,,,,,,,,,,,,,,+34 925 72 28 22,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,2,,,,,,,,,,,,,,Calle de Jose Luís Gallo,,,,,Centro Salud Talavera-Centro,,,,45600,,,,,,,,,,,,,,,-4.8325730,,,,,,,,,,,,,,,,,,,Talavera de la Reina,,,,,,,,39.9574095,,JCCM,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Salud Teruel Ensanche,,,,,,,,,,,,,,,,,,,-1.1033644,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3299852,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,Bing,,,,,,,,,,,,,,,,Centro Salud/Centro Salud Mental Infanto-Juvenil,,,,,,,,,,,,,,,,,,,-1.5968660,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8135051,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Sanitario Integrado de Gran Vía,,,,,,,,,,,,,,,,,,,-0.0516490,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9791638,,Agenvia Valenciana de Salud,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Sanitario Sandoval,,,,,,,,,,,,,,,,,,,-3.7036428,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4296462,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,Q54801159,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Saude de Verea,,,,,,,,,,,,,,,,,,,-7.9513314,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0961717,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Saúde A Doblada,,,,,,,,,,,,,,,,,,,-8.7091707,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2291161,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Saúde Castroverde,,,,,,,,,,,,,,,,,,,-7.3288981,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0303277,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,general,,,,,,,,,,,,,,,,,,Rúa Poza Cabalo,,,,,Centro Saúde Navia,,,,36212,,,,,,,,,,,,,,,-8.7594546,,,,,,,,,,,,,,,,,,,Vigo,,,,,,,,42.2100279,,Sergas,,,,,,,,,,,https://www.sergas.es/bucen/listado-centros-saude?nomeCent=navia&pro=36&dpro=PONTEVEDRA&con=057&dcon=VIGO,,yes,,+34 986821945,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Saúde Rúa Cuba,,,,,,,,,,,,,,,,,,,-8.7166623,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2338811,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Rúa Padre Pardo,,,,,Centro Saúde de Arzúa,,,,15818,,,,,,,,,,,,,,,-8.1601666,,,,,,,,,,,,,,,,,,,Arzúa,,,,,,,,42.9281145,,Xunta de Galicia,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro Socio Sanitario,,,,,,,,,,,,,,,,,,,-4.6824518,,,,,,,,,,,,,flat,,,,,,,,,,,,,,36.5081289,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,2,,,,,,,,,,,,,,yes,,,,,,,,,
,,general,,,,,,,,,,,,,,,,,,Calle de Orilla de la Vía,,,,,Centro Sur,,,,30010,,,,,,,,,,,,,,,-1.1438709,,,,,,,,,,,,,,,,,,,Murcia,,,,,,,,37.9745063,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,167A,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,Calle de Orión,,,,,Centro asistencial Doctor Villacián,,,,,,,,,,,,,,,,,,,-4.7508473,,,,,,,,,,,,,,,,,no,,,,,,,,,,41.6402426,,,,,,,,,Salud Mental,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,general,,,,,,,,,,,,,,,,,,Hidroavión Numancia,,,,,Centro d eSalud Loreto Puntales,,,,11010,,,,,,,,,,,,,,,-6.2704844,,,,,,,,,,,,,,,,,,,Cádiz,,,,,,,,36.5061255,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,yes,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Asistencia Primaria General Weyler,,,,,,,,,,,,,,,,,,,2.2409395,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4410315,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Atención Continuada,,,,,,,,,,,,,,,,,,,-1.8695039,,,,,,,,,,,,,,,,,,,,,,,,red,,,39.0022109,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,C.A.E. Puerto de la Cruz,,,,,,,,,Centro de Atención Especializada Puerto de la Cruz,,,,,,,,,,,,,,,,,,,-16.5550880,,,,,,,,,,,,,,,,,yes,,,,,,,,,,28.4139221,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Atención Primaria,,,,,,,,,,,,,,,,,,,0.2959200,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8483577,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Atención Primaria,,,,,,,,,,,,,,,,,,,-6.6957476,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1389499,,,,,,,,,,,,,,,,,,,,,,,survey,,,clinic,,Imagen de Catastro de España,,,,,,,,,,1,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Atención Primaria,,,,,,,,,,,,,,,,,,,-6.6719049,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1182940,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,6,,,,,,,,,,,,,,Carrer d'Ànguel Guimerà,,,,,Centro de Atención Primaria Artesa de Segre,,,,25730,,,,,,,,,,,,,,,1.0468873,,,,,,,mcapdevila.lleida.ics@gencat.cat,,,,,,,,,,,,Artesa de Segre,,,,,,,,41.8960975,,CatSalut,,,,,,,,,,,http://www.gencat.cat/salut/ies-aupa/html/ca/dir3655/index.html,,,,+34 973400011,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,ES,
,,,,,,,,,PNOA,,,,,,,,,,,,,,,,Centro de Atención Primaria San Fernando,,,,,,,,,,,,,,,,,,,-2.1321771,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0639681,,,,,,,,,,,,,,,,2009,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Avenida Cruz Roja,,,,,Centro de Atención Primaria de Peñafiel,,,,47300,,,,,,,,,,,,,,,-4.1269586,,,,,,,,,,,,,,,,,,,Peñafiel,,,,,,,,41.5984524,,SACyL,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,service,,,,,,,,,
,,,,,,,,,,,,,,,,CAP de Viveiro,,,,,,,,,Centro de Atención Primaria de Viveiro,,,,,,,,,,,,,Centro de Atención Primaria de Viveiro,,,,,,-7.5933573,,,,,,,,,,,,,,,,,yes,,,,,,,,,,43.6677321,,Sergas,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,clinic,,
,,,,,,21,,,,,,Carrer d'Alboraia,,,,,,,,Carrer d'Alboraia,,,,,Centro de Especialidades,,,,46010,,,,,,,,,,,,,,,-0.3712077,,,,,,,,,,,,,,,València,,,,València,,,,,,,,39.4821668,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,Calle de Alboraya,,,,,,,,,,,,,,,,,,yes,,Valencia,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Especialidades,,,,,,,,,,,,,,,,,,,-7.8666095,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3418826,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Especialidades,,,,,,,,,,,,,,,,,,,-0.2285223,,,,,,,,,,,,,,,,,no,,,,,,,,,,39.6656004,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Especialidades - Centro de Salud,,,,,,,,,,,,,,,,,,,-3.5674137,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9446995,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,22,,,catastro,,,,,,,,,,,Avenida Teodomiro,,,,,Centro de Especialidades Ambulatorio Nuestro Padre Jesús,,,,,,,,,,,,,,,,,,,-0.9458137,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0809641,,,,,,,,,,,0269303XH7106N,,,,,2013-01,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Calle del Doctor Jesús Quesada Sanz,,,,,Centro de Especialidades Dr. Quesada Sanz,,,,30005,,,,,,,,,,,,,,,-1.1415888,,,,,,,,,,,,,,,,,,,Murcia,,,,,,,,37.9865914,,,,,,,,,,,,,https://www.murciasalud.es/pagina.php?id=190893&idsec=347,,,,+34 968 29 19 99,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Especialidades El Cruce,,,,,,,,,,,,,,,,,,,-3.6945323,,,,,,,,,,,,,,,,,no,,,,,,,,,,40.3492833,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,3,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,45,,,,,,,,,,,,,,Calle del Doctor Esquerdo,,,,,Centro de Especialidades Hermanos García Noblejas,,,,28028,,,,,,,,,,,,,,,-3.6685444,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,40.4237567,,Servicio Madrileño de Salud,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,ES,
,,,,,,,,,,,,,,,,,,,,Calle de Calatalifa,,,,,Centro de Especialidades Hospital Rey Juan Carlos I,,,,28670,,,,,,,,,,,,,,,-3.9030563,,,,,,,,,,,,,,,,,no,,Villaviciosa de Odon,,,,,,,,40.3559276,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Especialidades Inocencio Jiménez,,,,,,,,,,,,,,,,,,,-0.9097353,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6562298,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Especialidades Medicas Tarancón,,,,,,,,,,,,,,,,,,,-3.0148696,,,,,,,,,,,,,,,,,no,,,,,,,,,,40.0015899,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,,,,,,,,,,,,,,Calle de Modesto Lafuente,,,,,Centro de Especialidades Modesto Lafuente,,,,,,,,,,,,,,,,,,,-3.6962465,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4398402,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,348,,,,,,,,,,,,,,Calle de la Hacienda de Pavones,,,,,Centro de Especialidades Moratalaz,,,,28030,,,,,,,,,,,,,,,-3.6339205,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,40.4000445,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Especialidades Médicas,,,,,,,,,,,,,,,,,,,-3.4923412,,,,,,,,,,,,,,,,,yes,,,,,,,,,,39.9603193,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,,,,,,,,,,,,,,Calle de Cestona,,,,,Centro de Especialidades Orcasitas/Centro de Salud Orcasitas,,,,28041,,,,,,,,,,,,,,,-3.7147270,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,40.3730623,,Servicio Madrileño de Salud,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,
,,,,,,8,,,,,,,,,,,,,,Calle Juan de Padilla,,,,,Centro de Especialidades Periférico Doctor Fleming,,,,41005,,,,,,,,,,,,,,,-5.9676176,,,,,,,,,,,,,,,,,,,Sevilla,,,,,,,,37.3782441,,,,,,,,,,,,,http://www.juntadeandalucia.es/servicioandaluzdesalud/centros/Detalle.asp?IdCentro=16483,,,,+34 955 01 69 00,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,no
