comment,roof:levels,amenity,maxspeed,fence,healthcare:speciality,Inaltime,contact:website,roof:colour,internet_access:fee,USE,height,LEVELS,wikidata,alt_name,operator,ele,is_in,addr:housenumber,addr:postcode:source,note,emergency,designation,is_in:country,building:levels,opening_hours,is_in:city,addr:housename,created_by,name,access,source,lon,CLC:details,start_date,is_in:county,email,highway,website,PERIMETER,fax,name:ro,description,barrier,CLC:explanation,contact:phone,is_in:country_code,pre-CLC:landuse,is_in:state,phone,historic,old_name,lat,name:hu,fence_type,ID,addr:street,building,is_in:state_code,name:en,operator:type,addr:city,ENCLOSED_AREA,roof:shape,url,addr:postcode,wheelchair,addr:interpolation,source:geometry,name:etymology:wikidata,LMI,roof:orientation,healthcare,industrial,addr:country,internet_access
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutul Național de Gerontologie Ana Aslan - Otopeni,,,26.0619604,,,,,,,,,,,,,,,,,,,,44.5794066,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutul Oncologic Prof. Dr. Ion Chiricuță,,,23.5882087,,,,,,,,,,,,,,,,,,,,46.7630684,,,,,,,,,Cluj-Napoca,,,,,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutul Regional de Oncologie,,,27.5767317,,,,,,,,,,,,,,,,,,,,47.1755234,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,Ministerul Sănătății,,,13 A,,,yes,,,,,,,,Institutul de Boli Cardiovasculare,,,21.2578200,,,,,,http://www.cardiologie.ro/,,,,,,,,,,,,,,45.7687422,,,,Strada Gheorghe Adam,,,,,Timișoara,,,,300310,,,,,,,,,,
,,hospital,,,endocrinology,,,,,,,,,,,,,,,,,,,,,,,,"Institutul de Endocrinologie ""C I Parhon""",,,26.0883119,,,,,,,,,,,wall,,,,,,,,,44.4601264,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,21,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Institutul de Fonoaudiologie și Chirurgie Funcțională ORL Profesor Doctor Dorin Hociotă,,,26.0740922,,,,,,,,,,,,,,,,,,,,44.4258643,,,,Strada Mihail Cioranu,yes,,,,București,,,,050751,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutul de Virusologie „Ștefan S. Nicolau”,,,26.1383162,,,,,,,,,,,,,,,,,,,,44.4246341,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutul de diabet Paulescu,,,26.0765705,,,,,,,,,,,,,,,,,,,,44.4561292,,,,,hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,gynaecology;maternity,,,,,,,,,,,,,102,,,,,,,,,,,Isis Hospital,,Owner,28.6508539,,,,office@isis-med.ro,,www.isis-med.ro,,,,"De 8 ani Isis este parte din viata ta! Siguranta medicala, profesionalism si disponibilitate pentru urgente la orice ora. Respect, devotament si responsabilitate.
Calitatea actului medical este standardul Isis Hospital.",,,,,,,"+40341 46 33 44, +40747 474747",,,44.1823227,,,,Strada Mircea cel Bătrân,yes,,,,Constanța,,,,900663,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Laborator de Medicină Nucleară,,,23.5844424,,,,,,,93.673 m,,,,,,,,,,,,,46.7657547,,,,,yes,,,,Cluj-Napoca,0.0004388 sq km,,,,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Maternitate,,,24.9590052,,,,,,,,,,,,,,,,,,,,45.8416033,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,4,,,,,Maternitate,,,22.6572318,,,,,,,,,,,,,,,,,,,,44.6236049,,,,,hospital,,,,,,,,,,,,,MH-II-m-B-10142,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Maternitatea,,,22.3504178,,,,,,,,,,,,,,,,,,,,46.6630003,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,paediatrics,,,,,,,,,,,3,,,,,,,,2,,,,,Maternitatea Buzău,,,26.8238607,,,,,,,,,,,,,,,,,,,,45.1473502,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,paediatrics,,,,,,,,,,Ministerul Sănătătii,4,,,,,,,,2,,,,,Maternitatea Buzău,,,26.8270975,,,,,,,,,,,,,,,,,,,,45.1490544,,,,Strada Victoriei,yes,,,,Buzău,,,,120209,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Maternitatea Elena Doamna,,,27.5981399,,,,,,,,,,,,,,,,,,,,47.1611199,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicavol,,,26.1868321,,,,,,,,,,,,,,,,,,,,44.4946382,,,,Bulevardul Dunării,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Medicină Legală,,,23.5819354,,,,,,,316.42 m,,,,,,,,,,,,,46.7648578,,,,Strada Clinicilor,yes,,,,Cluj-Napoca,0.00222 sq km,,,,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,Spitalul de Ochi,,,,,,,Metropolitan Hospital,,,26.1022529,,,,,,,,,,,,,,,,,,,,44.4189089,,,,Calea Șerban Vodă,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,2A,,,yes,,,2,,,,,Muntenia Hospital,,,24.8700998,,,,,,,,,,,,,,,,,,,,44.8622335,,,,Strada Pictor Nicolae Grigorescu,,,,,Pitești,,,,110117,,,,,,,hospital,,,
,,hospital,,,general;maternity;surgery;emergency;gynaecology;cardiology;oncology,,,,,,,,,,,,,29A,,,yes,,,,,,,,Nova Vita,,owner,24.5536056,,,,office@novavitasan.ro,,https://nova-vita.ro/,,,,"Spital privat - Maternitate, Chirurgie generala, Chirurgie cardio-vasculara, Chirurgie plastica, Neurochirurgie, Urologie - Litotritie, Cardiologie interventionala, Paliatie, Oncologie, Recuperare medicala, Centru de recuperare fizica si sportiva.",,,,,,,"+40 265 266 112, +40 365 430 330",,,46.5367392,,,,Strada Liviu Rebreanu,yes,,,,Târgu Mureș,,,,540023,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,15,,,,,,,,,,,Oftapro,,,26.0966702,,,,,,,,,,,,,,,,,,,,44.4191315,,,,Bulevardul Mărășești,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Clinic de Pneumoftiziologie Brașov,,,12,,,,,,,,,,,Pavilionul II,,"Bing, survey",25.5730387,,,,,,,,,,,,,,,,,,,,45.6435772,,,,Aleea Dealul Spirii,yes,,,,,,,,500193,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Clinic de Pneumoftiziologie Brașov,,,12,,,,,,,,,,,Pavilionul III,,"Bing, survey",25.5739821,,,,,,,,,,,,,,,,,,,,45.6444023,,,,Aleea Dealul Spirii,yes,,,,,,,,500193,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Clinic de Pneumoftiziologie Brașov,,,4,,,,,,,,,,,Pavilionul V,,"Bing, survey",25.5760502,,,,,,,,,,,,,,,,,,,,45.6445817,,,,Strada Gusztav Kollar,yes,,,,,,,,500193,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Clinic de Pneumoftiziologie Brașov,,,4,,,,,,,,,,,Pavilionul VI,,"Bing, survey",25.5759018,,,,,,,,,,,,,,,,,,,,45.6442395,,,,Strada Gusztav Kollar,yes,,,,,,,,500193,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Pediatrie II + Urgențe,,,23.5774111,,,,,,,,,,,,,,,,,,,,46.7672098,,,,,,,,,Cluj-Napoca,,,,,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Pediatrie III,,,23.5858886,,,,,,,,,,,,,,,,,,,,46.7809275,,,,,yes,,,,Cluj-Napoca,,,,,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinic Bethesda,,Mapbox,26.2693389,,,,,,,,,,,,,,,,,,,,47.6651908,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica,,Bing,23.9034026,,,,,,,,,,,,,,,,,,,,47.0250571,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,sanatate,,4.00,,,,,,,,,,,,,,,,,Policlinica,,,25.5588068,,,,,,,,,,,,,,,,,,,,47.5305474,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,21,,,,,Romania,,,Sibiu,,,"Policlinica ""Paltinul""",,,24.1594696,,,Sibiu,,,https://www.clinicapaltinul.ro/,,,,,,,,RO,,,,,,45.7810472,,,,Strada Luptei,yes,,,,Sibiu,,,,550330,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica 1,,,25.4563205,,,,,,,,,,,,,,,,,,,,44.9269323,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica 2,,,27.3166831,,,,,,,,,,,,,,,,,,,,44.2074367,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,surgery;psychiatry;internal;cardiology,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Aiud,,,23.7229194,,,,,,,,,,,,,,,,,,,,46.3077152,,,,,,,,,Aiud,,,,515200,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Balș,,,24.1144311,,,,,,,,,,,,,,,,,,,,44.3475093,,,,,yes,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,20,,,,,,,,,,,,,,,,,,Policlinica Bethesda,,,26.2651271,,,,,,,,,,,,,,,,,,,,47.6624283,,,932,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,49,,,,,,,,,,,Policlinica C.F.R.,,,21.2074844,,,,,,,,,,,,,,,,,,,,45.7502327,,,,Bulevardul General Dragalina,yes,,,,Timișoara,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,Romania,,,Sibiu,,,Policlinica CFR,,,24.1573282,,,Sibiu,,,,,,,,,,,RO,,,,,,45.7920592,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica CFR,,,23.5854103,,,,,,,,,,,,,,,,,,,,46.7806378,,,,,yes,,,,Cluj-Napoca,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica CINA,,,26.0113091,,,,,,,,,,,,,,,,,,,,44.9526017,,,,Strada Andrei Mureșanu,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Carei,,,22.4653359,,,,,,,,,,,,,,,,,,,,47.6807783,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Carei,,,22.4652152,,,,,,,,,,,,,,,,,,,,47.6812658,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Carei,,,22.4648844,,,,,,,,,,,,,,,,,,,,47.6811183,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,117,,,no,,,,,,,,Policlinica Câmpina,,,25.7324802,,,,,,,,,,,,,,,,,,,,45.1278899,,,,Bulevardul Carol I,yes,,,,Câmpina,,,,105600,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Hipodrom,,,27.9528285,,,,,,,,,,,,,,,,,,,,45.2602392,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Policlinica Mangalia,,,28.5819623,,,,,,,,,,,,,,,,,,,,43.8090167,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,2,,,,,Policlinica Motru,,,22.9731932,,,,,,,,,,,,,,,,,,,,44.8026107,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,3,,,,,Policlinica Municipală,,,22.6372053,,,,,,,,,,,,,,,,,,,,44.6301271,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica PRAGA,,,26.0305604,,,,,,,,,,,,,,,,,,,,44.9424042,,,,Strada Praga,,,,,Ploiești,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,4,,,,,,,,,,,Policlinica Rahova,,,26.0710199,,,,,,,,,,,,,,,,,,,,44.4094982,,,,Strada Malcoci,yes,,,,București,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Reghin,,,24.6952675,,,,,,,,,Policlinica Reghin,,,,,,,,,,,46.7832162,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Shuller,,,26.0206112,,,,,,,,,,,,,,,,,,,,44.9306849,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,general,,,,,,,,,,,,,40,,,,,,,,,,,Policlinica Spitalului Filantropia,,,23.7888216,,,,,,,,,,,,,,,,,,,,44.3254921,,,,Bulevardul Nicolae Titulescu,,,,,Craiova,,,,200142,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Stomatologică,,,27.6654323,,,,,,,,,,,,,,,,,,,,46.2275572,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,1,,,,,Policlinica Studențească,,http://www.pug-puz.ro/;legea544/2001,25.5803102,,,,,,,,,,,,,,,,,,,,45.6558034,,,,Strada Memorandului,yes,,,,Brașov,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,52,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Policlinica Sănătatea,,,21.2515634,,,,,,,,,,,,,,,,,,,,45.7514433,,,,Strada Ștefan cel Mare,yes,,,,Timișoara,,,,300562,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Târgoviște,,,25.4509094,,,,,,,,,,,,,,,,,,,,44.9222526,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,28,,,,,,3,,,,,Policlinica nr. 2,,,24.5611559,,,,,,http://www.spitaljudeteanmures.ro/,,,,,,,,,,,+40-265-263585,,,46.5390465,,,,Bulevardul 1 Decembrie 1918,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinica Ștei,,,22.4562329,,,,,,,,,,,,,,,,,,,,46.5407656,,,,,yes,,,,Ștei,,,,415600,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Policlinică stomatologică,,,27.9701797,,,,,,,,,,,,,,,,,,,,45.2876560,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,general;radiology;cardiology;internal,,,,,,,,,,S.C. POLIMED S.R.L,,,94,,,yes,,,,,,,,Polimed,,,27.3842543,,,,,,https://spitalulpolimed.ro,,,,"Firma „S.C. POLIMED S.R.L.” este unitate sanitara din segmentul de asistenta medicala spitaliceasca si ambulatorie cu sediul în localitatea Podu Turcului, str. T. Vladimirescu, nr. 94, judetul Bacau, care functioneaza în baza certificatului de înregistrar",,,,,,,0234 289 704,,,46.1999657,,,,Strada Tudor Vladimirescu 94,,,,,Podu Turcului,,,,607450,,,,,,,hospital,,,
,,hospital,,,,,http://polisano.ro/,,,,,,,,,,,,,,,,Romania,,,Sibiu,,,Polisano,,,24.1568702,,,Sibiu,,,,,,,,,,,RO,,,,,,45.7982150,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,,,Ponderas,,survey,26.1336159,,,,,,,,,,,,,,,,,,,,44.4147645,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Regina Maria,,,85 A,,,yes,,,,,,,,Ponderas Regina Maria,,,26.0910739,,,,,,,,,,,,,,,,,,,,44.4835284,,,,Strada Nicolae G. Caramfil,yes,,,,București,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,11,,,no,,,,,,,,ProfDIAGNOSIS,,,26.6378221,,,,,,http://www.profdiagnosis.ro,,,,,,,,,,,0243.257755; 0372.920755; 0727.711170; 0731.315407,,,44.7112287,,,,Strada Mihai Eminescu,,,,,Urziceni,,,,925300,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Promedica,,,27.9704319,,,,,,,,,,,,,,,,,,,,45.2637096,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,226,,,,,,,24/7,București,,,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,,,26.1159350,,,,,,http://www.sabif.ro,,,,,,,,,,,,,,44.4459059,,,,Strada Mihai Eminescu,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,Spital Petrolul,,,,,,,yes,,,2,24/7,,,,SPITALUL DE PEDIATRIE PLOIEȘTI,,,26.0261625,,,,,,,,,,,,,,,,,,,Spital Petrolul,44.9319507,,,,Strada Mihai Eminescu,yes,,PLOIEȘTI PEDIATRIC HOSPITAL,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,SPITALUL JUDEȚEAN DE URGENȚĂ PLOIEȘTI,,,26.0099119,,,,,,,,,,,,,,,,,,,,44.9637639,,,,,,,PLOIEȘTI EMERGENCY COUNTY HOSPITAL,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Salvamont,,www.salvamont.ro,25.4067522,,,,,,,,,,,,,,,,,,,,46.9820012,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,10,,București,,,Sanador - Spital,,survey,26.0844341,,,,,,,,,Sanador - Spital,,,,,,,,,,,44.4498147,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanatoriul Agigea,,,28.6370347,,,,,,,,,,,,,,,,,,,,44.1057102,,,,,yes,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanatoriul Moroeni,,,25.4319132,,,,,,,,,,,,,,,,,,,,45.2557920,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanatoriul TBC Osteoarticular „Dr. V. Climescu”,,,28.6403920,,,,,,,,,,,,,,,,,,,,44.0909785,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,8,,,,,România,,,,,,Sanatoriul de Nevroze,,,25.5435761,,,,,,,,,,,,,,,,,,,,45.4939429,,,,Valea Râșnoavei,yes,,,,Predeal,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanatoriul de neuropsihiatrie Podriga,,,26.8283091,,,,,,,,,,,,,,,,,,,,48.0037823,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanepid,,,24.4938916,,,,,,,,,,,,,,,,,,,,43.7726052,,,,Bulevardul Carpați,,,,,Corabia,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Secția Clinică a II-a de Pneumoftiziologie Pașcanu,,,27.6028082,,,,,,,,,,,,,,,,,,,,47.1684752,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Secția Nifon,,,26.5536633,,,,,,,,,,,,,,,,,,,,45.2640716,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Secția Pediatrie,,Bing,22.9059478,,,,,,,,,,,,,,,,,,,,45.8766249,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Secția balneo fizioterapie recuperare medicală a Spitalului Județean,private,,22.6630975,,,,,,,,,,,fence,,,,,,,,,44.6253164,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Clinic de Urgența pentru Copii Louis Țurcanu,,,,,,,,,,,,,,Secția de recuperare pediatrică,,,21.2163911,,,,,,,,,,,,,,,,,,,,45.7618355,,,,,yes,,,,Timișoara,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Secția obstetrică ginecologie a spitalului municipal,,,25.3590689,,,,,,,,,,,,,,,,,,,,47.3474109,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Secția pneumoftiziologie TBC a Spitalului Județean,private,,22.6416235,,,,,,,,,,,fence,,,,,,,,,44.6249812,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,geriatrics,,,,,,,,,,ROmedic,,,2,,,,,,,,,,,Servicii Geriatrie și Asistență Medicală ”Sf. Sava și Teodosie cel Mare”,,,26.2814878,,,,,,https://www.romedic.ro/centrul-medical-sf-sava,,,,,,,,,,,,,,44.4575559,,,,Strada Cozieni,,,,,Pantelimon,,,,077145,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Serviciul Ambulanță,,,27.9507099,,,,,,,,,,,,,,,,,,,,45.2594370,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,Romania,,,Sibiu,,,Serviciul Județean de Ambulanță Sibiu,,,24.1587167,,,Sibiu,,,,,,,,,,,RO,,,,,,45.7979916,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Serviciul Județean de Medicină Legală,,Bing,22.9058558,,,,,,,,,,,,,,,,,,,,45.8704996,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Ministerul Sănătății Publice - Direcția de Sănătate Publică,,,,,,no,,,,,,,,Serviciul de Ambulanță al județului Cluj,,,23.5866986,,,,,,,,,,,,,,,,,,,,46.7809091,,,,Strada Horea,,,,,Cluj-Napoca,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,ambulance_station,,,,,,,,Serviciul de ambulanță al județului Iași,,,27.5997273,,,,,,,,,,,fence,,,,,,,,,47.1529607,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,blue,,,,,,,,,,,,,yes,,,,,,,,Serviciul de urgență SMURD,,,24.5834937,,,,,,,,,,,,,,,,,,,,46.5598487,,,,,yes,,,,,,gabled,,,,,,,,along,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital,,,25.0710249,,,,,,,,,Spital,,,,,,,,,,,46.5936835,,,,Strada Petofi Șandor,yes,,,,Sovata,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,3.00,,,,,,,,,,,,,,,,Potlatch 0.10f,Spital,,,25.5433451,,,,,,,,,,,,,,,,,,,,47.5319255,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital,,,23.8412233,,,,,,,,,,,,,,,,,,,,45.8013537,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,sanatate,,3.00,,,,,,,,,,,,,,,,Potlatch 0.10f,Spital,,,25.5439058,,,,,,,,,,,,,,,,,,,,47.5317054,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,2,,,no,,,,,,,,Spital Azuga,,,25.5541617,,,,,,http://www.ortopedieazuga.ro/,,,,,,,112,,,,+40244322051,,,45.4276826,,,,Strada Victoriei,,,,,Azuga,,,,105500,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital Beclean,,,24.1847276,,,,,,,,,,,,,,,,,,,,47.1844430,,,,Strada 1 Decembrie 1918,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital Beclean,,,24.1863074,,,,,,,,,,,,,,,,,,,,47.1841093,,,,Strada 1 Decembrie 1918,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital Beclean,,,24.1851713,,,,,,,,,,,,,,,,,,,,47.1833841,,,,Strada 1 Decembrie 1918,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital Brezoi,,,24.2455709,,,,,,,,,,,,,,,,,,,,45.3425876,,,,,hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital Budești,,,24.3877742,,,,,,,,,,,,,,,,,,,,45.0643391,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital CFR,,,28.5835220,,,,,,,,,,,,,,,,,,,,44.1673143,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital Ceuașu de Câmpie,,,24.5158801,,,,,,,,,,,,,,,,,,,,46.6403070,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,5-7,,,,,,,,,,,Spital Clinic Cai Ferate Constanța-Sediul administrativ,,,28.6344771,,,,,,http://www.spitalcfconstanta.ro,,,,,,,,,,,,,,44.1655614,,,,Bulevardul 1 Mai,yes,,,,Constanța,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spital Mangalia,,,28.5866894,,,,,,,,,,,,,,,,,,,,43.8168307,,,,,yes,,,,,,,,,,,,,,,,,,
"no helipad, but open areas nearby",,hospital,,,,,,,,,,,,,,,,2A,,,yes,,,,,,,,Spital Municipal,,,26.1397791,,,,,,,,,Spital Municipal,,,,,,,,,,,45.9979956,Városi Kórház,,,Strada Fabricii,,,,,Târgu Secuiesc,,,,525400,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital Orășenesc Săveni,,,26.8600017,,,,,,,,,,,,,,,,,,,,47.9593409,,,,Strada Avram Iancu,,,,,Săveni,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital de bătrâni,,legea 544/2001,25.3616866,,,,,,,,,,,,,,,,,,,,43.6525823,,,,,public,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spital raducaneni,,,27.9428919,,,,,,,,,,,,,,,,,,,,46.9634578,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,Manastirea Paltin-Petru Voda,,,,,,,,,,,,,,Spital si azil M-rea Paltin,,,25.9764496,,,,,,,,,,,,,,,,,,,,47.1648320,,,,,,,,,,,,,,,,,,,,,,,
