building:material,health_facility:type,amenity,office,healthcare:speciality,building:part,addr:housename,club,roof:colour,social_facility,official_name:sl,official_name,height,phone:mobile,long_name,name:it,social_facility:for,operator,source:addr,addr:housenumber,use,short_name,barrier,lon,building:levels,opening_hours,contact:phone,wikipedia,rer_edi_id:ref,addr:state,name:de,note,source,medical_system:western,official_name:it,roof:material,it:fvg:ctrn:code,addr:street,ref,email,website,ref:vatin,fax,name:sl,description,emergency,payment:bitcoin,addr:province,fence_type,addr:unit,leisure,accessibility,contact:website,phone,surface,contact:email,old_name,lat,addr:city,building,building:colour,landuse,name,roof:shape,addr:postcode,wheelchair,addr:place,it:fvg:ctrn:revision,source:geometry,healthcare,operator:wikidata,addr:country,health_specialty:addiction_medicine,alt_name
,,doctors,,,,,,,,,,,,,,,,,,,,,14.8477914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1246304,,yes,,,Guardia medica,,,,,,,doctor,,,,Servizio di continuità assistenziale
,,doctors,,,,,,,,,,,,,,,,,,,,,15.0363950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1625230,,,,,Guardia medica,,,,,,,,,,,Servizio di continuità assistenziale
,,doctors,,,,,,,,,,,,,,,,,,,,,15.0091103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2659832,,,,,Guardia medica,,,,,,,,,,,Servizio di continuità assistenziale
,,doctors,,,,,,,,,,,,,,,,,,,,,15.0712059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0274361,,,,,Guardia medica,,,,,,,,,,,Servizio di continuità assistenziale
,,doctors,,,,,,,,,,,,,,,,,,,,,9.1051384,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,40.7205495,,,,,Guardia medica,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,8.5401913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 0783410147,,,,39.9943273,,yes,,,Guardia medica,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,9.7767618,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,40.5806804,,,,,Guardia medica turistica,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,15.2842788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0843158,,yes,,,Gulino,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,8.5856819,,Mo-Sa 07:45-10:00,0783 74320 - 0783 779070,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.labmeliseponti.com,,,lab_melisponti@tiscali.it,,39.9033067,,yes,,,Laboratorio analisi Melis Ponti,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,8.5850104,,Mo-Sa 08:00-10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9026817,,yes,,,Laboratorio analisi Rimedio,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,18.1689756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0121742,,yes,,,Lega Italiana Tumori,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,342,,,,16.9107653,,"Mo-Fr 08:30-13:00,15:30-20:00; Sa 08:30-13:00",,,,,,,,,,,,Via Paolo Cassano,,infogioia@lucea-multimedica.it,https://www.lucea-multimedica.it/,,,,,,,,,,,,,+39 080 3482957,,,,40.7993201,Gioia del Colle,,,,Lucea,,70023,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,8.9079257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7094454,,,,,Medicina di Gruppo,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,11.3488474,,,,,,,,verificare se man_made=works,,,,,,,,,,,,,,,,,,,,,,,,,,45.1589168,,yes,,,"Medicina di gruppo integrata ""Ca.Vi.Med.""",,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.5802076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6697988,,yes,,,Misericordia,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.5856302,,,,,,,,,,,,,,,,,http://www.misericordie.it/fornacette,,,,,,,,,,,,,,,,,43.6732786,,,,,Misericordia di Fornacette,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,ASL TO3,,,,,,7.5139814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0675260,,service,,,Ospedale vecchio,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,1,used,,,12.4191908,,,,,,,,Poliambulatorio ASL ,,,,,,,,,,,,,,,,,,,,yes,,,,,,41.9401444,,public,,,Padiglione 1,,00168,yes,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,12.9316628,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8182888,Cave,yes,,,Palazzetto della Salute,,00033,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,9.0020716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4476842,,,,,Palazzo della Salute Doria,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,7,,,,8.8436693,,,,,,,,,,,,,,Via Giacomo Soliman,,,,,,,,,,,,,,,,,,,,44.4246614,Genova,yes,,,Palazzo della Salute Sestri - ASL 3,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,12.6318096,,,,,5aa552eb-34aa-43f1-953a-e13fc35aaa3c,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,,,,,,,,,,44.0219392,,yes,,,Pegaso,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,11.1312811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0556224,,,,,Poliambulatori Crosina,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,9.2970805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6983073,,yes,,,Poliambulatori di Casatenovo,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.9093944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3506991,,yes,,,Poliambulatorio,,,,,,,,,,,
,,doctors,,,,,,,,,,8 m,,,,,,,,,,,12.7242647,,,,,,,,,,,,,4AED,,,,,,,,,,,,,,,,,,,,,46.2130473,,yes,,,Poliambulatorio,,,,,000,,,,,,
,,doctors,,,,,,,,,,,,,,,,,49,,,,8.8179663,,,,,,,,,,,,,,Via 4 Novembre,,,,,,,,,,,,,,,,,,,,39.7709155,,yes,,,Poliambulatorio,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,Azienda Socio Sanitaria Territoriale di Vimercate,,5,,,,9.2462985,,,+39 0362 9841,,,,,,,,,,,Via Giacomo Leopardi,8,,,,,,,,,,,,,,,,,,,45.6716393,,hospital,,,Poliambulatorio,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,14.4447496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2955044,,yes,,,Poliambulatorio,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,8.4485737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1393376,,yes,,,Poliambulatorio ASL,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,8.9663143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3118444,,yes,,,Poliambulatorio ASL,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,7.6616052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0803819,,yes,,,Poliambulatorio ASL TO 2,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,7 m,,,,,,,,,,,12.4519388,,,,,,,,,,,,,4AED,,,,,,,,,,,,,,,,,,,,,45.9690653,,yes,,,Poliambulatorio Comunale,,,,,1A0,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,12.2915824,,,,,b82d4b25-8ac2-4c1d-a8bf-f8ebd37dd7e0,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,,,,,,,,,,43.8998289,,yes,,,Poliambulatorio Domus Medica,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,fence,13.2369910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 0773 725540,,,,41.2872410,,,,,Poliambulatorio Omega,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,8.5933857,,Mo-Fr 08:00-18:00,+39 0783 211 763,,,,,,,,,,,,,,,IT02363570926,,,,,,,,,,,http://www.poliambulatorio.oristano.it,,,info@poliambulatoriosangiorgio.it,,39.9112333,,yes,,,Poliambulatorio San Giorgio,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,12.4142709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9163336,,yes,,,Poliambulatorio San Zaccaria Papa - ASL ROMA 1,,,yes,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,15.2982438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0806562,,,,,Poliambulatorio Santa Lucia,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,76a,,,,10.0971036,,,,,,,,,,,,,,Via Biline,,,http://www.docvadis.it/medicina-generale-rodengo-saiano/index.html,,,,,,,,,,,,,+39 030 6810599,,,,45.6008889,Rodengo Saiano,yes,,,Poliambulatorio di Medicina Generale,,25050,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,9.0465068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3792328,,yes,,,Poliambulatorio di Monastir,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,54,,,,8.8298583,,,,,,,,,,,,,,Via Santa Lucia,,,,,,,,,,,,,,,,,,,,40.1228229,,yes,,,"Poliambulatorio, Consultorio CIM",,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,16,,Polo Sanitario di Pioltello,,9.3219947,,,,,,,,,,,,,,Via San Francesco,,,https://www.auxologico.it/,,,,,,,,,,,,,+39 02 619111,,,Pioltello,45.4973477,Pioltello,,,,Polo Sanitario di Pioltello Don Franco Maggioni,,20096,,,,,,,IT,,Polo Sanitario
,,doctors,,,,,,,,,,,,,,,,,,,,,9.3540975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5732305,,yes,,,Polo Socio Sanitario,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,16.5562377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1281137,,yes,,,Postural Rehab Center,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.5000007,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,43.6870087,,,,,Presidio Distrettuale di Cascina,,,,,,,hospital,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,7.6596414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0794920,,yes,,,"Presidio sanitario ""Ausiliatrice - Don Gnocchi""",,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,11.1303008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0622889,,,,,Progetto Salute,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,17.9265723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2205619,,,,,Pronto Soccorso,,,,,,,,,,,
,,doctors,,,,,,,,,,7.48,,,,,,,,,,,10.3658973,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7718111,,yes,,,Pubblica Assistenza,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,10,,,,,,,181,,,,11.1231447,1,,,,,Toscana,,,,,,,,Via Giulio Braga,,sez.vaiano@pa-lavvenireprato.it,http://www.pa-lavvenireprato.it/le-sezioni/sezione-di-vaiano,,+39 0574 946809,,,ambulance_station,,Prato,,,,,,+39 0574 988636,,,,43.9696824,Vaiano,yes,,,Pubblica Assistenza,,59021,,,,,,,IT,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.4295889,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,43.7100562,,,,,Pubblica Assistenza Pisa,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,11.1462084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8221362,,yes,,,Pubblica Assistenza di Campi Bisenzio,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.8698756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9187572,,yes,,,Record medicina sportiva,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,9.0920790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4348909,,yes,,,Ser.T,,,,,,,,,,,
,office,doctors,physician,,,,,,,,,,,Servizio per le tossicodipendenze,,,,,,,,,10.3245226,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,43.5490449,,yes,,,SerT,,,,,,,,,,yes,
,,doctors,,,,,,,,,,,,,,,,,,,,,13.5972314,,Tu-Su 08:00-15:00; Sa 08:00-12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2565451,,yes,,,Servizi ASL,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,14.9355304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guardia medica,37.1202806,,,,,Servizio di continuità assistenziale,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,14.9456978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guardia medica,37.1066356,,,,,Servizio di continuità assistenziale,,,,,,,,,,,
,,doctors,,,,,,,,,,,+39 366 8787007,,,,,,,,,,18.1463590,,,,,,,,,,,,,,,,,https://www.studiepion.com,,,,,,,,,,,,,,,,,40.3652619,,yes,,,Studi Epion,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,15.5292982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4825567,,yes,,,Studi Medici Di Santi,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,9.1421180,,,,,,,,,Regione Liguria,,,,,,,,,,,,,,,,,,,,,,,,,44.4338028,Lumarzo,residential,,,Studio Medico,,16024,,,,,,,,,
,,doctors,,otolaryngology,,,,,,,,,,,,,,,8,,,,14.3931220,,,,,,,,,,,,,,Corso Italia,,,,,,,,,,,,,,,,+390818781359,,,,40.6293970,Sant'Agnello,,,,Tommaso Iaccarino,,80065,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.9694460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4321925,,,,,U.T.A.P. Casa di Salute Verona,,,yes,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,ULSS 9 Scaligera,,,,,,11.0341232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4381964,,,,,ULSS 9 Scaligera,,,yes,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,ULSS 5 Polesana,,,,,,12.2179153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0281949,,yes,,,ULSS Porto Viro - ULSS 5 Polesana,,,,,,,doctor,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,10.3374656,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,,,,,,,,,,44.8117859,,yes,,,a.s.l.,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,11.9128272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3472070,,,,residential,casa della salute,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,15.6780152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4893656,,,,,guardia medica,,,,,,,,,,,
,,doctors,,,,,,,,,,,,,,,,,,,,,15.6770677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4896005,,,,,guardia medica,,,,,,,,,,,
