shop,operational_status,office,building:part,contact:postcode,payment:cash,postal_code,source:addr:housenumber:ref,ref:FR:FINESS,roof:orientation:compass,is_in,addr:housenumber,note,payment:debit_cards,name:de,source,virtuous,fax,indoor,source:amenity,ref:FR:SIREN,ref:FR:SIRET,historic,facebook,FID,contact:fax,currency:EUR,addr:street,bmo:type,source:name,fixme,name:en,vending,name,wheelchair:description,level,type:FR:FINESS,addr:postcode,roof:material,payment:credit_cards,roof:orientation,source:geometry:date,ref:mhs,disused,level:ref,payment:mastercard,fuel:lpg,roof:height,source:architect,payment:american_express,description,payment:maestro,fuel:diesel,since,wikipedia,payment:cheque,brand:wikidata,source:heritage,ref,email,ref:FR:prix-carburants,source:geometry,contact:email,addr:unit,name:br,roof:shape,building:use,wall,fuel:e10,payment:visa_electron,addr:city,source:building,payment:visa_debit,building:roof:colour,payment:cards,drive_through,source:ref:FR:FINESS,lon,contact:website,survey:date,layer,height,entrance:step:height,alt_name,building:roof:shape,source_1,operator,contact:city,brand:wikipedia,area,compressed_air,opening_hours,contact:phone,addr:housename,ref:FINESS,source:name:br,heritage,hgv:lanes,start_date,website,noname,contact:housenumber,brand,telephone,source:date,phone,construction,old_name,start_date:amenity,name:oc,room,mhs:inscription_date,buildingpart,architect,dispensing,ref:FR:NAF,colour,amenity,operator:type,addr:place,addr:suburb,official_name,building:min_level,source:opening_hours,brand:website,wikidata,payment:notes,source:addr:version,emergency,building:levels,fuel:octane_98,name:fr,contact:street,fuel:octane_95,wheelchair,FIXME,disused:amenity,source:addr,building:material,alt_source,addr:full,payment:visa,entrance:width,lat,iof,old_shop,building,payment:coins,roof:levels,start_date:building,entrance:step_count,vending_machine,healthcare,comment:fr,addr:country,heritage:operator,ref:FR:LaPoste
,,,,,,,,310007877,,,15,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Place Clément Ader,,,,,,Pharmacie Centrale,,,,31220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cazères,,,,,,,1.0873154,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 5 61 97 15 05,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.2076325,,,yes,,,,,,,,,,
,,,,,,,,670006634,,,,,,,,,,,,,79867607800016,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4795531,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 3 88 71 38 00,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,48.8229599,,,yes,,,,,,,,,,
,,,,,,,,260008545,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1379168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.3599764,,,yes,,,,,,,,,,
,,,,,,,,740005830,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9435379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,45.8680197,,,yes,,,,,,,,,,
,,,,,,,,540014750,,,21,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4938931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.5917698,,,yes,,,,,,,,,,
,,,,,,,,230002594,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8699522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.1685257,,,retail,,,,,,,,,,
,,,,,,,,640007340,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013 ; survey ; Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4267350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.1031570,,,yes,,,,,,,,,,
,,,,,,,,810005835,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8156614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.6987433,,,yes,,,,,,,,,,
,,,,,,,,440017143,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9443771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.3601462,,,yes,,,,,,,,,,
,,,,,,,,910007053,,Essonne,2,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,+33 1 60 89 44 04,,Place du Comte Haymon,,,,,,Pharmacie Centrale,,,,91100,,,,,,,,,,,,,,,,2004-10-01,,,,,,,,,,,,,,,,,Corbeil-Essonnes,,,,,,,2.4829483,,,,,,Pharmacie Favraud,,,,,,,,,+33 1 64 96 02 75,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.6130156,,,yes,,,,,,,,,,
,,,,,,,,330038977,,,1,,,,,,,,,,38292396900010,,,,,,Avenue Gambetta,,,,,,Pharmacie Centrale,Mo-Fr 9-13h und 14-20h So 10-13h 15-20h,,,33120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arcachon,,,,,,,-1.1688190,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 5 56 83 17 71,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,44.6624190,,,yes,,,,,,,,FR,,
,,,,,,,,500011895,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5981160,,,,,,,,,,,,,,,+33 2 33 50 00 78,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.8376400,,,yes,,,,,,,,,,
,,,,,,,,390004026,,,,,,,Celtipharm - 10/2014;cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8639200,,,,,,,,,,,,,,"Mo-Sa 08:30-012:00,14:00-19:00",,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,survey,,,,,,,,,,,,,,,,,,,,46.3876410,,,yes,,,,,,,,,,
,,,,,,,,390004224,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8774300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.9365870,,,yes,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3206895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.0853168,,,yes,,,,,,,,,,
,,,,,,,,500011176,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8072380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.5141040,,,yes,,,,,,,,,,
,,,,,,,,140010430,,,42,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Rue Henri Chéron,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2267428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.1461660,,,yes,,,,,,,,,,
,,,,,,,,270020324,,,33,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7758480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2797650,,,,,,,,,,,,,
,,,,,,,,380009803,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pharmacie Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3232700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.1542240,,,yes,,,,,,,,,,
chemist,,,,,,,,610786493,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Centrale Fertoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3573670,http://www.pharmacie-centralefertoise.com,,,,,,,,,,,,,"Mo-Fr 09:00-12:30,14:00-19:30; Sa 09:00-12:30,14:00-18:00",+33 2 33 37 19 18,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.5899410,,,retail,,,,,,pharmacy,,,,
,,,,,,,,260004247,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017;Le ministère des solidarités et de la santé - 10/2018,,,,,,,,,,,,,,,,,,Pharmacie Centrale de la Valdaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9346275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.6104987,,,yes,,,,,,,,,,
,,,,,,,,300008612,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Chabrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0023470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,43.9076215,,,yes,,,,,,,,,,
,,,,,,,,830011516,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Challamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9047300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.1316260,,,yes,,,,,,,,,,
,,,,,,,,430002550,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Chamard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8841181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.0428542,,,yes,,,,,,pharmacy,,,,
,,,,,,,,190008003,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Chamberet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7176170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.5783330,,,yes,,,,,,,,,,
,,,,,,,,950013342,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,Pharmacie Chambrion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7016877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.0635278,,,yes,,,,,,,,,,
,,,,,,,,240012955,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Chanraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7171816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.0269181,,,,,,,,,,,,,
,,,,,,,,590020970,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Chanzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0983652,,,,,,,,,,,,,,"Mo-Fr 08:45-12:30,14:00-19:30, Sa 08:45-13:00",,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6248616,,,yes,,,,,,pharmacy,,,,
,,,,,,,,290012244,,,,,,,GPS + Relevés terrain + cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Chardevel et Lecoq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6891950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.8038740,,,yes,,,,,,,,,,
,,,,,,,,380005504,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3621553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.3907941,,,yes,,,,,,,,,,
,,,,,,,,210007183,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Charlot Babouot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7104354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.3115337,,,yes,,,,,,,,,,
,,,,,,,,230002990,,,5,,,,Celtipharm - 10/2014,,,,,,,,,,,,Rue du Chene,,,,,,Pharmacie Charnay,,,,23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Dizier-Leyrenne,,,,,,,1.7138751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.0282689,,,yes,,,,,,,,,,
,,,,,,,,450016381,,,82,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Rue de la Cossonnière,,,,,,Pharmacie Charpentier,,,,45650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Jean-le-Blanc,,,,,,,1.9236310,,,,,,,,,,,,,,"Mo-Fr 09:00-12:30,14:00-19:30; Sa 09:00-12:30,14:00-18:00",,Pharmacie Charpentier,,,,,,,,,,,,+332 38 51 12 21,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.8834370,,,yes,,,,,,,,,,
,,,,,,,,770012342,,,22,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Boulevard de Lorraine,,,,,,Pharmacie Charpentier,,,,77360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaires-sur-Marne,,,,,,,2.6395360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.8734810,,,yes,,,,,,pharmacy,,,,
,,,,,,,,800013294,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Chassang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5174837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,49.8670852,,,yes,,,,,,,,,,
,,,,,,,,240012856,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Chataigne Revolte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7398717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.1909180,,,yes,,,,,,,,,,
,,,,,,,,080007354,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Chatry,,,,,slate,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,hipped,,,,,,,,,,,,4.7380432,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.8855076,,,yes,,,,,,,,,,
,,,,,,,,260014345,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017,,,,,,,,,,,,Avenue des Côtes du Rhône,,,,,,Pharmacie Chauvet,,,,26790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suze-la-Rousse,,,,,,,4.8420738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.2885115,,,yes,,,,,,,,,,
,,,,,,,,040002842,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pharmacie Chevaleyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9959950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.0714300,,,yes,,,,,,,,,,
,,,,,,,,590023370,,,59,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0814054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6521422,,,yes,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Chevalier-Richer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3651251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.9352973,,,yes,,,,,,pharmacy,,,,
,,,,,,,,690008206,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Chevat Delhopital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6943406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.7209180,,,yes,,,,,,,,,,
,,,,,,,,920014164,,,29,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,Rue d'Estienne d'Orves,,,,,,Pharmacie Chion Hock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2837950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.7872270,,,yes,,,,,,,,,,
,,,,,,,,790010292,,,15,,,,Observations sur place;Celtipharm - 10/2014,,,,,,,,,,,,Rue des Granges,,,,,,Pharmacie Chollet,,,,79400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2032717,,,,,,,,,,,,,,"Mo-Fr 09:00-12:15,14:00-19:30; Sa 09:00-19:00",,,,,,,,,,,,,,+33549762817,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,46.4174719,,,yes,,,,,,pharmacy,,,,
,,,,,,,,100008010,,,26,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,av Chomedey de Maisonneuve,,,,,,Pharmacie Chomedey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0732845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.3037500,,,yes,,,,,,,,,,
,,,,,,,,620007526,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Choquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6231950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.1747770,,,yes,,,,,,,,,,
,,,,,yes,,,760013573,,,69 Ter,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,Route de Paris,,,,,,Pharmacie Chouquet,,,,76240,,,,,,,,,,,,,,,,,,,,,,sylvain.chouquet@pharmacien.mssante.fr,,,,,,,,,,,Bonsecours,,,,,no,,1.1249650,,,,,,,,,,,,,,"Mo-Fr 09:00-12:30, 14:30-19:30; Sa 09:00-12:30",,,,,,,,http://www.pharmacie-chouquet-bonsecours76.com,,,,,,+33 2 35 80 61 13​ ​,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.4229620,,,yes,,,,,,pharmacy,,,,
,,,,,,,,720009356,,,,,,,Le ministère des solidarités et de la santé - 08/2018,,,,,,,,,,,,,,,,,,Pharmacie Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1941687,,,,,,,,,,,,,,Mo-Fr 08:30-19:30; Sa 09:00-19:00,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.9977381,,,yes,,,,,,pharmacy,,,,
,,,,,,,,950013771,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Cité Santé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0904893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.0132882,,,yes,,,,,,,,,,
,,,,,,,,820001881,,,21,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Rue Baptiste Marcet,,,,,,Pharmacie Clairefont,,,,82100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castelsarrasin,,,,,,,1.1009470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.0520660,,,yes,,,,,,,,,,
,,,,,,,,720009265,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Clairfontaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2174659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.0088511,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Clemenceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1690908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2099263,,,yes,,,,,,,,,,
,,,,,,,,740005293,,,451,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Route de la Montagne,,,,,,Pharmacie Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5206818,,,,,,,,,,,,,,,+33 4 50 43 01 06,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,1,,,,,,,,,,,,,,46.1339110,,,commercial,,,,,,pharmacy,,,,
