old_name:fr,roof:levels,amenity,building:colour,maxstay,health_specialty:psychiatry,healthcare:speciality,addr:housename,contact:website,parking,social_facility,layer,surface,lon,access:employee,loc_name,wikidata,alt_name,social_facility:for,operator,name:de,alt_name:fr,addr:housenumber,access,fee,capacity,short_name,source:geometry:entity,area,building:levels,ref:OnroerendErfgoed,hospital,contact:phone,wikipedia,heritage:website,name,note,source,name:fr,heritage,opening_hours:url,name:etymology:wikidata,website,destination:symbol,fax,abandoned,name:nl,description,emergency,contact:email,addr:province,capacity:disabled,opening_hours,phone,addr:street:nl,old_name,lat,OnroerendErfgoed:criteria,alt_name:nl,wheelchair:description,addr:street:fr,addr:street,building,disabled,name:en,operator:type,addr:city,designation,roof:shape,addr:postcode,wheelchair,source:geometry,phone:emergency,email,ref:UrbIS,old_name:nl,healthcare,toilets:wheelchair,landuse,disused,addr:country,heritage:operator,internet_access
,,hospital,,,,,,,,,,,4.3603011,,,,Clinique Saint-Jean (site Botanique) - Kliniek Sint-Jan (site Kruidtuin),,,,Clinique Saint-Jean (site Botanique),32,,,,,,,,,,,,,Clinique Saint-Jean - Kliniek Sint-Jan,,,Clinique Saint-Jean,,,,https://www.clstjean.be/,,,,Kliniek Sint-Jan,,yes,,,,07:00-19:30,,,,50.8534822,,Kliniek Sint-Jan (site Kruidtuin),"The main entry is accessible. There are lifts from the street level to the main floor, then there are ""routes"" to follow to the services, all accessibles,most via lifts Theres an aadapted toilet near the reception at the main entry. Inside it is hard to",,Boulevard du Jardin Botanique - Kruidtuinlaan,,,,,Bruxelles - Brussel,,,1000,yes,,,,,,,yes,,,,,
,,hospital,,,,,,,,,,,5.8205352,,,,,,,Josefsklinikum,,137,,,,,,,,,,,,,Clinique Saint-Joseph,,,,,,,,,,,,,yes,,,,,,,,49.6781912,,,,,Rue des Déportés,yes,,,,,,,,,,,,,,,,,,,,
,0,hospital,,,,,,,,,,,5.8212053,,,,,,,Josefsklinikum,,137,,,,,,,2,,,,,,Clinique Saint-Joseph,,,,,,,,,,,,,yes,,,,,,,,49.6778806,,,,,Rue des Déportés,hospital,,,,,,,,,,,,,,,,,,,,
,1,hospital,,,,,,,,,,,5.8211495,,,,,,,Josefsklinikum,,137,,,,,,,4,,,,,,Clinique Saint-Joseph,,,,,,,,,,,,,yes,,,,,,,,49.6782121,,,,,Rue des Déportés,hospital,,,,,,gabled,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.8800495,,,,,,,,,8,,,,,,,,,,,,,Clinique Saint-Luc,,,,,,,,,,,,,yes,,,,,,,,50.4767817,,,,,Rue Saint-Luc,yes,,,,Bouge,,,5004,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.4003712,,,,Cliniques de l'Europe (Saint-Michel) - Europa Ziekenhuizen (Sint-Michiels),,,,,150,,,,,,,,,,,,,Clinique Saint-Michel - Sint-Michiels Ziekenhuis,,,Clinique Saint-Michel,,,,https://www.europaziekenhuizen.be/,,,,Sint-Michiels Ziekenhuis,,yes,,,,,,,,50.8429522,,,,,Rue de Linthout - Linthoutstraat,,,,,Etterbeek - Etterbeek,,,1040,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.5592373,,Saint-Pierre,,,,Clinique Saint-Pierre,,,9,,,,,,,,,,+32 10 437 21,,,Clinique Saint-Pierre,,,,,,,https://www.cspo.be/,,,,,,yes,,,,,,,,50.6684386,,,,,Avenue Reine Fabiola,,,,,Ottignies,,,1340,,,,,,,hospital,,,,BE,,
,,hospital,,,,,,,,,,,5.5490375,,,,,,,,,,,,,,,,,,,,,,Clinique Saint-Vincent,,,,,,,,,,,,,,,,,,,,,50.6873306,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.3166137,,,,,,,,,66,,,,,,,,,,,,,Clinique Sainte-Anne Saint-Remi - Sint-Anna Sint-Remi Kliniek,,,Clinique Sainte-Anne Saint-Remi,,,,,,,,Sint-Anna Sint-Remi Kliniek,,yes,,,,,,,,50.8446487,,,,,Boulevard Jules Graindor - Jules Graindorlaan,,,,,Anderlecht,,,1070,yes,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.8625602,,,,,,,,,17,,,,,,,,,,,,,Clinique Sainte-Elisabeth,,,,,,,http://www.chc.be/Cliniques/Clinique-Sainte-Elisabeth-Heusy.aspx,,,,,,,,,,,,,,50.5784147,,,,,Rue du Naimeux,,,,,Heusy,,,4802,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.5563300,,,,,,,,,,,,,,,,,,,,,,Clinique Sainte-Rosalie (C.H.R. de la Citadelle),,,,,,,,,,,,,no,,,,,,,,50.6297658,,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.8454964,,,,,,CHU UCL Namur,,,,,,,,,,,,,,,,Clinique Sainte-Élisabeth,,,,,,,http://www.cmsenamur.be/,,,,,,yes,,,,,,,,50.4607992,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.3674079,,,,Cliniques de l'Europe (Sainte-Élisabeth) - Europa Ziekenhuizen (Sint-Elisabeth),,,,,206,,,,,,,,,,,,,Clinique Sainte-Élisabeth - Sint-Elisabeth Ziekenhuis,,,Clinique Sainte-Élisabeth,,,,,,,,Sint-Elisabeth Ziekenhuis,,yes,,,,,+32 2 614 20 00,,,50.8051388,,,,,Avenue De Fré - De Frélaan,,,,,Uccle - Ukkel,,,1180,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.5335492,,,,,,,,,,,,,,,,,,,,,,Clinique de l'Espérance,,,,,,,,,,,,,,,,,,,,,50.6408970,,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.5697851,,,,,,,,,,,,,,,,,,,,,,Clinique de l'IPAL : Site du Péri,,,,,,,,,,,,,,,,,,,,,50.6493027,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,
,,hospital,,,,plastic_surgery,,,,,,,5.4081578,,,,,,,,,,,,,,,,,,,,,,Clinique des Houx,,,,,,,,,,,,,,,,,,,,,50.5510922,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.6146038,,,,,,Clinique Saint-Pierre,,,,,,,,,,,,,,,,Clinique du Bois de la Pierre,,,,,,,,,,,,,,,,,,,,,50.6964113,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.6373891,,,,,,,,,,,,,,,,,,,,,,Clinique du Château Rouge,,,,,,,,,,,,,,,,,,,,,50.6730228,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.5375332,,,Q19952146,,,,,,,,,,,,,,,,,fr:Clinique du MontLégia,,Clinique du MontLégia (CHC),,,,,,,,,,,,,,,,,,,,,50.6476968,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,http://www.uclmontgodinne.be,,,,,4.8784311,,,,,,CHU UCL Namur,,,1,,,,,,,,,,,,,Clinique universitaire de Mont-Godinne,,,,,,,,,,,,,yes,,,,,,,,50.3585352,,,,,Avenue Docteur Gaston Thérasse,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.2847348,,,,,,,,,,,,,,,,,,,,,,Croix-Rouge et agence ONE d'Ampsin,,,,,,,,,,,,,no,,,,,,,,50.5407630,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.5441198,,,,,,,,,30,,,,,,,,,,,,,De Mick,,,,,,,,,,,,,,,,,,,,,51.3075766,,,,,Papestraat,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.7756854,,,,,,Epicura,,,1,,,,,,,,,,,,,Epicura Ath,,,,,,,,,,,,,yes,,,,,,,,50.6353691,,,,,Rue Maria Thomée,,,,,Ath,,,7800,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.8426736,,,,,,Epicura,,,136,,,,,,,,,,,,,Epicura Baudour,,,,,,,,,,,,,yes,,,,,,,,50.4689714,,,,,Rue Louis Caty,,,,,Baudour,,,7331,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,3.8286038,,,,,,Epicura,,,63,,,,,,,,,,,,,Epicura Hornu,,,,,,,,,,,,,yes,,,,,+32 65 71 31 11,,,50.4368298,,,,,Rue de Mons,,,,public,Hornu,,,7301,,,,,,,hospital,,,,,,
,,hospital,,,,forensic_psychiatry,,,,,,,3.7201704,,,Q1863863,,,,,,,,,,,,,,,,,,,Forensisch Psychiatrisch Centrum,,,,,,,,,,,,,,,,,,,,,51.0779484,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.4535293,,,,,,,,,,,,,,,,,,,,,,GHdC (Notre-Dame),,,,,,,https://www.ghdc.be/,,,,,,,,,,,,,,50.4180456,,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.9323419,,,,,,,RZ Tienen,,45,,,,RZ Tienen,,,,,,,,,H. Hart Ziekenhuis,,,Clinique du Sacré Cœur,,,,https://www.rztienen.be/,,,,,,,,,,,+32 16 80 90 11,,,50.8113841,,,,,Kliniekstraat,,,,,,,,3300,,,,,,,,,,,,,
,,,,,,,,,,,,,5.1146623,,,,,,,,,1,,,,,,,,,,,,,H. Hartziekenhuis Mol,,,,,,,,,,,,,,,,,,,,,51.1869833,,,,,Gasthuisstraat,house,,,,Mol,,,2400,,,,,,,,,,,BE,,
,,parking,,,,,,,surface,,,,5.1148329,,,,,,,,,,employees,no,,,,,,,,,,,Heilig Hart Ziekenhuis,,,,,,,,,,,,,,,,,,,,,51.1875597,,,,,,,,,,,,,,,,,,,,,,,,,,
,,parking,,,,,,,surface,,,,5.1147106,,,,,,,,,,disabled,,5,,,,,,,,,,Heilig Hart Ziekenhuis,,,,,,,,,,,,,,,,5,,,,,51.1869976,,,,,,,,,,,,,,,,,,,,,,,,,,
,,parking,,,,,,,,,,,5.1147360,,,,,,,,,,employees,no,,,,,,,,,,,Heilig Hart Ziekenhuis,,,,,,,,,,,,,,,,,,,,,51.1880408,,,,,,,,,,,,,,,,,,,,,,,,,,
,,parking,,,,,,,surface,,,,5.1144994,,,,,,,,,,customers,yes,,,,,,,,,,,Heilig Hart Ziekenhuis,,,,,,,,,,,,,,,,,,,,,51.1873793,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.7693068,,,,,,,,,,,,,,,,,,,,,,"Home ""Le Bon Repos""",,,,,,,,,,,,,,,,,,,,,50.3961968,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,http://chirec.be/en/contact/del-delta-hospital/,,,,,4.4018218,,,,,,,,,201,,,,,,,,,,,,,Hôpital Delta - Delta Ziekenhuis,,,Hôpital Delta,,,,,,,,Delta Ziekenhuis,,yes,,,,,,Triomflaan,,50.8174238,,,,Boulevard du Triomphe,Boulevard du Triomphe - Triomflaan,,,Delta Hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.3979614,,,Q2371999,,,,Militärkrankenhaus Königin Astrid,,1,,,,MHKA,,,,,,,fr:Hôpital militaire Reine Astrid,,Hôpital Militaire Reine Astrid - Militair Hospitaal Koningin Astrid,,,Hôpital Militaire Reine Astrid,,,Q230238,,,,,Militair Hospitaal Koningin Astrid,,,,,,,,,,50.9080376,,,,,Rue Bruyn - Bruynstraat,,,Military Hospital Queen Astrid,,Bruxelles - Brussel,,,1120,,,,,,,,,,,,,
,,hospital,,,,,,,,group_home,,,4.8750004,,,,,mental_health,,,,84,,,,,,,,,,,,,Hôpital Neuro-Psychiatrique Saint-Martin,,bing,,,,,,,,,,,no,,,,,,,,50.4299845,,,,,Rue du Fort de Dave,,,,,Dave,,,5100,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.3216363,,,,,,,,,,,,,,,,,,,,,,Hôpital Princesse Paola,,,,,,,,,,,,,yes,,,,,,,,50.2280235,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.5551682,,,,,,,,,,,,,,,,,,,,,,Hôpital Saint-Joseph,,,,,,,,,,,,,,,,,,,,,50.6483381,,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.9426384,,,,,,CHU UCL Namur,,,,,,,,,,,,,,,,Hôpital Saint-Vincent,,,,,,Q108247,http://www.chdinant.be/,,,,,,,,,,,,,,50.2656149,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.2160053,,,,,,,,,159,,,,,,,,,,,,,Hôpital de Jolimont,,,,,,,http://www.jolimont.be/hopitaux-et-polycliniques/hopital-de-jolimont,,,,,,,,,,,+32 64 23 30 11,,,50.4790921,,,,,Rue Ferrer,,,,,La Louvière,,,7100,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.5918333,,,,Brull,,,,,149,,,,,,,,,,,,,Hôpital de Jour Universitaire la Clé,,,,,,,,,,,,,,,,,,,,,50.6461849,,,,,Boulevard de la Constitution,yes,,,,,,,4020,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.5918333,,,,Brull,,,,,45,,,,,,,,,,,,,Hôpital de Jour Universitaire la Clé,,,,,,,,,,,,,,,,,,,,,50.6461849,,,,,Quai Godefroid Kurth,yes,,,,Liège,,,4020,,,,,,,hospital,,,,BE,,
,,hospital,,,,,,,,,,,4.2607702,,,,,,Groupe Jolimont,,,25,,,,,,,,,,,,,Hôpital de Lobbes,,,,,,,,,,,,http://www.jolimont.be/hopitaux-et-polycliniques/hopital-de-lobbes Ne s'appelle plus St Joseph depuis fusion,yes,,,,,,,,50.3454014,,,,,Rue de la Station,,,,,Lobbes,,,6540,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.5752134,,,Q2945738,,,,,,,,,,,,,,,,,fr:Centre hospitalier régional de la Citadelle,,Hôpital de la Citadelle (CHR),,,,,,,,,,,,,,,,,,,,,50.6517780,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.2634539,,,,,,,,,808,,,,,,,,,,,fr:Hôpital Érasme,,Hôpital Érasme - Erasmusziekenhuis,,,Hôpital Érasme,,,,,,,,Erasmusziekenhuis,,yes,,,,,,,,50.8133959,,,,,Route de Lennik - Lennikse Baan,yes,,Erasmus Hospital,,Anderlecht,,,1070,,,,,8011122,,,,,,,,
,,hospital,,,,,,,,,,,4.5574261,,,,,,,,,9,,,,,,,,,,,nl:Imeldaziekenhuis,,Imelda Ziekenhuis,,,,,,,https://www.imelda.be/,,,,,,,,,,,+32 15 50 50 11,,,51.0190764,,,,,Imeldalaan,,,,,Bonheiden,,,2820,,,,imeldaziekenhuis@imelda.be,,,,,,,BE,,
,,hospital,,,,,,,,,,,4.3976104,,,,,,,,,,,,,,,,,,,,,,Instituut Tropische Geneeskunde Prins Leopold,,,,,,,https://www.itg.be,,,,,,,,,,,,,,51.2127312,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,2.7458794,,,,,,,,,"11,11A,11B",,,,,,,,,,,,,Jan Yperman,,,,,,,,,,,,,,,,,,,,,50.8564425,,,,,Oostlaan,yes,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.1633259,,,,,,,,,,,,,,,,,,,,,,Jessa,,,,,,,,,,,,,,,,,,,,,50.9385043,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.3428991,,,,,,,,,20,,,,,,,,,,,,,"Jessa Ziekenhuis, campus Salvator",,,,,,,,,,,,,no,,,,,,,,50.9107885,,,,,Salvatorstraat,yes,,,,Hasselt,,,3500,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.3404338,,,,,,,,,11,,,,,,,,,,,,,"Jessa ziekenhuis, campus Virga Jesse",,,,,,,,,,,,,yes,,,,,,,,50.9263446,,,,,Stadsomvaart,,,,,Hasselt,,,3500,yes,,,,,,,,,,,,
,,hospital,,,,,,http://www.his-izz.be/fr/patients/infos-pratiques-et-plans-d-acces/joseph-bracops_4,,,,,4.2919724,,,,Hôpital Bracops - Bracops Ziekenhuis,,Hôpitaux Iris Sud - Iris Ziekenhuizen Zuid,,Hôpital Bracops,79,,,,,,,,,,+32 2 556 12 12,,,Joseph Bracops,,,,,,,,,,,,,yes,info@his-izz.be,,,,,,,50.8345398,,Bracops Ziekenhuis,,,Rue Docteur Huet - Dokter Huetstraat,,,,,Anderlecht,,,1070,,,,,,,hospital,,,,,,
,,hospital,,,,psychiatry,,,,,,,3.6761414,,,,,,,,,21,,,,,,,,,,,,,KARUS,,,,,,,,,,,,,,,,,,,,,51.0261239,,,,,Beukenlaan,,,,,Gent,,,9051,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.2502484,,,,,,,,,,,,,,,,,,,,,,Kliniek Sint Jozef,,,,,,,https://www.sintjozefpittem.be/,,,,,,,,,,,,,,50.9852377,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,6.1269273,,,,,,,,,9,,,,,,,,,,,,,Klinik St Josef,,,,,,,,,,,,,yes,,,,,,,,50.2779515,,,,,Klosterstraße,,,,,Sankt Vith,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,2.6948579,,,,,,,,,1,,,,,,,,,,,,,Koningin Elisabeth Instituut,,,,,,,http://www.kei.be/,,,,,,,,,,,,,,51.1401563,,,,,Fernand Dewittelaan,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.4212328,,,,,,,,,,,,,,,,,,,,,,Koningin Paola Kinderziekenhuis,,,,,,,,,,,,,,,,,,,,,51.1809848,,,,,,hospital,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.3384547,,,,,,,,,39,,,,,,,,,,,,,Le Domaine - Centre hospitalier,,,,,,,https://www.domaine-ulb.be/fr/home.html,,,,,,no,,,,,,,,50.6814332,,,,,Rue Jean Lanneau,,,,,Braine-l'Alleud,,,1420,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.6655792,,,,,,,,,2,,,,,,,,,,,,,Le Roseau Vert,,,,,,,,,,,,,,,,,,,,,50.3782098,,,,,Place du Roseau Vert,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.0786544,,,,,,,,,,,,,,,,,,,,,,Le Tilleriau,,,,,,,,,,,,,yes,,,,,,,,50.5803221,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.5888608,,,,,,,,,,,,,,,,,,,,,,Le Valdor,,,,,,,,,,,,,,,,,,,,,50.6324595,,,,,,hospital,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.8099563,,,,,,,,,,,,,,,,,,,,,,Les Jours Heureux,,,,,,,,,,,,,,,,,,,,,50.3805790,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,3.5490629,,,,,,,,,53,,,,,,,,,,,,,MPI Heilig Hart,,,,,,,,,,,,,no,,,,,,,,50.9996782,,,,,Leernsesteenweg,,,,,,,,9800,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.4554110,,,,,,,,,,,,,,,,,,,,,,MR,,,,,,,,,,,,,no,,,,,,,,50.7191082,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.7636294,,,,,,,,,,,,,,,,,,,,,,"MRS ""Bon Accueil""",,,,,,,,,,,,,,,,,,,,,50.4012135,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,3.7910058,,,,,,,,,,,,,,,,,,,,,,Maison de Repos / Résidence Caraman,,,,,,,,,,,,,,,,,,,,,50.4337701,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.7314737,,,,,,,,,,,,,,,,,,,,,,Maison de repos,,,,,,,,,,,,,,,,,,,,,50.7398259,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.0585637,,,,,,ACIS,,,,,,,,,,,,,,,,Maison de retraite,,,,,,,,,,,,,,,,,,,,,50.3540645,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.4164627,,,,,,,,,1,,,,,,,,,,,,,Mariaziekenhuis,,,,,,,http://www.mariaziekenhuis.be/,,,,,,,,,,,+32 11 82 60 00,,,51.2118850,,,,,Maesensveld,yes,,,,,,,3900,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.7699439,,,,,,,,,,,,,,,,,,,,,,Medisch Centrum,,,,,,,,,,,,,,,,,,,,,50.8092559,,,,,Watermolenstraat,,,,,Brakel,,,9660,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.2194085,,,,,,,,,27,,,,,,,,,,,,,Medisch Centrum Beringen,,,,,,,,,,,,,,,,,,,,,51.0625052,,,,,Hospitaalstraat,,,,,Beringen,,,3580,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.9793556,,,,,,,,,4,,,,,,,,,psychiatric,,,,OPZ Geel,,,,,,,,,,,OPZ Geel (openbaar psychiatrisch zorgcentrum),,,,,,,,,,51.1543293,,,,,Dr. Sanodreef,,,,,,,,2440,yes,,,,,,hospital,,,,,,wlan
,,hospital,,,,,,,,,,,3.4165815,,,,,,,,,,,,,,,,,,,,,,Onze Lieve Vrouw van Lourdes,,,,,,,,,,,,,yes,,,,,,,,50.8997563,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.0538357,,,Q15880295,,,,,,164,,,,,,,,,,,nl:Onze-Lieve-Vrouwziekenhuis,,Onze-Lieve-Vrouwziekenhuis,,Wikipedia and the hospital's official website.,,,,,https://www.olvz.be/,,,,,,yes,,,,,+32 53 72 41 11,,,50.9449054,,,,,Moorselbaan,,,,,Aalst,,,9300,yes,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.6638693,,,,,,,,,,,,,,,,,,,,,,Openbaar Psychiatrisch Zorgcentrum Rekem,,,,,,,,,,,,,,,,,,,,,50.9370664,,,,,,,,,,,,,,,,,,,,,,residential,,,,
,,hospital,,,,,,,,,,,4.1325908,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,51.1622231,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,psychiatry,,,,,,,4.4583978,,,,,,,,,,,,,,,,,,,,,,PVT Waesdonck,,,,,,,,,,,,,,,,,,,,,51.1809888,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.6676800,,,,,,,,,,,,,,,,,,,,,,Polyclinique Universitaire d'Aywaille (CHU Liège),,,,,,,,,,,,,,,,,,,,,50.4722300,,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.3263155,,,,,,,,,,,,,,,,,,,,,,Polyclinique de Nivelles,,,,,,,https://www.erasme.ulb.ac.be/fr/services-de-soins/services-multidisciplinaires/polyclinique-de-nivelles,,,,,,,,,,,,,,50.5981285,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.0959448,,,,,,,,,27,,,,,,,,,,,,,Practimed  Campus Tessenderlo,,,,,,,https://www.practimed.be/,,,,,,no,,,,,+32 13 670 730,,,51.0715818,,,,,Groenstraat,,,,,Tessenderlo,,,3980,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,3.7014746,,,,,,,,,43,,,,,,,,18316,,,,https://inventaris.onroerenderfgoed.be/dibe/relict/18316,Psychiatrisch Centrum Dr. Guislain,,,,4,,,,,,,,"Psychiatrische inrichting Dr. Guislain, Kliniek Lumen",,,,,,,,,51.0684817,M,,,,Jozef Guislainstraat,,,,,,,,,,,,,,,,,,,,OnroerendErfgoed,
,,hospital,,,,psychiatry,,,,,,,3.6674259,,,,,,,,,135,,,,P.C. Gent-Sleidinge,,,,,,,,,Psychiatrisch Centrum Gent-Sleidinge,,,,,,,https://www.pcgs.be/,,,,,,no,,,,,,,Psychiatrisch Centrum Sleidinge,51.1243086,,,,,Weststraat,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,3.3218233,,,Q32845670,,,,,,,,,,,,,,,,,,,Psychiatrisch Centrum Sint-Amandus,,,,,,,,,,,,,,,,,,,,,51.1182745,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.9701491,,,,,,,,,,,,,,,,,,,,,,Psychiatrisch Centrum Zoete Nood Gods,,,,,,,,,,,,,,,,,,,,,50.9701330,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,psychiatry,,,,,,,3.8456009,,,,,,Sint-Jan-Baptist,,,62,,,,,,,,,,,,,Psychiatrisch Verzorgingstehuis (PVT) De Warande,,,,,,,,,,,,,,,,,,,,,51.1651485,,,,,Zwaluwlaan,,,,private_non_profit,Wachtebeke,,,9185,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.6384962,,,,,,,,,,,,,,,,,,,,,,Psychiatrisch Ziekenhuis Bethaniënhuis,,,,,,,,,,,,,,,,,,,,,51.2723134,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,2.8650963,,,,,,,,,16,,,,,,,,,,,,,Psychiatrisch Ziekenhuis Heilig Hart,,,,,,,,,,,,,,,,,,,,,50.8513736,,,,,Poperingseweg,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.2089895,,,,,,,,,,,,,,,,,,,,,,Psychiatrisch Ziekenhuis Onze-Lieve-Vrouw,,,,,,,,,,,,,,,,,,,,,51.1944645,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,yes,,,,,,,,4.3565407,,,,,,,,,,,,,,,,,,,,,,Psychiatrisch Ziekenhuis Sint-Alexius,,,,,,,https://www.alexiusgrimbergen.be/,,,,,,no,,,,,,,,50.9201404,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,psychiatry,,,,,,,3.7234324,,,,,,,,,9,,,,,,,,,,,,,Psychiatrisch Ziekenhuis Sint-Jan de Deo,,,,,,,,,,,,,,,,,,,,,51.0645300,,,,,Fratersplein,,,,,Gent,,,9000,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,3.8036132,,,,,,Organisatie Broeders van Liefde vzw,,,81,,,,,,,,,,,,,Psychiatrisch Ziekenhuis Sint-Jan-Baptist,,,,,,,,,,,,,,,,,,,,,51.1872262,,,,,Suikerkaai,,,,,Zelzate,,,9060,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.6287413,,,,,,,,,186,,,,,,,,,,,,,RVT Ter Meeren,,,,,,,,,,,,,,,,,,,,,50.8111325,,,,,Wolfshaegen,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.1860694,,,,,,,,,100,,,,,,,,,,,,,Regionaal Ziekenhuis St-Trudo,,,,,,,,,,,,,yes,,,,,,,,50.8229838,,,,,Diestersteenweg,yes,,,,Sint Truiden,,,3800,,,,,,,,,,,BE,,
,,hospital,,,,,,,,,,,4.7019749,,,,,,,,,105,,,,,,,,,,,,,Regionaal ziekenhuis Heilig Hart Leuven,,,,,,,,,,,,,yes,,,,,,,,50.8717812,,,,,Naamsestraat,,,,,Leuven,,,3000,yes,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.7260269,,,,,,,,,,,,,,,,,,,,,,Revalidatiecentrum Preventorium Pulderbos,,,,,,,,,,,,,,,,,,,,,51.2385950,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
