shop,payment:bancomat,amenity,drive_through,handrail,building:part,ramp,contact:website,addr:hamlet,addr:suburb,official_name,payment:cash,payment:notes,operator,payment:debit_cards,brand:wikipedia,addr:housenumber,payment:maestro,ref:UrbIS,lon,building:levels,opening_hours,image,contact:phone,addr:housename,ref:OnroerendErfgoed,heritage:website,note,source,name:fr,building:material,brand:wikidata,heritage,opening_hours:url,source:geometry:ref,addr:street,email,website,fax,indoor,name:nl,description,contact:email,addr:province,brand,addr:unit,payment:visa,source:geometry,phone,roof:levels,historic,roof:orientation,lat,OnroerendErfgoed:criteria,level,addr:city,building,building:colour,contact:facebook,contact:fax,name,payment:mastercard,roof:shape,addr:postcode,wheelchair,payment:coins,addr:place,start_date,payment:contactless,payment:visa_debit,source:geometry:date,dispensing,healthcare,roof:material,addr:country,heritage:operator
,,pharmacy,,,,,,,,,,,Veripharm N.V,,,31,,,5.2127752,,"Mo-Fr 09:00-19:00, Sa 09:00-12:30",,,,,,,,,,,,,,St.-Jozefslaan,,,,,,,,,,,,,,,,,51.1948239,,,Mol,yes,,,,Apotheek Wezel,,,2400,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,26,,,5.3110429,,,,,,,,,,,,,,,,Kerkstraat,,https://www.apothekendevoorzorg.be/nl/onze-apotheken/d/detail/apotheek-de-voorzorg-lommel,,,,,,,,,,,+32 11 54 41 61,,,,51.2301110,,,Lommel,yes,,,,Apotheek de Voorzorg,,,,,,,,,,,,,,BE,
,,pharmacy,no,,,,,,,,,,Hardy,,,6,,,6.1704730,,,,,,,,,,,,,,,,Engelbrücke,,,,,,,,,,,,,,,,,50.3486946,,,,yes,,,,Apotheke Hardy,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,85,,,6.0370680,,"Mo-Th 08:30-12:30,14:00-18:30; Fr 08:00-12:30,14:00-18:30; Sa 08:30-15:00",,,,,,,,,,,,,,Gospertstraße,,http://www.apotheke-mertens.be,,,,,,,,,,,,,,,50.6325534,,,Eupen,yes,,,,Apotheke Mertens,,,4700,yes,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,7,,,3.0154542,,,,,,,,,,,,,,,,Ommegang Oost,,,,,,,,,,,,,,,,,50.9320939,,,,commercial,,,,Apotheker Fernagut,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,"8,8A",,,4.7389566,,,,,,,,,,,,,,,,Astridplein,,,,,,,,Antwerpen,,,,,,,,,51.1910795,,,Grobbendonk,yes,,,,Apotheker J. Van Dijck,,,2280,,,,,,,,,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,10,,,4.8414996,,,,,,,,,bing;survey,,,,,,,,,,,,,,,,,,,,,,,,50.8818154,,,,yes,,,,Apotheker Van Loo,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,12,,,5.5169135,,,,,,,,,,,,,,,,Markt,,,,,,,,,,,,,,,,,50.8705320,,,Bilzen,yes,,,,Apotheker Vanheusden,,,3740,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,1,,,4.6457213,,"Mo-Fr 09:00-12:30, 13:30-18:30; Sa 09:00-12:30",,,,,,,,,,,,http://apotil.dynaphar.be/nl/contact.html,,Lipseweg,apotil@dynaphar.be,http://apotil.dynaphar.be,+32 16 60 89 98,,,,,,,,,,+32 16 60 10 44,,,,50.9426156,,,,yes,,,,Apotil,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,207,,,4.4689948,,,,,,,,,,,,,,,,Ter Rivierenlaan,,,,,,,,,,,,,,,,,51.2266601,,,,house,,,,Augustus,,,2100,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,45,,,4.8015361,,,,,,,,,,,,,,,,Dutselstraat,,,,,,,,,,,,,,,,,50.9258978,,,,house,,,,Balans,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.4834650,,"Mo-Fr 08:30-12:00, 13:30-20:00; Sa 08:30-13:00; PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6856783,,,,yes,,,,Barbarin,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,27,,,4.9350644,,,,,,,,,,,,,,,,Leuvensestraat,,,,,,,,,,,,,+32 16 81 12 68,,,,50.8087622,,,Tienen,yes,,,,Bauwens A,,,3300,,,,,,,,,,,BE,
,,pharmacy,,,,,,,Weywertz,,,,,,,20,,,6.1660792,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,,,,,,,,,,,,,50.4295980,,,Weywertz,yes,,,,Bechiri,,,4750,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,4E,,,4.5775174,,,,,,,,,,,,,,,,Rue du Sud,,,,,,,,,,,,,,,,,50.5109051,,,,yes,,,,Bertrand,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,Heusden,,,,,,,133,,,5.3007494,,"Mo-Fr 08:30-12:30, 13:30-18:30",,,,,,,,,,,,,,Koolmijnlaan,info@apotheekboits.be,,+32 11 57 45 28,,,,,Limburg,,,,,+32 11 57 23 42,,,,51.0397431,,,Heusden-Zolder,yes,,,,Boits,,,3550,,,,,,,,,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,926,,7755945,4.4139614,,,,,,,,,,,,,,,,Chaussée de Louvain - Leuvensesteenweg,,,,,,,,,,,,,,,,,50.8588541,,,Evere,yes,,,,Bollen,,,1140,,,,,,,,yes,,,,
,,pharmacy,,,,,,,Bost,,,,,,,55,,,4.9381525,,,,,,,,,,,,,,,,Hannuitsesteenweg,,,,,,,,,,,,,+32 16 81 57 43,,,,50.7940804,,,Tienen,yes,,,,Bollen S,,,3300,,,,,,,,,,,BE,
,,pharmacy,no,,,,,,,,,,,,,8,,,4.7079412,,"Mo-Fr 08:00-12:30,13:30-18:45; Sa 09:00-13:00",,,,,,,,,,,,,,Rue Baty de Fleurus,,,,,,,,,,,,,+32 81 61 10 81,,,,50.5521884,,,Gembloux,yes,,,,Bomans-Denef,,,5030,,,,,,,,yes,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,12,,,4.4696653,,,,,,,,,,,,,,,,Kapelstraat,,,,,,,,,,,,,,,,,51.1542297,,,Hove,house,,,,Borms,,,2540,,,,,,,,yes,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,105,,,3.1218443,,,,,,,,,,,,,,,,Meensesteenweg,,,,,,,,,,,,,,,,,50.9388833,,,,house,,,,Bouttelisier,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,14,,,4.1562160,,,,,,,,,,,,,,,,Kerkstraat,,https://www.aposite.be/broechoven/,,,,,,,,,,,+32 2 582 23 78,,,,50.8730373,,,Sint-Katherina-Lombeek,yes,,,,Broechoven,,,1742,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,20,,,4.9397846,,,https://upload.wikimedia.org/wikipedia/commons/6/62/Torsinplein_20_Tienen.JPG,,,42878,https://inventaris.onroerenderfgoed.be/erfgoedobjecten/42878,,,,,,,,,Torsinplein,apotheek@bulteel.be,https://www.aposite.be/bulteel,,,,Hoekhuis,,,,,,,,,yes,,50.8039158,M,,Tienen,yes,,,,Bulteel,,,3300,,,,1724,,,,,,,BE,OnroerendErfgoed
,,pharmacy,,,,,,,,,,,,,,18,,,5.4836029,,,,,,,,,,,,,,,,Lille Dorp,,,,,,,,,,,,,,,,,51.2264985,,,Pelt,house,,,,Buntinx,,,3910,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,35,,,3.9774362,,,,,,,,,agiv,,,,,,,Markt,,,,,,,,,,,,,,,,,50.9667191,,,,house,,,,Burms-Asselman L.,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,92,,,4.1385033,,"Mo-Fr 08:30-12:30,13:30-18:30; Sa 09:00-12:30",,,,,,,,,,,,,,Achterthof,,,,,,,,,,,,,,,,,51.0966563,,,,yes,,,,COOP - Apotheek Caroline Van der Veken,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,106,,,3.8556671,,,,,,,,,,,,,,,,Marktweg,,,,,,,,,,,,,,,,,50.7692237,,,Geraardsbergen,yes,,,,Callebout-Vogels,,,9500,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,6,,,3.0343410,,,,,,,,,,,,,,,,Stationsstraat,,,,,,,,,,,,,,,,,51.2721353,,,De Haan,yes,,,,Centrale Apotheek,,,8420,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,6,,,5.3682172,,,,,,,,,,,,,,,,Dorpsstraat,,,,,,,,Limburg,,,,,+32 11 81 32 66,,,,50.9923137,,,Zonhoven,yes,,,,Centrum,,,3520,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,199,,,4.8526991,,,,,,,,,,,,,,,,Oud-Strijderslaan,,https://www.cma.be/,,,,,,,,,,,,,,,51.1755449,,,,yes,,,,Centrum voor Medische Analyse,,,2200,,,,,,,,no,,,,
,,pharmacy,,,,,,,,,,,,,,216,,,4.7602438,,,,,,,,,,,,,,,,Vrijheid,,,,,,,,,,,,,,,,,51.3997527,,,Hoogstraten,yes,,,,Christel De Meester,,,2320,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,5,,,4.7114751,,,,,,,,,,,,,,,,Pakenstraat,,,,,,,,,,,,,,,,,50.8626060,,,Heverlee,yes,,,,Cleeremans,,,3001,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,208,,,5.0883756,,,,,,,,,,,,,,,,Ezaart,,,,,,,,,,,,,,,,,51.1773095,,,Mol,house,,,,Cobra Apotheek,,,2400,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,2,,,4.4043639,,,,,,,,,,,,,,,,Jan Van Eycklei,,,,,,,,,,,,,,,,,51.1001488,,,,house,,,,Cools,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,12,,,3.9787039,,,,,,,,,agiv,,,,,,,Markt,,,,,,,,,,,,,,,,,50.9660271,,,,house,,,,D'Haese,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,1,,,4.1518006,,,,,,,,,,,,,,,,Filip De Pillecynlaan,,,,,,,,,,,,,,,,,51.0901443,,,,yes,,,,D'Hondt Farma,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,56,,,5.3906872,,,,,,,,,,,,,,,,Oppelsenweg,,,,,,,,Limburg,,,,,+32 11 82 54 98,,,,50.9915171,,,Zonhoven,yes,,,,Dams,,,3520,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,Apotheek De Berken,,,,,,89,,,3.4525629,,,,,,,,,,,,,,,Gbg/2951265,Kleitkalseide,,,,,,,,,,,,,,,,,51.1820280,,,Maldegem,house,,,,De Berken,,,9990,,,,,,,2011/07/15,,,,,
,,pharmacy,,,,,,,,,,,,,,122,,,4.8488601,,,,,,,,,,,,,,,,St.-Jobsstraat,,,,,,,,,,,,,,,,,51.1801486,,,,shed,,,,De Ceuster,,,2200,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,463,,,4.4481289,,Mo-Sa 09:00-18:00,,,,,,,,,,,,,,Battelsesteenweg,,,,,,,,,,,,,,,,,51.0388146,,,Mechelen (Battel),yes,,,,De Lindeboom,,,2800,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,44,,,4.9493453,,,,,,,,,,,,,,,,Herentalsstraat,,,,,,,,,,,,,,,,,51.3205856,,,,yes,,,,De Meester,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,Charles Ransart,,,485,,5009608,4.3202499,,Mo-Fr 09:00-19:00; Sa 09:00-12:30,,,,,,,,,,,,,,Chaussée de Neerstalle - Neerstallesteenweg,,http://www.pharmaciedeneerstelle.be,,,,,,,,,,,+32 23 76 63 30,,,,50.7972741,,,,yes,,,,De Neerstelle,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,85,,,3.1427699,,,,,,,,,,,,,,,Gbg/273844,Oude Dorpsweg,,,,,,,,,,,,,,,,,51.1881921,,,Varsenare,house,,,,De Pauw,,,8490,,,,,,,2006/06/02,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,3.9078961,,"Mo-Th 08:30-12:15, 14:00-19:00;Sa 09:00-12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7860661,,,,house,,,,De Pril,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,89,,7917953,4.3622354,,"Mo-Fr 09:15-13:00,14:00-19:00",,,,,,,,,,,,,,Rue Keyenveld - Keienveldstraat,,,,,,,,,,,,,,,,,50.8336307,,,,yes,,,,De Vlamynck,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,13,,,4.5687703,,,,,,,,,,,,,,,,Antwerpsestraat,,,,,,,,Antwerpen,,,,,,,,,51.1321532,,,Lier,yes,,,,De Voorzorg,,,2500,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,14,,,5.1876105,,,,,,,,,,,,,,,,Luikerstraat,,,,,,,,,,,,,+32 11 68 21 09,,,,50.8149405,,,Sint-Truiden,yes,,,,De Voorzorg,,,3800,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,37,,,4.9372341,,,,,,,,,,,,,,,,Gilainstraat,,,,,,,,,,,,,+32 16 81 33 12,,,,50.8095416,,,Tienen,yes,,,,Decatte P,,,3300,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,42,,,3.7229559,,,,,,,,,,,,,,,,Sint-Niklaasstraat,,,,,,,,,,,,,,,,,51.0528663,,,,yes,,,,Decloedt,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,3.1030928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0649895,,,,yes,,,,Decorte,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.5112224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7080114,,,,yes,,,,Decrouez,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,61,,,4.9472589,,,,,,,,,,,,,,,,Tiensesteenweg,,,,,,,,,,,,,,,,,50.8434734,,,Glabbeek,yes,,,,Delattin,,,3380,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,2,,,4.8384412,2,,,,,,,,,,,,,,,Rue Alfred Bequet,info@pharmaciedelvenne.be,http://www.pharmahomeo.be/,,,,,,,,,,,,,,,50.4614184,,,Namur,yes,,,,"Delvenne, Jean-Luc",,,5000,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,224,,,4.6957403,,,,,,,,,,,,,,,,Naamsesteenweg,,,,,,,,,,,,,,,,,50.8610655,,,,yes,,,,Demeer,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,3.5567295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8327008,,,,yes,,,,Derijckere,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,38,,,4.9276233,,,,,,,,,,,,,,,,Aarschotsesteenweg,,,,,,,,,,,,,+32 16 81 43 79,,,,50.8134483,,,Tienen,yes,,,,Derwael Y,,,3300,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,14,,,5.0970727,,,,,,,,,,,,,,,,Rue Saint Martin,,,,,,,,,,,,,,,,,50.5505613,,,,yes,,,,Dock,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,107,,,4.6932126,,"Mo-Tu 08:30-18:30;We 08:30-12:30;Th-Fr 08:30-18:30;Sa 09:00-12:30,13:30-18:00",,,,,,,,,,,,,,Avenue de la Faculté d'Agronomie,pharmacie.dosogne@swing.be,https://www.aposite.be/dosogne/,,,,,,,,,,,,,,,50.5686616,,,Gembloux,yes,,,,Dosogne,,,5030,,,,,,,,no,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,,,,4.8662882,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50.4628063,,,Namur,commercial,,,,Easypharma,,,5000,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,46,,,4.5517187,,,,,,,,,local knowledge,,,,,,,Kerkstraat,,,,,,,,,,,,,,,,,51.2631491,,,,house,,,,Eelen,,,2970,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,35,,,4.2520427,,,,,,,,,,,,,,,Gbg/3550234,Nachtegaalstraat,,,,,,,,,,,,,,,,,50.7391993,,,,yes,,,,Els De Ridder,,,,,,,,,,2012-10-31,,,,,
,,pharmacy,,,,,,,,,,,,,,27,,,4.4810535,,,,,,,,,,,,,,,,Magdalena Vermeeschlaan,,,,,,,,,,,,,,,,,51.1440809,,,Hove,yes,,,,Embrechts,,,2540,,,,,,,,,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,17,,,4.6233090,,,,,,,,,,,,,,,,Rue de Fosses,,,,,,,,,,,,,+32 71 76 05 41,,,,50.4244441,,,,yes,,,,Falipharma,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.5313539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7158716,,,,yes,,,,Familia,,,,,,,,,,,no,,,,
,,pharmacy,,,,,,,,,,,,,,10,,,4.2050807,,,,,,,,,,,,,,,,Rue de la Soie,,,,,,,,,,,,,,,,,50.6948093,,,,yes,,,,Familia,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.6030008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6193175,,,,yes,,,,Fanilia,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,160,,,4.7609967,,,,,,,,,,,,,,,,Vrijheid,,https://www.aposite.be/10112/,,,,,,,,,,,,,,,51.4017820,,,Hoogstraten,yes,,,,Fransen c.v.,,,2320,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,74,,,4.6011472,,,,,,,,,bing,,,,,,,Chaussée de Nivelles,,,,,,,,,,,,,+32 71 88 80 46,,,,50.5262152,,,,yes,,,,Gilbert - Van Ingel,,,5140,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,18,,,4.9368673,,,,,,,,,,,,,,,,Hannuitsesteenweg,,,,,,,,,,,,,+32 16 81 21 79,,,,50.7964380,,,,yes,,,,Gilis C,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,159,,,4.7361957,,,,,,,,,,,,,,,,Leuvensebaan,,,,,,,,,,,,,,,,,50.9144284,,,,house,,,,Gils - Verstappen,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,18,,,4.7596852,,,,,,,,,,,,,,,,Hoek,,,,,,,,,,,,,,,,,51.3474813,,,Rijkevorsel,yes,,,,Goed Apotheek,,,2310,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,37,,,4.3787416,,,,,,,,,,,,,,,,Chaussée Reine Astrid,,,,,,,,,,,,,,,,,50.6858195,,,Braine-l'Alleud,yes,,,,GrandJean,,,1420,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,18,,,3.1262776,,,,,,,,,,,,,,,,Peter Benoitstraat,,,,,,,,,,,,,,,,,51.3140925,,,,yes,,,,Grote Markt,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,51-55,,,4.1420549,,,,,,,,,,,,,,,,Kapellestraat,,,,,,,,,,,,,,,,,51.0964312,,,,yes,,,,HC Pharma,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,3.7464456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7111245,,,,house,,,,Hanselin Anne,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,40,,,5.6756564,,"Mo-Fr 09:00-18:30, Sa 09:00-12:30",,,,,,,,,,,,,,Place Joseph Thiry,pharmaciehaufroid@gmail.com,,,,,,,,,,,,+32 4 384 41 24,,,,50.4746150,,,,yes,,,,Haufroid,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,25,,,5.3355732,,,,,,,,,,,,,,,,Havermarkt,,https://www.apotheekhavermarkt.be/nl/default/1000000/Home.aspx,,,,,,,,,,,,,,,50.9294472,,,Hasselt,yes,,,,Havermarkt,,,3500,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3464033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1442019,,,,yes,,,,Hemifar,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,120,,,4.9458983,,,https://inventaris.onroerenderfgoed.be/afbeeldingen/35384?size=full,,,42923,https://inventaris.onroerenderfgoed.be/erfgoedobjecten/42923,,,,,,,,,Beauduinstraat,,,,,,Dwarshuis,,,,,,,+32 16 81 10 35,,yes,,50.8034237,M,,Tienen,yes,,,,Hendrickx P,,,3300,,,,1628,,,,,,,BE,OnroerendErfgoed
,,pharmacy,,,,,,,,,,,,,,52,,,4.6918823,,,,,,,,,,,,,,,,Middelweg,,,,,,,,,,,,,,,,,50.8585522,,,,yes,,,,Herbrand,,,,,,,,,,,,pharmacy,,,
,,pharmacy,no,,,,,,,,,,,,,2,,,4.0061502,,,,,,,,,,,,,,,,Emiel Hertecantlaan,,,,,,,,,,,,,+32 52 42 31 81,,,,51.0196362,,,Berlare,house,,,,Hertecant Farma,,,9290,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,89,,,4.6574306,,,,,,,,,,,,,,,,Markt,,,,,,,,,,,,,,,,,51.1175437,,,Berlaar,yes,,,,Heylen,,,2590,,,,,,,,Heylen,,,,
,,pharmacy,,,,,,,,,,,,,,23,,,4.6725065,,,,,,,,,,,,,,,,Gemeentestraat,,,,,,,,,,,,,,,,,51.1612388,,,,house,,,,Heylen,,,,yes,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,Spiritus Katrijn,,,3,,,5.4921243,,,,,,,,,,,,,,,,Bilzersteenweg,,https://www.apotheekhoeseltpharma.be/,,,,,,,,,,,+32 89 41 12 33,,,,50.8502925,,,Hoeselt,yes,,,,Hoeseltpharma,,,3730,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,65,,,4.9839542,,,,,,,,,,,,,,,,Putstraat,,,,,,,,,,,,,+32 16 78 20 64,,,,50.7951952,,,"Hakendover, Tienen",yes,,,,Holsbeek R,,,3300,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,47,,,5.4085243,,,,,,,,,,,,,,,,Molenweg,,,,,,,,,,,,,,,,,50.9880358,,,,yes,,,,Hustings,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,10,,,4.6700142,,,,,,,,,,,,,,,,Hoogstraat,,,,,,,,,,,,,,,,,51.0576406,,,,yes,,,,I. De Bauw,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,170,,,3.2064691,,,,,,,,,,,,,,,Gbg/3144747,Blankenbergse Steenweg,,,,,,,,,,,,,,,,,51.2280895,,,Brugge,house,,,,K. Lafaut,,,8000,,,,,,,2017-06-16,,,,BE,
,,pharmacy,,,,,,,,,,,,,,90,,,4.3893635,,"Mo-Fr 09:00-13:00, 13:30-18:30; Sa 09:00-13:00, Su, PH off",,,,,,,,,,,,,Gbg/1192173,Kapellestraat,info@kapelleapotheek.be,https://www.kapelleapotheek.be/,,,,,,,,,,,+32 3 877 49 11,,,,51.1301649,,,Aartselaar,house,,,,Kapelle Apotheek,,,2630,,,,,,,2016-05-02,,,,,
,,pharmacy,,,,,,,,,,,,,,312,,8507170,4.3840506,,,,,,,,,,,,,,,,Chaussée de Boondael - Boondaalse Steenweg,,,,,,,,,,,,,,,,,50.8187338,,,,yes,,,,La Pharmacie de la Petite Suisse,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,27,,,4.3289348,,,,,Pharmacie Laurent Staquet SPRL,,,,,,,,,,,Rue de la Station,,,,,,,,,,,,,+32 71 84 40 22,,,,50.4892734,,,Gouy-Lez-Pieton,yes,,,,Laurent Staquet SPRL,,,6181,,,,,,,,,,,,
,,pharmacy,no,,,,,,,,,,,,,106,,,3.3240858,,,,,,,,,,,,,,,,Dorpsstraat,,https://www.apotheekleenesonne.be/,,,,,,,,,,,,,,,51.2012499,,,Sijsele,commercial,,,,Leenesonne,,,8340,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,186,,,4.9270318,,,,,,,,,,,,,,,,Mulkstraat,,,,,,,,,,,,,+32 16 81 88 73,,,,50.8010076,,,Tienen,yes,,,,Lemmens S,,,3300,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,37,,,3.2906560,,,,,,,,,,,,,,,,Oostrozebekestraat,,,,,,,,,,,,,,,,,50.9481860,,,,yes,,,,Leupe,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,10,,,5.6144424,,Mo-Fr 09:00-19:00; Sa 09:00-12:30,,+32 4 3650767,,,,,,,,,,,,Rue Neuve,,,,,,,,,,,,,,,,,50.6126103,,,,house,,,,Leurquin A.,,,4032,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,46,,,4.7412072,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,50.9416948,,,,yes,,,,Libbrecht,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,65,,,4.9503203,,,,,,,,,,,,,,,,Graatakker,,,,,,,,,,,,,,,,,51.3176460,,,Turnhout,commercial,,,,Lloyds Pharmacy,,,2300,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,40,,,4.7637403,,,,,,,,,,,,,,,,Minderhoutdorp,,https://www.lloydspharma.be/nl/stores-nl,,,,,,,,,,,,,,,51.4162980,,,Minderhout,yes,,,,Lloyds Pharmacy,,,2322,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,84,,,4.9328612,,,,,,,,,,,,,,,,Leuvensestraat,,,,,,,,,,,,,+32 16 81 13 56,,,,50.8094082,,,Tienen,yes,,,,Lobbinger Y,,,3300,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,,,,5.5993496,,"Mo-Fr 09:00-12:30, 14:00-18:45; Sa 09:00-12:30",,+32 4 3651758,,,,,,,,,,,,,,http://pharmacielonneux.be/fr,,,,,,,,,,,,,,,50.6111412,,,,yes,,,,Lonneux Pharmacie,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,174,,,4.7263250,,,,,,,,,,,,,,,,Koning Albertlaan,,,,,,,,,,,,,,,,,50.8762048,,,Kessel-Lo,yes,,,,Lox G.,,,3010,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,168,,,4.6911556,,,,,,,,,,,,,,,,Bouwelsesteenweg,,,,,,,,,,,,,,,,,51.1655606,,,Nijlen,yes,,,,Luc Luyten,,,2560,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,272,,,4.4287173,,,,,,,,,,,,,,,,Prins Boudewijnlaan,,,,,,,,,,,,,,,,,51.1602295,,,Edegem,house,,,,Luyckx,,,2650,,,,,,,,,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,151,,,5.5400136,,,,,,,,,,,,,,,,Rue Walthère Jamar,,,,,,,,,,,,,,,,,50.6525011,,,Ans,yes,,,,M. Senterre,,,4430,,,,,,,,,,,BE,
