amenity,int_name,ref:ipa,healthcare:speciality,ref:dgpc,wikipedia,contact:website,name:pt,official_name,lon,owner,wikidata,alt_name,parking,operator,sport,INF_MORADA,addr:housenumber,layer,capacity,short_name,addr:district,heritage:since,building:levels,opening_hours,contact:phone,addr:housename,heritage:website,name:de,note,source,name:fr,site_status,boundary,addr:street,email,protection_title,website,ref:vatin,fax,description,emergency,contact:email,building:material,heritage,addr:unit,barrier,phone,source:ref,historic,ownership,old_name,lat,operator:type,heritage:ref,addr:city,building,building:colour,contact:facebook,name:en,contact:fax,name,source:pkey,castle_type,addr:postcode,wheelchair,area,addr:place,name:es,start_date,electricity,protect_class,healthcare,heritage:website:sipa,toilets:wheelchair,landuse,disused,addr:country,heritage:operator
hospital,,,,,,,,,-25.1463295,,,,,,,,7F,,,,,,,,,,,,Horário: Das 08h00 às 00h00 - Todos os dias.,http://cmnordeste.pt,,,,Estrada Regional,,,,,,,,,,,,,+351 296 480090,,,,,37.8345778,,,Nordeste,,,,,,Centro de Saúde de Nordeste,,,9630-161,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.3179834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.6935407,,,,yes,,,,,Centro de Saúde de Oeiras,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4934998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5170150,,,,yes,,,,,Centro de Saúde de Oliveira do Bairro,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6049641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6010842,,,,yes,,,,,Centro de Saúde de Oliveirinha,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6343379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5230315,,,,yes,,,,,Centro de Saúde de Ouca,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.8971716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5707076,,,,yes,,,,,Centro de Saúde de Palmela,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3536051,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,41.1666828,,,,yes,,,,,Centro de Saúde de Paço de Sousa,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.2837721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2671828,,,,yes,,,,,Centro de Saúde de Penacova,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-25.6761640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7534457,,,,,,,,,Centro de Saúde de Ponta Delgada,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5444341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1385093,,,,,,,,,Centro de Saúde de Portimão,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-7.5399391,,,,,,,,,,,,,,,,,,,,,,,,,Rua Doutor Jacinto Fernandes Palma,,,,,,,,,,,,,,,,,,38.4290857,,,Reguengos de Monsaraz,,,,,,Centro de Saúde de Reguengos de Monsaraz,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.9680962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1053801,,,,,,,,,Centro de Saúde de Resende,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.7952635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5185643,,,,yes,,,,,Centro de Saúde de Ribeira de Pena,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-16.7941839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6893179,,,,,,,,,Centro de Saúde de Santa Cruz,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6187422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,40.6322280,,,,yes,,,,,Centro de Saúde de Santa Joana,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.4902535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8980980,,,,public,,,Health Centre,,Centro de Saúde de Sernancelhe,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3641931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7268763,,,,,,,,,Centro de Saúde de Sever do Vouga,,,,,,,,,,,,,,,,,
hospital,,,,,,,,Unidade de Saúde Familiar Nova Era,-8.3971193,,,,,,,,67,,,,Porto,,,,,,,,,bing; survey,,,,Rua Ernesto Silva,,,,,,,,,,,,,,,,,,41.1537917,,,,,,,,,Centro de Saúde de Sobreira,,,4585-545,,,,,,,,,,,,,PT,
hospital,,,,,,,,,-8.6465863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5429183,,,,yes,,,,,Centro de Saúde de Sosa,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6208654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0627092,,,,yes,,,,,Centro de Saúde de Soure,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-28.3334036,,,,,,,,,,,,,,,,,,,,,,,,,Avenida António Simas da Costa,sres-usip@azores.gov.pt,,,,+351 292 648085,,,,,,,,+351 292 648070,,,,,38.5297200,,,,,,,,,Centro de Saúde de São Roque do Pico,,,9940-232,,,,,,,,,,,,,PT,
hospital,,,,,,,,,-7.7763963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0222062,,,,,,,,,Centro de Saúde de Tarouca,,,,,,,,,,,,,,,,,
hospital,,,general,,,,,,-7.6510442,,,,,Ministério da Saúde,,,,,,,,,,,,,,,,,,,,Estrada de Santa Luzia,,,,,,,no,,,,,,,,,,,37.1155956,,,Tavira,,,,,,Centro de Saúde de Tavira,,,8800-534,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.0842348,,,,,,,,102,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,Av. 25 de Abril,tondela.ucsp@gmail.com,,http://www2.portaldasaude.pt/portal/servicos/prestadoresV2/?providerid=445,,,,,,,,,,,,,,,40.5174347,,,Tondela,,,,,,Centro de Saúde de Tondela,,,3460-541,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.2940403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4269987,,,Guimarães,,,,,,Centro de Saúde de Urgezes,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5958998,,,,,,,,1,,,,,,,,,,,,,,,,,Rua do Rossio,,,,,,,no,,,,,,,,,,,39.7308666,,,Urqueira,yes,,,,,Centro de Saúde de Urqueira,,,2435-712,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6857249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,40.5467844,,,,,,,,,Centro de Saúde de Vagos,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.4975840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.1867701,,,,,,,,,Centro de Saúde de Valongo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.3136341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6089345,,,,yes,,,,,Centro de Saúde de Valpaços,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.7276651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,40.8498254,,,,,,,,,Centro de Saúde de Vila Nova de Paiva,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7453052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3555271,,,,yes,,,,,Centro de Saúde de Vila do Conde,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3144794,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,no,,,,,,,,,,,41.3792618,,,,,,,,,Centro de Saúde de Vizela,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.1141859,,,,,,,,,,,,,,,,,,,,,,,,,Rua Doutor Ribeiro Cardoso,,,,,,,no,,,,,,,,,,,40.7221737,,,Vouzela,service,,,,,Centro de Saúde de Vouzela,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4469657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5823497,,,,hospital,,,,,Centro de Saúde de Águeda,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.9550230,,,,,Serviço Nacional de Saúde,,,71,,,,,,1,Mo-Fr 08:00-20:00,,,,,,http://www.docvadis.pt/usfafonsoeiro/index.html,,,,Rua Doutor Francisco Manuel de Melo,,,,,,,no,aces.arcoribeirinho@arslvt.min-saude.pt,,,,,+351 212 309 870,,,,,38.7032175,,,Montijo,,,,,,Centro de Saúde do Afonsoeiro,,,2870-161,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-8.9793709,,,,,Serviço Nacional de Saúde,,,21,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,Avenida Luís de Camões,,,,,,,no,,,,,,,,,,,38.7084913,,,Montijo,yes,,,,,Centro de Saúde do Montijo,,,2870-163,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6285801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0769362,,,,yes,,,,,Centro de Saúde- Extensão de Gulpilhares,,,,,,,,,,,,,,,,,
hospital,,,general,,,,,,-8.4090919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.3553327,,,,,,,,,Centro de Sáude de São tomé de Negrelos,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5757357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,39.6591157,,,,,,,,,Centro de saúde de Ourém,,,,limited,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3932409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8474462,,,,,,,,,Centro de saúde de Vale de Cambra,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-7.4636781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8045259,,,,,,,,,Centro saúde de Borba,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5292853,,,,,,,,251,,,,,,,,,Clifala,,,,,,,,Rua de São João de Deus,,,,,,,,,,,,,,,,,,41.1393767,,,Gondomar (São Cosme),yes,,,,,Clifala,,,4420-317,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1824696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.6998067,,,,yes,,,,,Clinica CUF Belém,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7820057,,,,,,,,3A,,,,,,,,,,,,,,,,,Rua do Progresso,,,,,,,no,,,,,,,,,,,39.1654366,,,,,,,,,Clinica Eco-Radiologica do Cartaxo,,,2070-085,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3682347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3096130,,,,,,,,,Clinica Santo Antonio,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6907743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.2947879,,,,yes,,,,,Clinica de Modivas,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7387999,,,,,,,,,,,,,,,,,,,,,,,,,Avenida Manuel José Lebrão,clipovoacerveira@clipovoa.pt,,https://www.clipovoa.pt/,,+351 251 795 028,,no,,,,,,+351 251 706 101,,,,,41.9412801,,,Vila Nova de Cerveira,yes,,,,,Clipóvoa,,,4920-280,,,,,,,,,,,,,PT,
hospital,,,,,,,,,-8.5498050,,,,,,,,626,,,,,,,,,,,,,,,,,Avenida de Paradela,,,,,,,,,,,,,,,,,,41.3331964,,,Trofa,,,,,,"Clitrofa – Centro Médico, Dentário e Cirúrgico",,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-9.3414447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.6823964,,,,,,,,,Clínica Europa,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.3946998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7045830,,,Estoril,yes,,,,,Clínica Médico-Dentária Calouste Gulbenkian,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.9840159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6491566,,,,,,,,,Clínica Raríssimas da Moita,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1689598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,38.7515248,,,,,,,,,Clínica São João de Ávila,,,,,yes,,,,,,,,,,,,
hospital,,,,,,,,,-8.3157245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.3821914,,,,,,,,,Clínica VizelMédica,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1212486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,39.3625070,,,,,,,,,Clínica de Diálise,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.0927740,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,41.3709391,,,,yes,,,,,Clínica de Medicina Dentária Doutora Sílvia Silva,,,,,,,,,,,,,,,,,
hospital,,,,,pt:Humberto Barbosa,,,,-9.3630445,,,,,,,,3710,,,,,,,,,Clínica do Tempo,,,"A CLÍNICA DO TEMPO funciona numa moradia de prestígio na Avenida Marginal, em frente ao mar, com parque de estacionamento privativo, salas de espera, de tratamentos e consultórios com toda a modernidade, requinte e conforto necessários ao seu bem-estar.",http://clinicadotempo.com,,,,Avenida Marginal,,,http://clinicadotempo.com,,,,no,,,,,,+351 21 458 85 00,,,,,38.6903325,,,Parede,,,,,,Clínica do Tempo - Doutor Humberto Barbosa,,,2775-239,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-7.8384091,,,,,,,,,,,,,,,,,Cruz Vermelha,,,,,,,,,,,,,,,,,,,,,,,,,,37.0353079,,,Olhão,yes,,,,,Cruz Vermelha,,,8700,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3112948,,,,,Delegação de Terras de Bouro,,,128,,5,,,,,,,,,,"Direcção
A direcção da Delegação de Terras do Bouro é constituída pelos seguintes membros:
Presidente
Vitor Manuel Peixoto Dias.
Vice-Presidentes
Maria Teresa Fernandes; Horácio Sousa; Paulo Sousa e José Dias.
Tesoureiro
João Marques dos Santos",,,,,Rua da Cruz Vermelha,,,http://terrasbouro.cruzvermelha.pt/,,,"A Cruz Vermelha Portuguesa procura ajudar as pessoas vulneráveis, sejam quem forem e onde quer que estejam, com o objectivo de proteger as suas vidas, saúde e dignidade.",yes,,,,,,253 351 444,,,,,41.7182673,,,Moimenta - Terras de Bouro,,,,,,Cruz Vermelha,,,4840-100,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.0767430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2740792,,,,public,,,,,Cruz Vermelha Portuguesa,,,,,,,,,,,,,,,,,
hospital,Red Cross,,,,,,,,-8.4152241,,,,,,,,317,,,,,,,,,Delegação de Braga,,,Posto de Enfermagem,,,,,Avenida 31 de Janeiro,,,,,,,yes,,,,,,+351 253 208870,,,,,41.5484885,,,,yes,,,,,Cruz Vermelha Portuguesa,,,4715-052,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.0835566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6932297,,,,,,,,,Cruz Vermelha Portuguesa,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.7830557,,,Cruz Vermelha de Marinhas,,N13 80 4740-571 Marinhas Portugal,,,80,,,,,,,,,,,,,,,,,Avenida São Sebastião,adm_geral@cvpmarinhas.org,,http://www.cvpmarinhas.org/,,,,yes,,,,,,+351 253 964 720,,,,,41.5569857,,,Marinhas,,,,,,Cruz Vermelha Portuguesa - Delegação Marinhas,,,4740-571,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7736628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6285962,,,,,,,,,Cruz Vermelha Portuguesa - Delegação de Neiva,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.1662765,,,Cruz Vermelha do Gerês,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.7215613,,,,yes,,,,,Cruz Vermelha Portuguesa - Delegação do Gerês,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3150060,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,41.3761686,,,,,,,,,Cuidados Continuados,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3921183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8480171,,,,,,,,,Cuidados continuados,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.8052335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7441342,,,,yes,,,,,D. Manuel de Aguiar,,,,,,,,,,,,,,,,,
hospital,,,psychiatry,,,,,,-7.4939440,,,,,CHUCB - Covilhã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2668395,,,,yes,,,,,Departamento Psiquiátrico (Saúde Mental),,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.3995399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.5675427,,,,hospital,,,,,Entrada Principal Ágora,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.9022262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,38.5706931,,,,,,,,,Espírito Santo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5494555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5415056,,,,yes,,,,,Extensao de Saúde de Oiã,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4910028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5317809,,,,,,,,,Extensão UCSP Cabreiros/Sequeira - Pólo Cabreiros (CS Braga II - Maximinos),,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5009839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6240506,,,,,,,,,Extensão de Saude,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.2331485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2248165,,,,yes,,,,,Extensão de Saúde Benquerença (C. S. Penamacor),,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6803714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7381463,,,,,,,,,Extensão de Saúde Lanheses,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6857316,,,,,,,,,,,,,,,,,Extensão de Saúde Santa Catarina da Serra,,,,,,,,Rua do Jardim,admscat@csghenriques.srsleiria.min-saude.pt,,,,,,no,,,,,,+351 244741151,,,,,39.6748294,,,Santa Catarina da Serra,yes,,,,,Extensão de Saúde Santa Catarina da Serra (CS Leiria - Doutor Gorjão Henriques),,,2495-186,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4862348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7469726,,,,yes,,,,,Extensão de Saúde da Branca,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4306851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3390914,,,,,,,,,Extensão de Saúde da Pampilhosa,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7986422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4561652,,,,yes,,,,,Extensão de Saúde da Praia de Mira,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.1554957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9663068,,,,,,,,,Extensão de Saúde de Alvarenga,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7841560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4881112,,,,yes,,,,,Extensão de Saúde de Barra de Mira,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6439697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7736733,,,,yes,,,,,Extensão de Saúde de Bunheiro,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5530082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7175887,,,,yes,,,,,Extensão de Saúde de Canelas,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.1730804,,,,,,,,,,,,,,,,,,,,,,,,,Largo do Caramulo,,,,,,,,,,,,,,,,,,40.5727468,,,,,,,,,Extensão de Saúde de Caramulo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6898732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4357392,,,,yes,,,,,Extensão de Saúde de Carapelhos,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7979938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6217430,,,,,,,,,Extensão de Saúde de Castelo do Neiva,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.7803141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6500990,,,,,,,,,Extensão de Saúde de Chafé,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6790516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4279253,,,,yes,,,,,Extensão de Saúde de Corticeiro de Cima,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5536972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7011380,,,,yes,,,,,Extensão de Saúde de Fermelã,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3788274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3863131,,,,hospital,,,,,Extensão de Saúde de Luso,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7709942,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,no,,,,,,,,,,,37.4245618,,,,yes,,,,,Extensão de Saúde de Odeceixe,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4602993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7981167,,,,yes,,,,,Extensão de Saúde de Palmaz,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4242926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6872290,,,,yes,,,,,Extensão de Saúde de Pico de Regalados,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6705354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4767137,,,,yes,,,,,Extensão de Saúde de Ponte de Vagos,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4457772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7414365,,,,yes,,,,,Extensão de Saúde de Ribeira de Fráguas,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.1056247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5672699,,,,,,,,,Extensão de Saúde de Rossas,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5577989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7387758,,,,,,,,,Extensão de Saúde de Salreu,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5644644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5025316,,,,yes,,,,,Extensão de Saúde de Troviscal,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4612922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6993513,,,,yes,,,,,Extensão de Saúde de Valmaior,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6123236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7509997,,,,yes,,,,,Extensão de Saúde de Veiros,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5213172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4219812,,,,yes,,,,,Extensão de Saúde de Vilarinho do Bairro,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3577446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1058077,,,,,,,,,Extensão de Sáude de Armação de Pêra,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.2221133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6941246,,,,yes,,,,,Fundação Dona Anna de Sommer Champalimaud e Doutor Carlos Montez Champalimaud,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.2327871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1030725,,,,,,,,,HPP Hospital de Albufeira,,,,,,,,,,,,,,,,,
hospital,,,,,,http://www.hppcascais.pt/,,,-9.4175607,,,,,,,,,,,,,,,,+351 214653000,,,,,,,,,Avenida Brigadeiro Victor Novais Gonçalves,,,,,,,yes,,,,,,,,,,,38.7282727,,,Alcabideche,,,,,,HPP Hospital de Cascais Doutor José de Almeida,,,2755-009,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7144325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.3875224,,,,,,,,,Hospitais Senhor do Bonfim,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4112830,,,,,Centro Hospitalar e Universitário de Coimbra,,,,,,HUC,,,,,,,,,,,,,,Praceta Professor Mota Pinto,,,,,,,,,,,,,+351 239 400 400,,,national,,40.2195676,,,Coimbra,,,,,,Hospitais da Universidade de Coimbra - Bloco Central,,,3004-561,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4097328,,,,,Centro Hospitalar e Universitário de Coimbra,,,,,,HUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national,,40.2191991,,,,,,,,,Hospitais da Universidade de Coimbra - Blocos de Celas,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.4986418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,39.8234183,,,,,,,,,Hospital Amato Lusitano,,,,,,,,,,,,,,,,,
