health_facility:type,office,healthcare:speciality,building:part,indoor,health_specialty:oral_surgery,payment:cash,currency:others,postal_code,wheelchair:access,building:type,addr:housenumber,toilets,addr:state,name:de,heritage:since,opening_hours:url,image,fax,survey:date,emergency,building:roof,contact:facebook,historic,currency:EUR,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,cn_ukd:token,lastcheck,roof:orientation,source:outline,designation,roof:height,owner,source:addr,source:address,wikipedia,mapillary,health_specialty:physiotherapy,check_date,ref,email,building:height,source:housenumber,contact:email,name:historic,roof:shape,building:use,publisher,name:hsb,atm,source:geometry,addr:city,source:building,toilets:wheelchair,source_ref,historic:addr:housenumber,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,short_name,source,opening_hours,contact:phone,addr:housename,heritage,start_date,website,phone,health_specialty:dentistry,old_name,smoking,heritage:ref,historic:addr:street,wheelchair:description:de,architect,wheelchair,amenity,health_specialty:periodontology,opening_hours:emergency,operator:type,addr:hamlet,building:flats,addr:suburb,official_name,toilets:access,payment:notes,medical_system:western,addr:district,payment:girocard,building:levels,health_facility,note,kvl_hro:type,FIXME,description,building:material,kvl_hro:amenity,kvl_hro:desc,building:architecture,lat,building,building:colour,payment:coins,url,roof:levels,healthcare,healthcare:for,addr:country,heritage:operator
,,,,,,,,,,,1c,,,,,,,,,,,,,,Freiheitsstraße,,,,Dr. P. Sottong,,,53842,,,,,,,,,,,,,,,,,,,,,saltbox,,,,,,Troisdorf,,,,,7.1213400,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,dentist,,,,,,Spich,,,,,,,,,,,,,,,,,50.8278397,yes,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Pauls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9012976,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.0535885,yes,,,,,,,,
,,,,,,,,,,,183a,,,,,,,,,,,,,,Alexanderstraße,,,,Dr. Peter Grund Zahnarzt & Oralchirurg,,,26121,,,,,,,,,,,,,,,,,,,,,,,,,,,Oldenburg,,,,,8.2081517,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.1603674,yes,,,,,dentist,,,
,,,,,,,,,,,42,,,,,,,,,,,,,,Scharrenbroicher Straße,,,,Dr. Peter Poß,,,51503,,,,,,,,,,,,,,,,,,,,,,,,,,,Rösrath,,,,,7.1800446,,,,,,,,,,,,,,,,+49 2205 84666,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.8913538,commercial,,,,,,,DE,
,,,,,,,,,,,10,,,,,,,,,,,,,,Reinhold-Maier-Straße,,,,Dr. Peter-Werner Alt,,,71642,,,,,,,,,,,,,,,,,,,,,,,,,,,Ludwigsburg,,,,,9.2659833,,,,,,,,,,,,,,,https://www.zahnarzt-alt.de/,+49 7144 97137,,,,,,,,,dentist,,,,,,Poppenweiler,,,,,,,,,,,,,,,,,48.9066426,yes,,,,,,,DE,
,,,,,,,,,,,15,,,,,,,+49 9135 727415,,,,,,,Grünauweg,,,,Dr. Pfersich,,,91056,,,,,,,,,,,,,,,,,,,,,,,,,,,Erlangen,,,,,10.9324874,,,,,,,,,,,,,,,http://www.dr-pfersich.de/,+49 9135 8267,,,,,,,,,dentist,,,,,,Dechsendorf,,,,,,,,,,,,,,,,,49.6314844,yes,,,,,,,DE,
,,,,,,,,,,,28,,,,,,,,,,,,,,Heimstättenstraße,,,,Dr. Pfimpfl/Fuchs,,,64846,,,,,,,,,,,,,,,,,,,,,,,,,,,Groß-Zimmern,,,,,8.8275304,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.8778792,yes,,,,,,,DE,
,,,,,,,,,,,3,,Hessen,,,,,,,,,,,,Alter Alsfelder Weg,,,,Dr. Pia Kolb und Dr. Dieter Kolb,,,36318,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwalmtal,,,,,9.2628019,,,,,,,,,,,,,,,https://www.drkolb.de/,+49 6630 1411;+49 6641 2239,,,,,,,,,dentist,,,,,,Storndorf,,,,,,,,,,,,,,,,,50.6577188,yes,,,,,dentist,,,
,,,,,,,,,,,470,,,,,,,,,,,,,,Böblinger Straße,,,,Dr. Pierre Hobbach & Partner,,,70569,,,,,,,6,,,,,,,,,,,,,,gabled,,,,,,Stuttgart,,,,,9.1298583,,darkred,,12,,,,,,,,,,,https://drhobbach.de/,,,,,,,,,,dentist,,,,,,,,,,,,,2,,,,,,,,,,48.7398956,yes,white,,,2,dentist,,DE,
,,,,,,,,,,,12,,,,,,,,,,,,,,Sallancher Straße,,,,Dr. Plöger Kieferorthopäde,,,78549,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaichingen,,,,,8.7323452,,,,,,,,,,,,,,,,,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,48.0751417,yes,,,,,,,DE,
,,,,,,,,,,,23,,,,,,,,,,,,,,Schützenhofstraße,,,,Dr. R.-G. Grützbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rastede,,,,,8.2032542,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.2502563,house,,,,,dentist,,DE,
,,,,,,,,,,,31,,,,,,,,,,,,,,Saidelsteig,,,,Dr. Rainer Lösch und Kollegen,,,91058,,,,across,,,,,,,,,,,,,,,,,gabled,,,,,,Erlangen,,,,,11.0229673,,brown,,,,,,,Bing,Mo-Th 07:00-19:00; Fr 08:00-16:00,,,,,https://www.fit-for-zahn.de/,+49 9131 60 20 30,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.5547582,yes,FCF8F8,,,,dentist,,DE,
,,,,,,,,,,,70,,,,,,https://web.archive.org/web/20170115164459if_/https://d1cuyjsrcm0gby.cloudfront.net/ujzMrrt6pQaFYGW6ZT-bAg/thumb-2048.jpg,,,,,,,,Husemannstraße,,,+49 2302 189877,Dr. Rainer Philipp,,,58452,,,,,,,,,,,,ujzMrrt6pQaFYGW6ZT-bAg,,,,,,,philippodent@yahoo.de,,flat,,,,,,Witten,,,,,7.3482861,,gray,,,,,Rainer Philipp,,,Mo 08:00-18:30; Tu-Fr 08:00-15:00; PH off,+49 2302 13109,,,,,,,,no,,,,,no,dentist,,,private,,,Mitte,,,,,,,1,,,,,,brick,,,,51.4374298,commercial,red,,,,dentist,,DE,
,,,,,,,,,,,8,,,,,,,,,,,,,,In den Kirchäckern,,,,Dr. Raphaela Reichert,,,76846,,,,,,,,,,,,,,,,,,,,,,,,,,,Hauenstein,,,,,7.8468663,,,,,,,,,,,,,,,,,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,49.1921327,yes,,,,,dentist,,DE,
,,,,,,,,,,,30,,,,,,,,,,,,,,Poststraße,,,,Dr. Reischmann & Partner,,,30890,,,,,,,,,,,,,,,,,,,,,,,,,,,Barsinghausen,,,,,9.4606887,,,,,,,,,,,,,,,http://www.zahnarzt-barsinghausen.de/,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.3052130,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Richter und Kollegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6557583,,,,,,,Dr. Richter und Kollegen,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.4914125,yes,,,,,dentist,,,
,,,,,,,,,,,8,,,,,,,,,,,,,,Lippstädter Straße,,,,Dr. Riesmeier,,,33397,,,,,,,,,,,,,,,,,,,,,,,,,,,Rietberg,,,,,8.3892411,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.7561031,yes,,,,,,,DE,
,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Rost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1630159,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Facharzt für Kieferorthopädie,,,,,53.6847320,yes,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Rozita Safavi Kieferorthopädie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5102599,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.4553964,yes,,,,,,,,
,,,,,,,,,,,75,,,,,,,,,,,,,,Nürnberger Straße,,,,Dr. Rösch,,,96114,,,,,,,,,,,,,,,,,,,,,,,,,,,Hirschaid,,,,,10.9957341,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.8121879,yes,,,,,,,DE,
,,,,,,,,,,,15,,,,,,,,,,,,,,Florian-Geyer-Straße,,,,Dr. Rüdiger Jung,,,97241,,,,,,,,,,,,,,,,,,,,,,,,,,,Bergtheim,,,,,10.0654797,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.8953699,yes,,,,,,,,
,,,,,,,,,,,19a,,,,,,,,,,,,,,Lammersdorfer Straße,,,,Dr. Sabine Clemens,,,52159,,,,,,,,,,,,,,,,,,,,,,,,,,,Roetgen,,,,,6.2140619,,,,,,,,,,,,,,,,+49 2471 132111,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.6820175,yes,,,,,dentist,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Sabine Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,8.6150272,,,,,,,,,,,,,,,,,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,53.1613824,yes,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Sabine Sauter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2557855,,,,,,,,,bing,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.1413198,yes,,,,,,,,
,,,,,,,,,,,6a,,,,,,,,,,,,,,Am Seukenbach,,,,Dr. Sabine Schulze,,,90556,,,,,,,,,,,,,,,,,,,,,,,,,,,Seukendorf,,,,,10.8700688,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.4805369,yes,,,,,dentist,,DE,
,,,,,,,,,,,36,,,,,,,,,,,,,,Industriestraße,,,,Dr. Sabine Seibel,,,76891,,,,,,,,,,,,,,,,,,,,,,,,,,,Bundenthal,,,,,7.8046913,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.1024686,yes,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,,,Mühlenstraße,,,,Dr. Scharnow,,,55595,,,,,,,,,,,,,,,,,,,,,,,,,,,Wallhausen,,,,,7.7622232,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.8904342,yes,,,,,,,,
,,,,,,,,,,,26a,,,,,,,,,,,,,,Balkstraße,,,,Dr. Schilling-Meyer,,,29225,,,,,,,,,,,,,,,,,,,,,,,,,,,Celle,,,,,10.0478239,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.6065511,yes,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Gartenstraße,,,,Dr. Schmitt,,,91154,,,,,,,,,,,,,,,,,,,,,,,,,,,Roth,,,,,11.0938326,,,,,,,,,bing,,,,,,,,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,49.2462046,yes,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Schrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6797014,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.8370513,yes,,,,,,,,
,,,,,,,,,,,29a,,,,,,,,,,,,,,Bahnhofstraße,,,,Dr. Schulte,,,63773,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldbach,,,,,9.1814432,,,,,,,,,,"Mo-Fr 08:00-12:00,14:00-18:00; We 08:00-13:00",,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.9951640,yes,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Mozartstraße,,,,Dr. Schulze,,,93093,,,,,,,,,,,,,,,,,,,,,,,,,,,Donaustauf,,,,,12.2139468,,,,,,,,,bing,,,,,,http://www.dr-schulze-donaustauf.de/,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.0302124,yes,,,,,,,,
,,,,,,,,,,semidetached_house,5,,,,,,,,,,,,,,Adeborsweg,,,,Dr. Schwarz,,,18146,,,,,,,,,,,,,,,,,8.2 m,,,,gabled,residential,,,,,Rostock,,,,,12.1708270,,,,,,,,,KVL HRO,"Mo,Tu,Fr 08:00-14:00, We,Th 13:00-18:00",,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,1321,,,,,,,54.0989873,yes,,,,,dentist,,DE,
,,,,,,,,,,,20,,,,,,,,,,,,,,Hauptstraße,,,,Dr. Schönberger,,,92242,,,,,,,,,,,,,,,,,,,,,,,,,,,Hirschau,,,,,11.9483081,,,,,,,,,,"Mo-Tu 08:00-12:00; Mo, Th 14:00-18:00; Tu 15:00-19:00; Fr 08:00-14:00; Sa, Su, PH Off",,,,,,+49 9622 5353,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,49.5447252,yes,,,,,,,DE,
,,,,,,,,,,,73,,,,,,,,,,,,,,Lünener Straße,,,,Dr. Sieper,,,59174,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamen,,,,,7.6392265,,,,,,,,,,,,,,,,,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,51.5893752,yes,,,,,,,DE,
,,,,,,,,,,,5,,,,,,,,,,,,,,Johannisturm Straße,,,,Dr. Simone Beißer,,,63916,,,,,,,,,,,,,,,,,,,,,,,,,,,Amorbach,,,,,9.2196515,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6440998,yes,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,,,Disselhook,,,,Dr. Stadtfeld,,,59348,,,,,,,,,,,,,,,,,,,,,,,,,,,Lüdinghausen,,,,,7.4464916,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.7672587,yes,,,,,,,DE,
,,,,,,,,,,,27,,,,,,,,,,,,,,Oberdorfstraße,,,,Dr. Stangenberger,,,72414,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangendingen,,,,,8.8886602,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.3796364,yes,,,,,,,DE,
,,,,,,,,,,,19,,,,,,,,,,,,,,Werlestraße,,,,Dr. Stefanie Kloß-Wahlig Zahnärztin,,,64646,,,,,,,,,,,,,,,,,,,,,,,,,,,Heppenheim,,,,,8.6396116,,,,,,,,,Bing,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6407641,yes,,,,,dentist,,DE,
,,,,,,,,,,,42,,,,,,,,,,,,,,Süderstraße,,,,Dr. Steffen Hartleib,,,26835,,,,,,,,,,,,,,,,,,,,,,,,,,,Holtland,,,,,7.5815742,,,,,,,,,,,,,,,,+49 4950 990102,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.2755414,commercial,,,,,,,DE,
,,,,,,,,,,,20,,,,,,,,,,,,,,Parkstraße,,,,Dr. Steffen Schirrmeister,,,18347,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostseebad Wustrow,,,,,12.3905992,,,,,,,,,,"Mo-Th 08:00-12:00,14:00-18:00; Fr 08:00-12:00; Sa-Su,PH off",,,,,,+49 38220 80281,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,54.3477232,yes,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Brahmsstraße,,,,"Dr. Stempel, Chistine Neuwald, Rosemarie Schimming",,,01705,,,,,,,,,,,,,,,,,,,,,,,,,,,Freital,,,,,13.6675900,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Potschappel,,,,,,,,,,,,,,,,,51.0138531,yes,,,,,,,DE,
,,,,,,,,,,,35,,,,,,,,,,,,,,Berliner Straße,,,,Dr. Stephan Jansen,,,63571,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelnhausen,,,,,9.1881987,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.2018995,apartments,,,,,dentist,,DE,
,,,,,,,,,,,17c,,,,,,,,,,,,,,Bahnhofstraße,,,,Dr. Stobias,,,49504,,,,,,,,,,,,,,,,,,,,,,,,,,,Lotte,,,,,7.9168130,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.2763517,yes,,,,,,,DE,
,,dentistry,,room,,,,,,,51a,,,,,,,+49 40 83200381,,,,,,,Bornheide,,,,Dr. Sven Hübbe,,,22549,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamburg,,,,,9.8513292,,,,,,,Dr. Sven Hübbe,,Bing,"Mo-Th 08:00-12:00,14:00-18:00, Fr 08:00-14:00",,,,,,+49 40 8320381,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,53.5875000,,,,,,dentist,,DE,
,,,,,,,,,,,22,,,,,,,,,,,,,,Theodor-Heuss-Straße,,,,Dr. Thomas Bechtluft-Sachs und Dr. Götz Dobrowolski,,,55239,,,,,,,,,,,,,,,,,,,,,,,,,,,Gau-Odernheim,,,,,8.1928566,,,,,+49 163 7541570,,,,bing,Mo-Fr 8:30-17:30,,,,,www.g-dobrowolski.com,+49 6733 282,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.7812003,yes,,,,,,,DE,
,,,,,,,,,,,160,,,,,,,,,,,,,,Germersheimer Straße,,,,Dr. Thomas Gerstner,,,67354,,,,,,,,,,,,,,,,,,,,,,,,,,,Römerberg,,,,,8.4012244,,,,,,,,,survey+Bing,,,,,,,,,,,,,,,limited,dentist,,,,,,Berghausen,,,,,,,,,,,,,,,,,49.2898681,yes,,,,,,,DE,
,,,,,,,,,,,48,,,,,,,,,,,,,,Kirchwiesenstraße,,,,Dr. Thomas Kaufmann,,,72362,,,,,,,,,,,,,,,,,,,,,,,,,,,Nusplingen,,,,,8.8931880,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.1270126,yes,,,,,,,DE,
office,,,,,,,,,,,13,,,,,,,,,,,,,,Bahnhofstraße,,,,Dr. Thomas Nordbruch,,,26180,,,,,,,,,,,,,,,,,,,,,,,,,,,Rastede,,,,,8.1948647,,,,,,,Dr. Thomas Nordbruch,,,"Mo 08:00-12:00,15:00-18:00; Tu 08:00-12:00,15:00-19:00; We 08:00-12:00,15:00-18:00; Th 08:00-12:00,15:00-18:00; Fr 08:00-12:00",,,,,,+49 4402 3166,yes,,,,,,,,dentist,,,,,,,,,,yes,,,,,,,,,,,,,53.2445734,yes,,,,,dentist,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,Schießmauerstraße,,,,Dr. Thomas Sturm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6501363,,,,,,,,,,,,,,,https://zahnheilkunde-sturm.de/,,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6091547,yes,,,,,dentist,,,
,,,,,,,,,,,3B,,,,,,,,,,,,,,Seminarstraße,,,,Dr. Timo Käter,,,27624,,,,,,,,,,,,,,,,,,,,,,,,,,,Geestland,,,,,8.8353597,,,,,,,,,,,,,,,http://www.zahnarzt-bederkesa.de/3_Praxis.html,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.6261208,yes,,,,,dentist,,,
,,,,,,,,,,,5,,,,,,,,,,,,,,Barbarossaplatz,,,,Dr. Tobias Lässig,,,76767,,,,,,,,,,,,,,,,,,,,,,,,,,,Hagenbach,,,,,8.2487811,,,,,,,,,,,,,,,,+49-7273-3333,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.0236574,yes,,,,,,,DE,
,,,,,,,,,,,37,,,,,,,,,,,,,,Damsdorfer Hauptstraße,,,,Dr. Torsten Kastner,,,14797,,,,,,,,,,,,,,,,,,,,,,,,,,,Kloster Lehnin,,,,,12.7537314,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Damsdorf,,,,,,,,,,,,,,,,,52.3610030,house,,,,,,,,
,,,,,,,,,,,35,,,,,,,,,,,,,,Saarstraße,,,,Dr. Türk,,,71282,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemmingen,,,,,9.0393593,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.8622928,house,,,,,,,DE,
,,,,,,,,,,,4,,,,,,,,,,,,,,Hildebrandstraße,,,,Dr. Ursula Hatt,,,77694,,,,,,,,,,,,,,,,,,,,,,,,,,,Kehl,,,,,7.8090753,,,,,,,,,LGL-BW,,+49785172893,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.5686490,yes,,,,,,,DE,
,,,,,,,,,,,88,,,,,,,,,,,,,,Sophienstraße,,,,Dr. Uwe Grabbert,,,60487,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankfurt am Main,,,,,8.6459636,,,,,,,,,,,,,,,,,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,50.1258186,yes,,,,,dentist,,DE,
,,,,,,,,,,,19,,,,,,,,,,,,,,Lange Straße,,,,Dr. Volker Spiegel,,,31863,,,,,,,,,,,,,,,,,,,,,,,,,,,Coppenbrügge,,,,,9.5017729,,,,,,,,,,,,,,,www.weserzahn.de,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.0848925,yes,,,,,,,DE,
,,,,,,,,,,,1,,,,,,,,,,,,,,Am Osterberg,,,,Dr. Walter,,,31535,,,,,,,,,,,,,,,,,,,,,,,,,,,Neustadt am Rübenberge,,,,,9.4277541,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.5753332,yes,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Im Kreuzteich,,,,Dr. Wannhoff,,,33428,,,,,,,,,,,,,,,,,,,,,,,,,,,Marienfeld,,,,,8.2809781,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Marienfeld,,,,,,,,,,,,,,,,,51.9484385,yes,,,,,,,DE,
,,,,,,,,,,,15,,,,,,,,,,,,,,Maxstraße,,,,Dr. Weindler,,,93093,,,,,,,,,,,,,,,,,,,,,,,,,,,Donaustauf,,,,,12.2092728,,,,,,,,,bing,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.0289213,yes,,,,,,,DE,
,,,,,,,,,,,22,,,,,,,,,,,,,,Ringstraße,,,,Dr. Wiencke,,,15377,,,,,,,,,,,,,,,,,,,,,,,,,,,Buckow,,,,,14.0698597,,,,,,,,,,,,,,,,+49 33433 57058,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,52.5715842,yes,,,,,,,,
,,,,,,,,,,,6/2,,,,,,,,,,,,,,Vöhrenbacher Straße,,,,Dr. Wiessner,,,78050,,,,,,,,,,,,,,,,,,,,,,,,,,,Villingen-Schwenningen,,,,,8.4532112,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Villingen,,,,,,,,,,,,,,,,,48.0596736,yes,,,,,dentist,,DE,
,,,,,,,,,,,41/1,,,,,,,,,,,,,,Bahnhofstraße,,,,Dr. Willy Holzwarth,,,71364,,,,,,,,,,,,,,,,,,,,,,,,,,,Winnenden,,,,,9.3947127,,,,,,,,,Bing,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.8775345,yes,,,,,,,,
,,,,,,,,,,,55,,,,,,,,,,,,,,Neue Schulstraße,,,,"Dr. Wolfgang Rütten,  Dr. Roy Riefenstahl",,,68549,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilvesheim,,,,,8.5629699,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.4739797,yes,,,,,,,DE,
,,,,,,,,,,,30,,,,,,,,,,,,,,Ostring,,,,Dr. Wolfgang Zwerger Zahnarzt,,,67256,,,,,,,,,,,,,,,,,,,,,,,,,,,Weisenheim am Sand,,,,,8.2500385,,,,,,,,,,,,,,,,+49 6353 8049,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.5158036,house,,,,,dentist,,,
,,,,,,,,,,,10,,,,,,,,,,,,,,Gartenstraße,,,,Dr. Zesewitz,,,54344,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenn,,,,,6.7219688,www.zahnarztteam.com,,,,,,,,,,+49 6502 994990,,,,http://www.zahnarztteam.com/,,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,49.8006092,yes,,,,,dentist,,DE,
,,,,,,,,,,,2a,,,,,,,,,,,,,,Karl-Scharfenberger-Weg,,,,Dr. dent Christina Götze,,2,76829,,,,,,,,,,,,,,,,,,,,,,,,,,,Landau in der Pfalz,,,,,8.0931782,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.1959377,yes,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,,,,,,Straße der Einheit,,,,Dr. med Jörg Pastrnek,,,09557,,,,,,,,,,,,,,,,,,,,,,,,,,,Flöha,,no,,,13.1142832,,,,,,,,,,"Mo,Th 08:30-12:00,13:30-19:00; Tu 13:00-18:00; We,Fr 08:00-13:00",,,,,,+49 3726 4871,,,,,,,,no,dentist,,,,,,Falkenau,,,,,,,,,,,,,,,,,50.8544154,yes,,,,,,,DE,
,,,,,,,,,,,9c,,,,,,,,,,,,,,Auf dem Graben,,,,Dr. med. Frank-Peter Kaiser,,,54439,,,,,,,,,,,,,,,,,,,,,,,,,,,Saarburg,,,,,6.5482864,,,,,,,,,,,,,,,,,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6067270,yes,,,,,,,,
,,,,,,,,,,,28,,,,,,,,,,,,,,Haffstraße,,,,Dr. med. Heidemarie Winter,,,17375,,,,,,,,,,,,,,,,,,,,,,,,,,,Mönkebude,,,,,13.9726413,,,,,,,,,,,,,,,,+493977420382,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,53.7683121,house,,,,,,,DE,
,,,,,,,,,,,14,,,,,,,,,,,,,,Bahnhofstraße,,,,"Dr. med. Juliane Beck, Dr. med. Stephan Beck",,,07422,,,,,,,,,,,,,,,,,,,,,gabled,,,,,,Bad Blankenburg,,,,,11.2692846,,brown,,,,,,,,Mo-Fr 07:00-11:30; Mo-We 13:00-19:00; Fr 13:00-19:00,,,,,http://www.dres-beck.com,,,,,,,,,,dentist,,,,,,,,,,,,,3,,,,,,,,,,50.6833569,yes,#ffcea3,,,,dentist,,,
