shop,seasonal,healthcare:speciality,building:part,postal_code,rooms,educamadrid:codigo_postal,name:ca,addr:housenumber,educamadrid:transporte,ele,source,emergency_telephone_code,educamadrid:cod_centro,contact:website,fax,short_name,sorting_name,material,educamadrid:nombre_via,wheelchair:description,addr:street,colour,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,roof:orientation,educamadrid:horario_amp,name:eu,name:es,internet_access,name:ar,educamadrid:url,parking,loc_name,phone_1,wikipedia,educamadrid:comedor,ine:municipio,access,religion,ref,email,highway,barrier,contact:email,addr:province,denomination,educamadrid:numero_portal,ref:cadastre:building,roof:shape,emergency,b5m:urlOrto,addr:city,b5m:id,supervised,military,toilets:wheelchair,educamadrid:telefono,health_facility:type,wall,lon,educamadrid:bilingue,roof:colour,layer,height,indoor:level,educamadrid:tipo,alt_name,operator,fee,area,opening_hours,contact:phone,addr:housename,stars,catastro:ref,educamadrid:publico_bilingue,start_date,website,addr:unit,lanes,nohousenumber,source:date,phone,construction,old_name,name:zh,abandoned:building,source:url,landuse,roof:levels,amenity,educamadrid:municipio,operator:type,addr:hamlet,official_name,wikidata,addr:neighbourhood,medical_system:western,building:levels:underground,building:levels,note,b5m:url,description,building:material,fence_type,educamadrid:fax,source:date:pnoa,lat,local_code,building,building:colour,addr:city:es,url,wheelchair,addr:place,name:gl,educamadrid:tipo_via,healthcare,addr:country
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Barrio de la Salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-16.2699171,,,,,,,,Seguridad Social,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.4668162,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Dos de Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-3.8719865,,,,,,,,,,,"Mo-Fr 08:30-20:00; Sa,Su 08:00-15:00; PH off",,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3188402,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud El Greco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7373397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.2987432,,,,,,,,,,,
,,,,,,,,4,,,PNOA,,,,,,,,,,,,,,,Centro de Salud Fronteras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4837169,,,,,,,,,,,,+34 916 77 50 77,,,,,,,,,,2009,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4588651,,yes,,,,,,,,,
,,,,,,,,,,,survey,,,,,,,,,,,,,,,Centro de Salud Guía de Isora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.7811541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,health,,hospital,,,,,,,,,,,,,,,,,28.2141866,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Güímar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.4065608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.3169103,,yes,,,,,,,,,
,,,,,,,,26 - 28,,,,,,,,,,,,,Paseo Condesa de Sagasta,,,,,Centro de Salud La Condesa,,24001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,León,,,,,,,,-5.5803190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.5993875,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud La Isleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-15.4239673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.1487683,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Avenida del Parque de Asturias,,,,,Centro de Salud La Paz,,28523,,,,,,,,,,,*34 91 666 18 12,,,,,,,,,,,,,,,,,,RIvas Vaciamadrid,,,,,,,,-3.5494018,,,,,,,,,,,,,,,,,,,,,,,+34 91 666 17 11,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3646881,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Las Ciudades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.7143714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3148017,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Las Dehesas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.5134568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.3944360,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Las Mercedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.3140502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.4938647,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Loranca-Nuevos Versalles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-3.8367203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.2977262,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Los Gladiolos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2678929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.4602051,,public,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Majadahonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8677280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4763345,,yes,,,,yes,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Marqués de la Valdavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6457390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.5450356,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Mediterráneo - Torrecárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4460653,,,,,,,,Junta de Andalucía,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.8574163,,yes,,,,,,,,,
,,,,,,,,22,,,PNOA,,,,,,,,,,Calle de la Ciudad de París,,,,,Centro de Salud Mejorada del Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4824897,,,,,,,,,,,Mo-Fr 08:30-20:30; Sa-Su,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3967162,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Miguel Servet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-3.8335006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3479992,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Mina del Morro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9177690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.2500443,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Miraflores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6375104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.5476247,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Calle Andrés Vives,,,,,Centro de Salud Nuevo,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcañiz,,,,,,,,-0.1282275,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.0455757,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Ofra Delicias-Miramar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2838673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.4545450,,yes,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,Calle Juan Solano Pedrero,,,,,Centro de Salud San Antonio,,10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cáceres,,,,,,,,-6.3775839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4558864,,,,,,,,,,hospital,
,,,,,,,,,,,PNOA,,,,,,,,,,Calle San Juan de la Cruz,,,,,Centro de Salud San Juan de la Cruz,,28223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8149394,,,,,,,,,,,Mo-Fr 08:00-21:00,,,,,,,http://madrid.org/,,,,2009,+34 913 52 47 47,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4307522,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud San Sebastián de la Gomera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1231021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.1019376,,,,,,,,,,,
,,,,39005,,,,6,,,,,,,,,,,,,Calle del Alcalde Vega Lamera,,,,,Centro de Salud Sardinero,,39005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santander,,,,,,,,-3.7947632,,,,,,,,,,,,,,,,,,,,,,,+34 942 39 30 06,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.4774449,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud Sánchez Morate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-3.7228994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3133638,,,,,,,,,,,
,,general,,,,,,19,,,,,,,+34 927 580 736,,,,,,Calle Extremadura,,,,,Centro de Salud Valencia de Alcántara,,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia de Alcántara,,,,,,,,-7.2433031,,,,,,,,Servicio Extremeño de Salud,,,,,,,,,,,,,,,+34 927 580 295,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4080212,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Benijófar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7368073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,1,,,,,,,,38.0785558,,yes,,,,,,,,hospital,
,,general,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Firgas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5628129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.1083198,,,,,,yes,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Guanarteme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-15.4410807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.1270906,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Mislata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4153534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4784713,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Avenida Castilla Y León,,,,,Centro de Salud de Nuñomoral,,10626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuñomoral,,,,,,,,-6.2480590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4062803,,,,,,,,,,hospital,
,,,,,,,,,,,,112,,,,,,,,,,,,,,Centro de Salud de Paracuellos de Jarama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,access_point,,,,,,,,,,-3.5324189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.5066123,,,,,,yes,,,,,ES
,,,,,,,,25,,,,,,,,,,,,,Calle Los Marineros,,,,,Centro de Salud de Polientes,,39220,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Polientes,,,,,,,,-3.9445994,,,,,,,,Servicio Cántabro de Salud,,,,,,,,,,,,,,,+34 942 770 545,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.8051924,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Serranillos del Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8808618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.2046316,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Tejeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6147401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,27.9980591,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Calle del Hospital,,,,,Centro de Salud de Torrejón de Velasco,,28990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torrejón de Velasco,,,,,,,,-3.7801824,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.1871051,,yes,,,,,,,,,ES
,,,,,,,,1,,,,,,,,,,,,,Calle Don Bernardino Correa Viera,,,,,Centro de Salud de Triana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-15.4182895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.1017741,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Valterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.5451228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.9663911,,yes,,,,,,,,,
,,psychiatry;ophthalmology;orthopaedics,,,,,,,,,,,,,,,,,,,Severo Ochoa,,,,,Centro de especialidades,,13250,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Daimiel,,,,,,,,-3.6155717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.0645715,,hospital,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Avenida del Barco,,,,,Centro de salud,,23770,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Marmolejo,,,,,,,,-4.1730251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.0428518,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9457866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.9893901,,yes,,,,,,,,,
,,,,,,,,,,,PNOA,,,,,,,,,,,,,,,Centro de salud La Veredilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-3.4735745,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4650822,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de salud Playa de Arinaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-15.3935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,No está operativo tardes ni fin de semana,,,,,,,27.8595131,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro de salud de Nerva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5392788,,,,,,,,,,,,,,,,,,,,,,,+34 959598531,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.6912793,,hospital,,,,,,,,,
,,general,,,,,,,,,,,,,,,,,,,Calle Ramón y Cajal,,,,,Centro médico,,31560,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Azagra,,,,,,,,-1.8968635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.3089608,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centro neuropsiquiatrico Nuestra señora del Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9860394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.6784570,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Ceram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8969590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.5168816,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cibir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4251727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.4515818,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Ciudad Sanitaria La Paz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.6885105,,,,,,,Hospital Universitario La Paz,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q5902951,,,,,,,,,,,,40.4824744,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Ciudad de la Salud y la Innovación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3298187,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4776002,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clinica HLA Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1308183,,,,,,,,,,,,,,,,,,https://www.grupohla.com/es/clinica-belen,,,,,+34 968233500,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.9983863,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clinica del Pilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9583521,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,hospital,,,,,,,,,,,,,,,,,43.3184331,,,,,,,,,,,
,,,,,,,,1,,,,,,http://csf.com.es/,,,,,,,Carrer de Torras i Pujalt,,,,+34 932124050,Cliníca Sagrada Família,,08022,,,,,,,,,,,,,,,,,,,,,info@clinicasagradafamilia.com,,,,,,,,Barcelona,,,,,,,,2.1346003,,,,,,,,,,,,+34 932122300,,,,,,,,,,,,,,,,,,,hospital,,,,,Q27903898,,,,,,,,,,,,41.4009371,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8324880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.0560483,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Asepeyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.5320201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4367453,,yes,,,,,,,,,
,,,,,,,,4,,,,,,,,,,,,,Calle Naranjo de Bulnes,,,,,Clínica Asturias,,33012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oviedo,,,,,,,,-5.8560677,,,,,,,,,,,,,,,,,,,,,,,+34 985 28 60 00,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.3676723,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Cemtro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7166778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4945688,,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,Calle del Marques de Jura Real,,,,,Clínica Dam,,28019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,-3.7093314,,,,,,,,,,,,,Clínica Privada Dam,,,,,https://www.clinicadam.com/,,,,,+34 914 60 80 00,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3929437,,yes,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Diagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.0970560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.3786157,,yes,,,,,,,,,
,,,,,,,,17,,,,,,,,,,,,,Calle de Arturo Soria,,,,,Clínica Fuensanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,-3.6406985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4400903,,,,,,,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Juaneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6277112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.5763838,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica La Inmaculada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.6075349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.1639549,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica López Ibor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7243314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4678360,,,,,,,,,,,
,,,,,,,,25,,,,,,,,,,,,,,,,,,Clínica MAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6299562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4346299,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Montpellier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9137070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q54811200,,,,,,,,,,,,41.6362240,,hospital,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Nostra Senyora del Remei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1599120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.4093371,,yes,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Parque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2536813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.4702048,,yes,,,,,,,,,
,,,,,,,,,,,field_work,,,,,,,,,,,,,,,Clínica Perpetuo Socorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4765318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,5,,,,,,,,38.3524766,,yes,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,Avenida de Galicia,,,,,Clínica Ponferrada,,24404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ponferrada,,,,,,,,-6.6116437,,,,,,,,,,,,,,,,,,http://www.clinicaponferrada.es/,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.5539323,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Quirón Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3644135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4782161,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Quirúrgica Cacereña San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3686296,,,,,,,,,,,,,,,,,,https://www.cqcsanfrancisco.es/,,,,,+34 927 01 22 40,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4689859,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Rotger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6474142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.5753611,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Ruber Internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7160737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4902183,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Ruber Juan Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6765046,,,,,,,,,,,,,,,,,,https://www.ruber.es/,,,,,+34 910 68 79 99,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4326489,,hospital,,,,,,,,,
,,,,,,,,130,,,PNOA,,,,,,,,,,Passeig de Mossèn Lluís Constans,,,,,Clínica Salus Infirmorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7610995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.1147898,,yes,,,,,,,,,
,,,,,,,,32,,,,,,,,,,,,,Calle de Beloso Alto,,,,,Clínica San Miguel,,31006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pamplona/Iruña,,,,,,,,-1.6212955,,,,,,,,,,,,+34 948 296000,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.8189304,,hospital,,,,,,,,,
