health_facility:type,shop,amenity,contact:phone,healthcare_1,healthcare:speciality,medical_system:western,addr:street:it,social_facility,addr:unit,official_name,height,loc_name,email_1,wikidata,name:it,lon,social_facility:for,operator,air_conditioning,phone_1,addr:housenumber,note,short_name,religion,building:levels,opening_hours,operator:type,addr:housename,name:de,access,source,contact:mobile,ref:anncsu,it:fvg:ctrn:code,addr:street,email,website,ref:vatin,fax,addr:hamlet,description,emergency,contact:email,addr:province,addr:street:de,fence_type,fixme,leisure,denomination,barrier,phone,old_name,lat,area,roof:shape,level,indoor,addr:city,building,building:colour,min_level,contact:fax,name,addr:inclusion,addr:postcode,wheelchair,addr:interpolation,addr:place,it:fvg:ctrn:revision,start_date,source:geometry,max_level,healthcare,room,source:addr,addr:country,alt_name
,,clinic,,,,,,,,Casa di Cura Clinica Lucina,,,,,,15.0930903,,,,,,,,,,,,,,,,,,,,,http://www.casadicuralucina.it/,,,,,,,,,,,,,,,,37.5130542,,,,,,yes,,,,Clinica Lucina,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.3882431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8500557,,,,,,yes,,,,Clinica Mangioni,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.4767329,,,,,46,,,,,24/7,,,,,,,,,Via Vincenzo Tiberio,,clinicapaideia.it,,,,,,,,,,,,,,+39 06 330941,,41.9394300,,,,,,yes,,,,Clinica Paideia,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,9.6751336,,,,,,,,,,,,,,,,,,,Via Giacomo Morigi,,,,,,,,,,,,,,,,,,45.0471406,,,,,Piacenza,yes,,,,Clinica Piacenza,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,18.1664336,,,,,4,,,,6,,,,,,,,,,Piazza Fortunato Cesari,clsanfr@clinicasanfrancesco.com,http://www.clinicasanfrancesco.com,,,,,,,,,,,,,,+39 0836 562046,,40.1730930,,,,,Galatina,yes,,,,Clinica San Francesco,,73013,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,15.5442083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4434581,,,,,,yes,,,,Clinica San Francesco,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.5813180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2881612,,,,,,yes,,,,Clinica Sant'Anna,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,14.4052956,,,,,599,,,,3,,,,,,,,,,Via Nazionale,,,,,,,,,,,,,,,,+39 081 8484111,,40.7700622,,,,,Torre del Greco,yes,,,,Clinica Santa Maria la Bruna,,80059,,,,,,bing,,,,survey,,
,,clinic,,,,,,,,,,,,,,15.2779858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0794470,,,,,,,,,,Clinica Villa Rizzo,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,15.6443571,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.1039474,,,,,,yes,,,,Clinica Villa Sant'Anna,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.7715152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9247267,,,,,,clinic,,,,Clinica Villa dei Pini,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.2369558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8530702,,,,,,yes,,,,Clinica Villa delle Querce,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.7046462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9191084,,,,,,,,,,Clinica del Mediterraneo,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.5964764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7399288,,,,,,yes,,,,Clinilabor,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.9189155,,ASL 3 Genovese,,,9,,,,,,,,,,Regione Liguria,,,,Via del Lagaccio,,,,,,,,,,,,,,,,,,44.4185789,,,,,Genova,house,,,,Consultorio Familiare,,16134,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.6784374,,,,,8,,,,,"Mo-Fr 07:30-13:00, 14:00-19:00; Sa 07:30-14:00",,,,,,,,,Via Duca d'Aosta,,corilab.it,,,,,,,,,,,,,,+39 06 942 2520,,41.8074719,,,,,,yes,,,,Corilab,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,10.7762238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8833104,,,,,,,,,,Data Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.5284561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9588080,,,,,,,,,,Distretto Sanitario,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.2440117,,ASUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5160049,,,,,,,,,,Distretto Sanitario,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.7491966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8439700,,,,,,,,,,Dott. Nucci,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.5594057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5579181,,,,,,yes,,,,Dott.sa Dai Prà,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.2169061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5545275,,,,,,,,,,Dottore Privato Anacapri,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,8.5702598,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,40.7637328,,,,,,,,,,Ex Ospedale San Camillo,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.1556407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5731365,,,,,,yes,,,,Fisioterapia,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,10.2285914,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5600158,,,,,,yes,,,,Golgi S.r.l. Poliambulatorio Specialistico,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,7.6802072,,,,+39 800 560738,,,,,,,,,,,,,,,,prenotazioni@gruppolarc.it,https://larc.it/,,,,,,,,,,,,,,+39 011 0341777,,45.0926257,,,,,,yes,,,,Gruppo Larc,,,yes,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.8460622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7969572,,,,,,,,,,Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.5692949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8237374,,,,,,yes,,,,Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,15.5444058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4543911,,,,,,,,,,Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.7012973,,ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0206742,,,,,,public,,,,Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.5207525,,A.S.L. 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1722257,,,,,,yes,,,,Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.3278036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9274000,,,,,,yes,,,,Guardia Medica,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,15.1198739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5763955,,,,,,yes,,,,Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.9086732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8562051,,,,,,yes,,,,Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,16.9138725,,,,,,,,,,,,,,,,,,,Piazzetta delle Muse,,,,,,,,,,,,,,,,,,39.1461701,,,,,Santa Severina,yes,,,,Guardia Medica - ASL,,88832,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.5184530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 0862 917142,,42.2099771,,,,,,hospital,,,,Guardia Medica di Rocca di Mezzo,,,,,,,,,,clinic,,,,
,,clinic,,,vaccination,,,,,,,,,,,9.1349423,,Azienda Socio Sanitaria Territoriale di Vimercate,,,30,,,,,,,,,,,,,,Via Martiri d'Ungheria,,,,,,,,,,,,,,,,,,45.6516400,,,,,Seveso,yes,,,,Guardia Medica di Seveso,,20822,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.5893467,,,,,47,,,,,,,,,,,,,,Via Cupa del Feudo,,,,,,,,,,,,,,,,+39 081 9368176,,40.7378146,,,,,Sant'Egidio del Monte Albino,yes,,,,Guardia medica,,84010,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.4197933,,,,,,,,,,,,,,,,,,,,,,,,,,ambulance_station,,,,,,,,,,,37.9528398,,,,,Marineo,,,,,Guardia medica,,90035,,,,,,,,,,,,
,,clinic,,,ophthalmology,,,,,,,,,,,9.6573662,,Humanitas Gavazzeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6958723,,,,,,,,,,Humanitas - Clinica Castelli,,,yes,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,8.8989284,,,,,,,,,,,,,,,Regione Liguria,,,,,,,,,,,,,,,,,,,,,,44.4792741,,,,,,hospital,,,,Infermeria,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.7660646,,,,,14,,,,,,,,,,,,,,Via Rialto,,,,,,risonanza magnetica - radiologia,,,PD,,,,,,,,,45.2402104,,,,,Monselice,yes,,,,Iniziativa Medica S.p.a.,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.1596040,,,,,85,,,,,,,,,,Regione Liguria,,,,Via Aurelia,,www.iscc.it,,,,,,,,,,,,,,,,44.3510484,,,,,,house,,,,Istituto Cardiovascolare Camogli,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.2846309,,,,,,,,,,,,,,,,,,,,,https://www.prosperius.it,,,,,,,,,,,,,,,,43.7948467,,,,,,,,,,Istituto Prosperius Villa Cherubini,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,Istituto Nazionale Tumori Regina Elena,12.4504244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8021642,,,,,,yes,,,,Istituto Regina Elena,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,9.3196261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9200289,,,,,,yes,,,,La Nostra Famiglia,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.5729521,,,,,5,,,,,,,,,,,,,,Via dei Bersaglieri,,,,,,,,,,,,,,,,,,45.9363201,,,,,Gorizia,,,,,La Salute,,34170,,,Lucinico / Luzinìs,,,,,,,,,
,,clinic,,,,,,,,,,,,,,18.1659551,,Laboratorio Analisi Cliniche Dr. P. Pignatelli S.r.l.,,,2,,,,,,,,,,,,,,Via Martiri d'Otranto,labpigna@labpignatelli.it,http://www.labpignatelli.it,,,,,,,,,,,,,,+39 0832 243416,,40.3472668,,,,,Lecce,yes,,,,Laboratorio Analisi Pignatelli,,73100,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.6694371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7862733,,,,,,yes,,,,Laboratorio Casella,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.8327516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6294220,,,,,,,,,,Laboratorio analisi mediche e centro medico,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.8460925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1648360,,,,,,yes,,,,MEDITEC,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,9.8464159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1648368,,,,,,yes,,,,MEDITEC,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,11.2700554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7718216,,,,,,,,,,Maria Beatrice Hospital,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.2558635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7865709,,,,,,,,,,Maria Teresa Hospital,,,,,,,,,,,,,,
,,clinic,,,,,Via Claudia De' Medici,,,,,,,,Casa di cura S. Maria,11.3515103,,,,,2,,,,,,,,Marienklinik,,,,,,Via Claudia De' Medici - Claudia-De'-Medici-Straße,info@marienklinik.it,https://www.marienklinik.it/,IT81001130210,+39 0471 310 999,,,,,,Claudia-De'-Medici-Straße,,,,,,+39 0471 310 600,,46.5022208,,,,,,,,,,Marienklinik - Casa di cura S. Maria,,39100,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.4466630,,,,,"13,15",,,,2,,,,,,survey,,,,Via Dante Alighieri,,http://www.mavissrl.it,,,,,,,,,,,,,,+39 081 8611276,,40.7583887,,,,,Torre Annunziata,yes,,,,Mavis Centro Polidiagnostico,,80058,,,,,,bing,,,,,,
,,clinic,,,,,,,,,,,,,,10.6211169,,,,,,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,,,,,,,44.7114543,,,,,,yes,,,,Medical Center,,,,,,,,,,,,,,
,,clinic,,,general,,,,,,,,,,,11.8692295,,,,,,Ex sede di Quartiere per Medicina integrata di quartiere,,,,,,,,,,,,,,,https://medicina-di-gruppo-integrata-guizza.business.site/,,,,,no,,,,,,,,,,,45.3830143,,,,,,,,,,Medicina di base della Guizza,,,,,,,,,,doctor,,,,
,,clinic,,,,,,,,,,,,,,9.0302966,,,,,1,,,,,Mo-Fr 07:00-20:30; Sa 07:00-17:30; ,,,,,,,,,Via Vincenzo Alliata,,https://www.meditel-group.it/,,,,,,,,,,,,,,02 962821,,45.6310085,,,,,Saronno,yes,,,,Meditel Medical Center Polispecialistico Srl,,21047,,,,,,,,clinic,,,,Meditel
,,clinic,,,,,,,,,,,,,,15.1170146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6061106,,,,,,,,,,Merclin,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,10.4864595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6882143,,,,,,yes,,,,Misericordia di Navacchio,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.2556976,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,45.5747109,,,,,,yes,,,,Monza Medicina,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.3709650,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,43.9946549,,,,,,yes,,,,Mugello Medical Center,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.7668118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6995951,,,,,,yes,,,,Mutua Sanitaria Besnatese,,,,,,,,,,,,,,
,,clinic,,,orthopaedics;geriatric,,,,,,,,,,,13.5248190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9612692,,,,,,,,,,Nova Salus,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,8 m,,,,,12.6988166,,,,,,,,,,,,,,,,,,4AED,,,,,,,,,,,,,,,,,,,46.1459942,,,,,,commercial,,,,PT - Ambulatorio Medico,,,,,,000,,,,,,,,
,,clinic,,,,,,,,,,,,,,17.9299960,,Gruppo Palaia,,,7,,,,,,,,,,,,,,Via Nicola Brandi,,http://www.gruppopalaia.it,,,,Centro specializzato nel trattamento delle disabilità con piscina attrezzata.,,,,,,,,,,+39 0832 782694,,40.6436619,,,,,Brindisi,,,,,Palaia Human Care,,72100,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.8052895,,Azienda Sanitaria Ligure 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4239240,,,,,,public,,,,Palazzo della Salute Martinez ASL 3,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,15.5049035,,,,,,,,,,00:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5976364,,,,,,yes,,,,Poliambulario,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,10.2266956,,,,,17,,,,,,,,,,,,,,Via Camillo Biseo,,,,,,,,,,,,,,,,,,45.5457530,,,,,Brescia,yes,,,,Poliambulatori Territoriali A.S.S.T. Spedali Civili,,25128,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.1965677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1625209,,,,,,hospital,,,,Poliambulatorio,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.9328412,,,,,6,,,,,,,,,,,,,,Viale Mellino Mellini,,,,,,,,,,,,,,,,,,45.5381912,,,,,Chiari,yes,,,,Poliambulatorio,,25032,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.1552412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5723964,,,,,,yes,,,,Poliambulatorio,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,7.5212946,,ASL TO3,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,45.0722490,,,,,,yes,,,,Poliambulatorio,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,8.3111908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6840783,,,,,,yes,,,,Poliambulatorio,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.5838485,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,40.2946336,,,,,,,,,,Poliambulatorio,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.9910494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7133695,,,,,,yes,,,,Poliambulatorio 118,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.9230907,,,,,sn,"Ostetrico, tel. 070 91342852 Ginecologo, tel. 070 91342851 Pediatra, tel. 070 91342853 Assistente sociale, tel. 070 91342881 Psicologo, tel. 070 91342854",,,,Mo-Fr 09:00-13:00; Mo 15:00-17:30,,,,,http://www.aslsanluri.it/,,,,Corso Europa,,http://www.aslsanluri.it/,,,,,,,,,,,,,,+39 070 913 9214,,39.4295239,,,,,Serramanna,,,,,Poliambulatorio ASL Sanluri,,09038,yes,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.5311639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8669283,,,,,,yes,,,,Poliambulatorio Appio,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,7.8805393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4603583,,,,,,,,,,Poliambulatorio Comunità,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,17.2349722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6004173,,,,,,yes,,,,Poliambulatorio Crispiano,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,17.2361622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6002715,,,,,,yes,,,,Poliambulatorio Crispiano,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,16.3556222,,,,,,,,,,,,,,,,,,,piazza G. Perri,,,,,,,,,,,,,,,,,,39.0468784,,,,,Decollatura,yes,,,,Poliambulatorio Decollatura,,88040,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.3894212,,Azienda Unità Sanitaria Locale Umbria n. 1,,,,,,,,,public,,,,,,,,Piazzale Europa,,http://www.uslumbria1.gov.it,,,,,no,,,,,,,,,+39 075 5412914,,43.1034651,,,,,Perugia,,,,,Poliambulatorio Europa,,06126,,,,,,,,,,,IT,
,,clinic,,,,,,,,,,,,,,15.1157842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7218771,,,,,,yes,,,,Poliambulatorio Guardia Medica,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.6196968,,,,,,,,,,,,,,,,,,,Via delle Fonti,,,,,,,,,,,,,,,,,,43.3623317,,,,,Potenza Picena,yes,,,,Poliambulatorio Potenza Picena,,62018,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.2859318,,,,,,,,,,,,,,,Regione Emilia Romagna,,,,Via Arturo Colombi,,,,,,,,,,,,,,,,,,44.4949900,,,,,Bologna,yes,,,,Poliambulatorio Reno,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,15.2914673,,Fondazione Sant'Angela Merici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0843281,,,,,,,,,,Poliambulatorio Suor Chiara Di Mauro,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,17.0949732,,,,,,,,,,,,,,,,,,,Via Santissima Annunziata,,,,,,,,,,,,,,,,,,38.9591593,,,,,Isola di Capo Rizzuto,yes,,,,Poliambulatorio della Misericordia,,88841,,,,,,,,clinic,,,,
,,clinic,+39 080 46-26-017,,,,,,,,,,,,,16.8770666,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.0002756,,,,,,,,,,Poliambulatorio di Adelfia,,,yes,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.3243026,,Azienda Socio Sanitaria Territoriale di Vimercate,,,17,,,,2,,,,,,,,,,Via Umberto I,,,,,,,,,,,,,,,fence,,,45.6273342,,hipped,,,Arcore,yes,,-1,,Poliambulatorio di Arcore,,20862,,,,,,,1,clinic,,,IT,
,,clinic,,,,,,,,,,,,,,14.7417310,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.1576319,,,,,,yes,,,,Poliambulatorio di Capo d'Orlando,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,18.0585364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2774606,,,,,,,,,,Poliambulatorio di Copertino,,,,,,,,,,,,,,
,,clinic,+39 039 2323101,,gynaecology;orthodontics,,,,,,,,,,,9.2686842,,Azienda Socio Sanitaria Territoriale di Vimercate,,,13,,,,,"Mo-Th 08:00-12:30,13:30-16:00; Fr 08:00-13:30",,,,,,,,,Via Italia,,,,,,,,,,,,,,,,,,45.6403329,,,0,,,,,,,Poliambulatorio di Macherio,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,9.2235811,,Sistema Socio-sanitario Regione Lombardia ASST Lariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8185101,,,,,,,,,,Poliambulatorio di Pontelambro,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,14.6577560,,,,,5,,,,,,,,,,,,,,Via Conte Verde,prenotazioni@centroradiologicopotito.it,http://www.centroradiologicopotitocb.com/,,,,,,,,,,,,,,+39 0874 91720,,41.5531236,,,,,Campobasso,,,,,Potito Centro Medico Radiologico,,86100,,,,,,,,,,,IT,
,,clinic,,,,,,,,,,,,,,8.1750825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3647079,,,,,,yes,,,,Presidio Sanitario Polifunzionale,,,,,,,,,,,,,,
,,clinic,+39 0473 236480,,,,,,,,,,,,Casa di Cura Villa Santa Anna,11.1702215,,,,,,,,,,,,,Privatklinik Villa St. Anna,,,,,,,,http://www.villa-santanna.eu,,,,,,segreteria@villa-santanna.eu,,,,,,,,,,46.6694552,,,,,,,,,+39 0473 230518,Privatklinik Villa St. Anna - Casa di Cura Villa Santa Anna,,,,,,,,,,,,,,
,,clinic,+39 0933 930104,,,,,,,,17,,,,,14.2280275,,SST Srl,,,217,,RSA,,4,,,,,,,+39 334 6589634,,,Via Palazzi,,http://rsacaposoprano.it/,IT01491170856,,,,,info@rsacaposoprano.it,,,,,,,,,,37.0746043,,,,,,yes,#F4972F,,+39 0933 935270,RSA Caposoprano Residence,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,8.5573335,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,39.3116555,,,,,,,,,,Residenza Rosa del Marganai,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.1541472,,,,,,,,,,,,RSA,,,,,,,,,,,,,,,,,,,,,,,,,39.2558540,,,,,Selargius,,,,,Residenza Sanitaria Assistenziale,,09047,yes,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.1555877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5726648,,,,,,yes,,,,Riabilitazione,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.8937504,,ASL Milano 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4695541,,,,,,yes,,,,SERT,,,,,,,,,,,,,,
,,clinic,,,,,,,32,,,,,,,8.5478825,,,,,,,,,,,,,,,,,,,Via Monte Pasubio,,,,,,,,,,,,,,,,+39  0322 243369,,45.7543212,,,,,Arona,yes,,,,Santa Monica,,28041,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,8.5242810,,A.S.L. 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1686964,,,,,,yes,,,,Servizio Veterinario - Anagrafe Canina,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.1806193,,,,,29,,,,,,,,,,,,,,Via del Lago,,www.spinesportclinic.it,,,,,,,,,,,,,,+39 06 99806298,,42.1094937,,,,,,yes,,,,Spine & Sport Clinic,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,17.1269400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0826091,,,,,,yes,,,,Starbene,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,7.5446005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3367951,,,,,,,,,,Stella del Mattino,,,,,,,,,,,,,,
,,clinic,,,general;radiology;dermatology;biology,,,,,,,,,,,9.4040441,,Synlab,,,,,,,,,,,,,,,,,Corso Carlo Alberto,,,,,,,,,,,,,,,,,,45.8418239,,,,,Lecco,commercial,,,,Synlab,,23900,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,8.4548628,,,,,70,,,,,,,,,,,,,,Via Torino,,https://www.centromedicoteorema.com/,,,,,,,,,,,,,,+39 0322 836740,,45.6759723,,,,,Cureggio,yes,,,,Teorema Srl,,28060,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,13.2588754,,,,,,,,,,,,,,,,,,,Contrada Santa Lucia,info@termesantalucia.it,http://www.termesantalucia.it,,,,,,,,,,,,,,+39 0733 968227,,43.2149787,,,,,Tolentino,yes,,,,Terme Santa Lucia,,62029,,,,,,,,clinic,,,IT,
