short_name:sv,amenity,source:location,healthcare:speciality,addr:housename,contact:website,roof:colour,addr:unit,official_name,lon,email,wikidata,alt_name,operator,name:ru,old_name:sv,is_in,addr:housenumber,old_name:fi,short_name,operator:wikipedia,building:levels,name:fi,operator:type,wikipedia,note,source,old_name,start_date,website,alt_name:fi,fax,emergency,source:name,opening_hours,phone,old_name:en,building:use,lat,name:sv,alt_name:sv,addr:street,building,colour,fixme,name:en,name,wheelchair:description,level,url,addr:postcode,wheelchair,area,addr:city,healthcare,toilets:wheelchair,operator:wikidata,addr:country,internet_access
,hospital,,,,,,,,25.5704831,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,64.9820934,,,,yes,,,,Maikkulan terveysneuvola,,,,,,,,,,,,
,hospital,,,,,,,,25.0010490,,Q11880714,,Helsingin kaupunki,,,,6,,,,,Malmin sairaala,,,,,,,,,,yes,,,09 310 6611,,,60.2536171,,,Talvelantie,,,,Malmi Hospital,Malmin sairaala,,,,00700,,,Helsinki,,,,,
,hospital,,,,,,,,26.6927265,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,60.8701410,,,,,,,,Marjoniemen terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,22.8991729,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,60.5850094,,,Kirkkotie,hospital,,,,Marttilan terveysasema,,,,21490,,,Marttila,hospital,,,,
,hospital,,,,,,,,24.5323477,,,,,,,,12,,,,,Masalan terveysasema,,,,,,,,,,,,,,,,60.1529838,Masaby hälsostation,,Puolukkamäki,,,,Masala Health Station,Masalan terveysasema,,,,02430,,,Kirkkonummi,,,,,
,hospital,,,,,,,,24.7483004,,,,,,,,1,,,,,Matinkylän terveysasema,,,,Bing,,,,,,yes,,,,,,60.1602640,Mattby hälsostation,,Matinkatu,yes,,,Matinkylä health station,Matinkylän terveysasema,,,,02230,,,Espoo,,,,,
,hospital,,,,,,,,24.9103742,,Q30690613,,HUS,,Mejlans sjukhus,,,Meilahden sairaala,,,,Meilahden sairaala-alue,,,,,Meilahden sairaala,,https://www.hus.fi/sairaanhoito/sairaalat/meilahden-sairaala-alue/Sivut/default.aspx,,,,,,,Meilahti Hospital,,60.1851199,Mejlans sjukhusområde,,,,,,Meilahti hospital area,Meilahden sairaala-alue,,,,,yes,,,,yes,,,
,hospital,,,,,,,,27.2779482,,Q64596989,,,,,,35-37,,,,,,,,,,,,,,,yes,,,,,,61.6929158,,,Porrassalmenkatu,,,,,Mikkelin keskussairaala,,,,50100,,,Mikkeli,,,,,
,hospital,,,,,,,,27.2763772,,Q30280748,,,,,,,,,,,,,,,,,,,,,no,,,,,,61.6570625,,,,,,,,Moision sairaala,,,,,,,,,,,,
,hospital,,,,,,,,26.0311102,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,64.8126268,,,,,,,,Muhoksen terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,23.6818524,,,,Muonion-Enontekiön terveydenhuollon kuntayhtymä,,,,2,,,,,,,,,,,,http://www.muonio.fi/fi/hallinto/terveyskeskus.html,,,,,,+358 (0)16 534 111,,,67.9633092,,,Ilttitie,,,,,Muonion terveyskeskus,,,,99301,,,Muonio,,,,,
,hospital,,,,,,,,21.9790193,,,,,,,,10,,,,,,,,,,,,http://www.soteakseli.fi/mynamaen-terveyskeskus/,,,,,,+35824477600,,,60.6745635,,,Kuivelantie,hospital,,,,Mynämäen terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,24.8550992,,,Myyrmäen terveysasema,,,,,4,,,,5,Myyrmäen terveysasema,,,,,,,https://www.vantaa.fi/fi/sosiaali-_ja_terveyspalvelut/terveyspalvelut/terveysasemat/myyrmaen_terveysasema,,,yes,,,,,,60.2609129,Myrbackas hälsostation,,Jönsaksentie,yes,,,Myyrmäki health station,Myyrmäen sosiaali- ja terveysasema,,,,01600,yes,,Vantaa,,,,FI,
,hospital,,,,,,,,26.8622530,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,61.4198422,,,Sairaalantie,,,,,Mäntyharjun terveyskeskus,,,,52700,,,Mäntyharju,,,,,
,hospital,,,,,,,,24.6347896,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,62.0088711,,,,,,,,Mäntän Aluesairaala,,,,,,,,,,,,
,hospital,,,,,,,,25.9239066,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,60.9461484,,,Pekkalantie,,,,,Nastolan terveysasema,,,,,,,Nastola,,,,,
,hospital,,,,,,,,28.0965072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2007071,,,,,,,,Nilsian Terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,23.5016963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4779730,,,,,,,,Nokian terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,24.8062410,,,,,,,,,,,,,Nurmijärven terveyskeskus,,,,,,,,,,,,,,,,60.4681503,Nurmijärvi hälsocentral,,,hospital,,,Nurmijävi health center,Nurmijärven terveyskeskus,,,,,,,,,,,,
,hospital,,psychiatry,,,,,,25.5159690,,Q31088274,,Pohjois-Pohjanmaan Sairaanhoitopiiri,,,,,,,,,OYS Psykiatria,,,,,,,https://www.ppshp.fi/psykiatria,,,yes,,,,,,65.0163548,OYS Psykiatri,,,,,,OYS Psychiatry,OYS Psykiatria,,,,,,,,hospital,,,,
,hospital,,,,,,,,25.1101172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5424754,,,,,,,,Ohkolan sairaala,,,,,,,,hospital,,,,
,hospital,,,,,,,,24.4374444,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,61.0119196,,,Veteraanipolku,yes,,,,Ojoisten terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,22.3770588,,,,,,,,,,,,,Oravaisten terveyskeskus,,,,Bing,,,,,,,,,,,,63.2974249,Oravais hälsovårdscentral,,,yes,,,,Oravais hälsovårdscental,,,,,,,,,,,,
,hospital,,,,,,,,25.7187641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7983732,,,,,,,,Orimattilan terveysasema,,,,,,,Orimattila,,,,,
,hospital,,general,,,,,,25.5147233,,Q3737020,,,,,,50,,OYS,,,,,fi:Oulun yliopistollinen sairaala,,,,,https://www.ppshp.fi/,,,yes,,,,,,65.0083643,Uleåborgs Universitetssjukhus,,Kajaanintie,,,,Oulu University Hospital,Oulun yliopistollinen sairaala,,,,90220,yes,,,hospital,,,,wlan
,hospital,,,,,,,,24.9646710,,,,,,,,25,,,,3,Oulunkylän terveysasema,,,,,,1993,https://www.hel.fi/www/helsinki/fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/terveysasemat/terveysasemien-yhteystiedot/oulunkylan-terveysasema,,,yes,,,,,,60.2281624,Åggelby hälsostation,,Kylänvanhimmantie,yes,,,Oulunkylä health station,Oulunkylän terveysasema,,,,00640,yes,,Helsinki,,yes,,,
,hospital,,,,,,,,29.0050731,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,62.7334786,,,Sairaalankatu,,,,,Outokummun terveysasema,,,,83500,,,Outokumpu,,,,FI,
,hospital,,,,,,,,25.2762525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3569151,,,,yes,,,,Padasjoen terveysasema,,,,,,,,hospital,,,,
,hospital,,,,,,,,22.6875897,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,60.4417127,,,Terveyskeskuksentie,,,,,Paimion pääterveysasema,,,,,,,,,,,,
,hospital,,,,,,,,25.7453836,,,,,,,,25,,,,,,,,,,,,,,,no,,,+358 14 3366822,,,62.2880922,,,Ritopohjantie,yes,,,,Palokan terveysasema,,,,40270,,,Jyväskylä,,,,FI,
,hospital,,,,,,,,24.0157116,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,60.2658382,,,Paloniementie,hospital,,,,Paloniemen sairaala,,,,,,,,,,,,
,hospital,,,,,,,,29.4985985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5599528,,,,,,,,Parikkalan terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,23.0256932,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,62.0063424,,,,hospital,,,,Parkanon Terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,25.0598903,,Q18661247,,,,,,1,,,,,Peijaksen sairaala,,fi:Peijaksen sairaala,,,,,,,,yes,,,+358 9 47167371,,,60.3299322,Pejas sjukhus,,Sairaalakatu,,,,Peijas hospital,Peijaksen sairaala,,,,01400,,,Vantaa,,,,FI,
,hospital,,,,,,,,27.4866442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1222901,,,,,,,,Pelkosenniemen terveyskeskus,,,,,,,Pelkosenniemi,,,,,
,hospital,,,,,,,,23.0593861,,,,,,,,,,,,,,,,,Bing,,,,,,no,,,,,,62.5644817,,,,yes,,,,Peräseinäjoen terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,23.6359253,,,,,,,,60,,,,,,,,,Bing,,,,,+356525072,yes,,,+356524000,,,61.4613517,Birkalas hälsovårdscentral,,Lentoasemantie,,,,Pirkkala Health Centre,Pirkkalan terveyskeskus,,,,33960,yes,,Pirkkala,,,,,
,hospital,,,,,,,,23.5738747,,Q18661353,,,,,,,,,,,Pitkäniemen sairaala,,,,,,,,,,,,,,,,61.4801532,Pitkäniemi sjukhus,,,,,,Pitkäniemi Hospital,Pitkäniemen sairaala,,,,,,,,,,,,
,hospital,,,,,,,,29.7824768,,Q15939144,,,,,,16,,,,,,,,,,,,,,,yes,,,,,,62.5912666,,,Tikkamäentie,,,,North Karelia Central Hospital,Pohjois-Karjalan keskussairaala,,,,80210,,,Joensuu,,,,,
,hospital,,,,,,,,26.6245488,,,,,,,,3C,,,,,,,,,,,,,,,yes,,,,,,60.9121811,,,Sairaalankuja,,,,North Kymi Hospital,Pohjois-Kymen sairaala,,,,45750,,,Sairaalamäki,,,,,
,hospital,,,,,,,,24.8946789,,,,,,,,2,,,,,Pohjola Sairaala,,,,,,,https://www.pohjolasairaala.fi/,,,,,,,,,60.2081865,Pohjola Sjukhus,,Puutarhurinkuja,,,,Pohjola Hospital,Pohjola Sairaala,,,,00300,yes,,Helsinki,,,,,
,hospital,,,,,,,,25.6928004,,Q26257091,,,Больница г. Порвоо,,,1,,,,,Porvoon sairaala,,,,,,,,,,yes,,,+358 19 54821,,,60.3794666,,,Sairaalantie,no,,,,Porvoon sairaala,,,,06200,,yes,Porvoo,,,,,
,hospital,,,,,,,,25.7565455,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,66.5195375,,,,,,,,Pulkamontien terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,25.8683066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2775000,,,,,,,,Pulkkilan terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,28.1887853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5199946,,,,,,,,Puumalan terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,25.9669049,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,63.6825929,,,Potilaspolku,,,,,Pyhäjärven terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,29.9714530,,,,,,,,22,,,,,,,,,,,,https://www.joensuu.fi/pyhaselan-terveysasema,,,,,,,,,62.4398091,,,Sähkötie,,,,,Pyhäselän terveysasema,,,,82200,,,Hammaslahti,,,,,
,hospital,,general;emergency,,,,,,25.5698825,,,,Päijät-Hämeen hyvinvointiyhtymä,,,,7,,,,,,public,,,lahti aerial,,,,,,yes,,,,,,60.9927018,,,Keskussairaalankatu,yes,,,,Päijät-Hämeen keskussairaala,,,,15850,,,Lahti,hospital,,,,
,hospital,,,,,,,,24.4723725,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,64.6963745,,,,,,,,Raahen aluesairaala,,,,,,,,,,,,
,hospital,,,,,,,,22.1406330,,,,Turun yliopistollinen keskussairaala,,,,5,,,,,Raision sairaala,,,,,,,,,,no,,,,,,60.5026484,Reso sjukhus,,Sairaalakatu,,,,,Raision sairaala,,,,,,,Raisio,hospital,,,,
,hospital,,,,,,,,25.4210621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0667209,,,,,,,,Rajakylän sosiaali- ja terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,24.7519333,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,60.5289353,,,Kievarintie,,,,,Rajamäen terveysasema,,,,05200,,,Rajamäki,hospital,,,,
,hospital,,,,,,,,29.8159216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6142407,,,,yes,,,,Rantakylän terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,28.2988066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0626339,,,,,,,,Rantasalmen terveysasema,,,,,,,,hospital,,,,
,hospital,,,,,,,,23.6308807,,,,Kuusiolinna Terveys,,,,3,,,,,,,,,,,,https://www.kuusiolinna.fi/tyoterveyshuolto/rantatoysa,,,no,,,,,,62.6383132,,,Annalantie,yes,,,,Rantatöysän työterveysasema,,,,63410,,,Alavus,,,,,
,hospital,,,,,,,,25.6484620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5111185,,,,,,,,Rantsilan terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,23.4398687,,,,,,,,,,,,,Raaseporin sairaala,,,,,,,,Länsi-Uudenmaan sairaala,,yes,,,,,,59.9695285,Raseborgs sjukhus,Västra Nylands sjukhus,,,,,,Raseborgs sjukhus,,,,,,,,,,,,
,hospital,,,,,,,,21.5216729,,,,Rauman kaupunki,,,,2,,,,,,,,,,,,https://www.rauma.fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/,,,yes,,,,,,61.1315395,,,Steniuksenkatu,,,,,Rauman terveyspalvelut,,,,26100,,,Rauma,,,,,
,hospital,,,,,,,,24.7775671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7435526,,,,,,,,Riihimäen seudun terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,24.0759121,,,,,,,,56,,,,,,,,,http://www.ruovesi.fi/kartat/pkartta.htm,,,,,,,,,,,,61.9823360,,,,yes,,,,Ruoveden terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,24.0110653,,,,,,,,3,,,,,,,,,,Ruutanan terveyskeskus,,,,+358 3 376 1562,no,,,+358 3 5655 4011,,,61.5284577,,,Leppätie,,,,,Ruutanan OmaAsema,,,,36110,,,Ruutana,hospital,,,,
,hospital,,,,,,,,29.6317901,,,,,,,,22,,,,,,,,,,,,,,,,,ark. 8-16,030 105550,,,62.3136872,,,Kinnulantie,,,,,Rääkkylän terveyskeskus,,,,,yes,,Rääkkylä,hospital,yes,,,
,hospital,,,,,,,,27.4424487,,Q18661827,,,,,,,,,,,,,,,,,,,,,yes,,,,,,66.7047039,,,Sairaalakatu,hospital,,,,Sairaala Lapponia Kemijärvi,,,,,,,Kemijärvi,,,,,
,hospital,,,,,,,,24.9084219,,,,,,,,10,,,,,Sairaala Orton,,,,,,,,,,no,,,,,,60.2027005,Orton sjukhus,,Tenholantie,,,,Orton Hospital,Sairaala Orton,,,,00280,,,Helsinki,hospital,,,,
,hospital,,,,,,,,28.6713264,,,,Sallan kunta,,,,3,,,,,,,,,,,,,,,yes,,,+358 40 5207 390,,,66.8248666,,,Jungintie,,,,,Sallan terveyskeskus,,,,98900,,,Salla,,,,,
,hospital,,,,,,,,23.1295559,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,60.3752513,,,,,,,Salo Regional Hospital,Salon aluesairaala,,,,,,,,,,,,
,hospital,,,,,,,,24.6547687,,,,,,,,2,,,,,Samarian terveyskeskus,,,,,,,https://www.espoo.fi/fi-FI/Sosiaali_ja_terveyspalvelut/Terveyspalvelut/Terveysasemat/Samarian_terveysasema__Espoon_keskus,,,,,,+358 9 816 32600,,,60.2022288,Hälsostationen Samaria i Esbo centrum,,Terveyskuja,yes,,,Samaria Health Centre,Samarian terveyskeskus,,,,02770,yes,,Espoo,,yes,,,
,hospital,,,,,,,,22.6969191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3446331,,,,,,,,Sauvon terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,27.6760267,,,,Etelä-Karjalan sosiaali- ja terveyspiiri,,,,7,,,,,,,,,,,,,,,,,Mo-Th 08:00-16:00; Fr 08:00-15:00,+358 (0)5 352 1200,,,61.2005814,,,Maitolantie,,,,,Savitaipaleen hyvinvointiasema,,,,54800,yes,,Savitaipale,,,,,
,hospital,,,,,,,,28.8503828,,Q18661910,,,,,,6,,,,,Savonlinnan keskussairaala,,fi:Savonlinnan keskussairaala,,,,,https://www.isshp.fi/yhteystiedot/sairaala/,,,yes,,,+358 15 527 2000,,,61.8707325,,,Keskussairaalantie,,,,Savonlinna Central Hospital,Savonlinnan keskussairaala,,,,57120,,,Savonlinna,,,,,
,hospital,,,,,,,,28.8462831,,,,,,,,8,,,,,,,,,,,,https://www.isshp.fi/yhteystiedot/terveysasemat/savonlinnan-paaterveysasema/,,,no,,,+358 15 527 7112,,,61.8744799,,,Pihlajavedentie,,,,,Savonlinnan pääterveysasema,,,,57120,,,Savonlinna,,,,,
,hospital,,,,,,,,22.8183402,,Q5399343,,,,,,,,,,,Seinäjoen keskussairaala,,,,,,,,,,yes,,,,,,62.7727820,Seinäjoki centralsjukhus,,,,,,Seinäjoki Central Hospital,Seinäjoen keskussairaala,,,,,yes,,,hospital,,,,
,hospital,,,,,,,,29.7286192,,,,Siun Sote,,,,17,,,,,,,,,,,,http://www.siunsote.fi/,,,,,,,,,62.6151254,,,Noljakantie,,,,,Siilaisen terveysasema,,,,80130,,,Joensuu,,,,FI,
,hospital,,,,,,,,26.5618147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.4295027,,,,,,,,Sodankylän terveyskeskus,,,,,,,Sodankylä,hospital,,,,
,hospital,,,,,,,,24.2076210,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,62.8717081,,,,yes,,,,Soinin Terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,23.4948196,,,,,,,,38,,,,,,,,,MML2017,,,,,,,,,,,,60.6322811,,,Turuntie,yes,,,,Someron terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,27.5235984,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,63.6704186,,,Taivallahdentie,,,,,Sonkajärven terveyskeskus,,,,74300,,,Sonkajärvi,,,,,
,hospital,,general,,,,,,28.3909932,,,,,,,,9,,,,,,,,,,,,,,,yes,,,,,,64.1325095,,,Keskuskatu,,,,,Sotkamon terveyskeskus,,,,88600,,,Sotkamo,hospital,,,,
,hospital,,,,,,,,28.8936457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8821723,,,,,,,,Suomussalmi terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,27.1177298,,,,Sisä-Savon terveydenhuollon kuntayhtymä,,,,,,,,,,,,,,,,,,,,,,,,,62.6297647,,,,,,,,Suonenjoen terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,24.9317947,,,,,,,,3,,,,,Suursuon sairaala,,,,,,,,,,,,,,,,60.2343308,Storkärrs sjukhus,,Suursuonlaita,,,,Suursuo hospital,Suursuon sairaala,,,,00630,,,Helsinki,,,,,
,hospital,,,,,,,,25.7125403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2315940,,,,yes,,,,Sädesairaala,,,,,,,,,,,,
,hospital,,,,,,,,22.4983826,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,60.0190205,,,,yes,,,,Taalintehtaan terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,28.2309459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5687700,,,,yes,,,,Taivalkosken terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,23.7705612,,,,Forssan seudun hyvinvointikuntayhtymä,,,,1,,,,,,,,,,,,http://www.fshky.fi/,,,,,,,,,60.8079609,,,Einarintie,,,,,Tammelan terveysasema,,,,31300,,,Tammela,hospital,,,,
,hospital,,,,,,,,23.8104948,,Q11896324,,,Университетская больница Тампере,,,35,,,,,Tampereen yliopistollinen sairaala,,fi:Tampereen yliopistollinen sairaala,,,,,https://www.tays.fi/,,+358 3 311 64369,,,,+358 3 311 611,,,61.5058564,Tammerfors universitetssjukhus,,Teiskontie,,,,Tampere University Hospital,Tampereen yliopistollinen sairaala,,,,33520,yes,,Tampere,hospital,,,,
,hospital,,,,,brown,,,24.7975783,,,,,,,,2,,,,3,Tapiolan terveysasema,,,,,,,,,,,,,09-8163811,,,60.1785499,Hagalunds hälsostation,,Ahertajantie,yes,,,Tapiola Health Centre,Tapiolan terveysasema,,,,02100,,,Espoo,,,,FI,
,hospital,,,,,,,,27.6618650,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,63.0675068,,,,,,,,Tarinan sairaala,,,,,,,,hospital,,,,
,hospital,,,,,,,,24.6209976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8182114,,,,yes,,,,Tervakosken terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,29.1467759,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,66.2987646,,,,,,,,Terveysasema,,,,,,,,hospital,,,,
,hospital,,,,,,,,24.5538788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7556342,,,,,,"Name, details",,Terveysasema,,,,,,,,hospital,,,,
,hospital,,,,,,,,24.0834018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4589187,,,,yes,,,,Terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,24.2320307,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,60.1359919,,,Charlotta Lönnqvistin tie,,,,,Terveyskeskus,,,,02580,,,Siuntio,hospital,,,,
,hospital,,,,,,,,26.7449238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2417148,,,,,,,,Terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,24.6108829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0361096,,,,,,,,Terveyskeskus,,,,,,,Mänttä,hospital,,,,
,hospital,,,,,,,,28.2914915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4981986,,,,,,,,Terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,25.6799149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5078085,,,,yes,,,,Terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,29.2565423,,,,Juuka,,,,,,,,,,,,,,,,,,,,,,,,,63.2416383,,,,,,,,Terveyskeskus,,,,,,,Juuka,hospital,,,,
,hospital,,,,,,,,27.0085662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1789623,,,,,,,,Terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,25.2051216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6027505,,,,,,,,Terveyskeskus,,,,,,,,hospital,,,,
,hospital,,,,,,,,25.0052815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0887264,,,,,,,,Terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,24.4294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2082860,,,,,,,,Terveyskeskus,,,,,,,,,,,,
,hospital,,,,,,,,24.8105289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0855964,,,Keskustie,,,,,Tervolan Terveyskeskus,,,,95300,,,Tervola,,,,,
,hospital,,,,,,,,24.9003116,,Q15919889,,,,,,,,,,,Tilkka,,,,,,,,,,,,,,,,60.1995855,Tilkka,,,,,,Tilkka,Tilkka,,,,,,,,,,,,
,hospital,NLS.fi Topographic Database,,,,,,,24.2508782,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,63.7762275,,,,yes,,,,Toholammin terveyskeskus,,,,,,,,hospital,,,,
,hospital,,general;paediatrics;dentistry;maternity;psychiatry,,,,,,23.8720599,,,,Akaan kaupunki,,,,2,,,,,,,,,,,,,,+358 3 5691 2715,,,Mo-Fr 08:00-16:00,+358 40 335 2702,,,61.1750695,,,Akaantie,,,,,Toijalan terveysasema ja sairaala,,,,37800,,,akaa,hospital,,,,
,hospital,,,,,,,,22.2721520,,Q23040341,,,,,,,,,,,Turun kaupunginsairaala,,fi:Turun kaupunginsairaala,,,,,,,,,,,,,,60.4402699,Åbo stadssjukhus,,,,,,,Turun kaupunginsairaala,,,,,yes,,,hospital,,,,
ÅUCS,hospital,,,,,,,,22.2967236,,Q3736764,,Varsinais-Suomen sairaanhoitopiiri,,,,4-8,,TYKS,fi:Varsinais-Suomen sairaanhoitopiiri,,Turun yliopistollinen keskussairaala,,fi:Turun yliopistollinen keskussairaala,,,,,http://www.tyks.fi/,,,yes,survey,,,,,60.4516891,Åbo universitetscentralsjukhus,,Kiinamyllynkatu,,,,Turku University Hospital,Turun yliopistollinen keskussairaala,,,,20520,,,Turku,hospital,,Q18691489,,
,hospital,,,,,,,,21.4235374,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,60.7969317,,,,,,,Vakka-Suomi Hospital,Tyks Vakka-Suomen sairaala,,,,,,,,,,,,
,hospital,,,,,,,,22.8294633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7649865,,,,,,,,Törnävän sairaala,,,,,,,,hospital,,,,
,hospital,,,,,,,,24.9202399,,,,,,,,,,,,,Töölön sairaala,,,,,,,,,,,,,,,,60.1816886,Tölö sjukhus,,,,,,Töölö hospital,Töölön sairaala,,,,,,,Helsinki,,,,,
,hospital,,,,,,,,21.8871615,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,61.4325172,,,,yes,,,,Ulvilan terveysasema,,,,,,,,,,,,
,hospital,,,,,,,,23.5618088,,,,,,,,9,,,,,,,,,,,,https://www.akaa.fi/terveys-ja-perusturva/terveyspalvelut/laakarien-vastaanotto/,,,yes,,,+358 40 335 2702,,,61.0830089,,,Sairaalantie,hospital,,,,Urjalan terveysasema,,,,31760,,,Urjala,hospital,,,,
,hospital,,,,,,,,26.8291514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5586532,,,,,,,,Vaalan terveysasema,,,,,,,,hospital,,,,
,hospital,,,,,,,,21.6115585,,Q11899969,,,,,,,,,,,Vaasan keskussairaala,,,,,,,https://www.vaasankeskussairaala.fi/,,,yes,,,,,,63.0855604,Vasa centralsjukhus,,,,,,Vaasa Central Hospital,Vaasan keskussairaala,,,,,yes,,,hospital,,,,
,hospital,,,,,,,,24.0293647,,,,Tays,,,,24,,,,,,,,,,,,https://www.tays.fi/fi-FI/Toimipaikat/Tays_Valkeakoski,,,yes,,,,,,61.2715737,,,Salonkatu,,,,Valkeakosken Regional Hospital,Valkeakosken sairaala,,,,37600,,,Valkeakoski,,,,,
,hospital,,,,,,,,22.9238228,,Q18662686,,Pirkanmaan sairaanhoitopiiri,,,,2,,,,,,,fi:Vammalan aluesairaala,,,,,https://www.pshp.fi/fi-FI/Toimipaikat/Vammalan_sairaala,,,yes,,,+358 3 311 615,,,61.3375440,,,Itsenäisyydentie,,,,,Vammalan sairaala,,,,38200,,,Sastamala,hospital,,,,
,hospital,,,,,,,,27.7539489,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,63.3597020,,,Mäkitie,hospital,,,,Varpaisjärven terveysasema,,,,73200,,,Varpaisjärvi,,,,,
,hospital,,,,,,,,25.6213385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9690728,,,,yes,,,,Varuskuntasairaala,,,,,,,,,,,,
