shop,office,healthcare:speciality,building:part,payment:debit_cards,postal_code,private_treatment,smoking,addr:housenumber,source:addr:housenumber,description,addr:state,addr:terrace,source,ref:NPLG:UPRN:1,opening_hours:url,addr:village,building:color,fax,roof:colour,source:amenity,contact:facebook,former_amenity,height,wheelchair:description,addr:street,source:name,fixme,name:en,contact:fax,addr:city,designation,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,source:footprint,payment:mastercard,addr:flats,amenity_1,cqc:location:id,payment:american_express,building_name,building:start_date,access,payment:cheque,check_date,email,contact:email,addr:province,roof:shape,building:use,contact:twitter,last_check,nhs_treatment,source:geometry,source:building,roof:direction,source:listed_status,old_website,diet:vegetarian,source:location,lon,contact:website,survey:date,layer,source:area,long_name,alt_name,nhs,source_1,operator,fee,source:building:start_date,wheelchair:description:en,area,opening_hours,contact:phone,addr:housename,name,heritage,website,addr:unit,source:height,listed_status,source:listed,phone,dentist,old_name,source:outline,opening_hours:signed,architect,dispensing,cqc:location_id,landuse,wheelchair,amenity,source:shape,building:flats,addr:suburb,building:min_level,lat,building:level,wikidata,source:postcode,addr:town,emergency,building:levels,image,website2,note,FIXME,source:addr,building:material,payment:visa,toilets,addr:county,source:addr:postcode,toilets:wheelchair,old_shop,building,building:colour,name:gd,url,roof:levels,addr:place,uri,healthcare,telephone,addr:country,heritage:operator
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5062823,,,,,,,,,,,,,,,,,Chelmer Village Dental Practice,,https://www.chelmervillagedental.co.uk/,,,,,+44 1245 451324,,,,,,,,,,dentist,,,,,51.7367465,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,65/66,,,,,,,,,,,,,,,,,Victoria Road,,,,,Chelmsford,,,CM1 1PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4756611,,,,,,,,,,,,,,,,,Chelmsford Dental Laboratories Ltd,,,,,,,,,,,,,,,,,dentist,,,,,51.7369336,,,,,,2,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,273,,,,,,,,,,,,,,,,,Old Brompton Road,,,,,,,,SW5 9JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1920296,,,,,,,,,,,,,,,,,Chelsea Dental Spa,,,,,,,,,,,,,,,,,dentist,,,,,51.4886874,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,11,,,,,,,,,,,,,,,,,Chelsea Road,,,,,,,,BA1 3DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3890581,,,,,,,,,,,,,,,,,Chelsea Road Dental Practice,,https://chelsea-road-dental.com/contact-us.html,,,,,,,,,,,,,,no,dentist,,,,,51.3852986,,,,,,,,,,,,,,,,,no,,yes,,,,,,,,,,
,,,,,,,,30,,,,,,,,,,,,,,,,,Winchcombe Street,,,,,,,,GL52 2LZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0724456,,,,,,,,,,,,,,"Mo,We,Fr 08:00-17:30; Tu,Th 08:00-20:00; Sa 09:00-13:00; Su,PH off",,,Cheltenham House Dental Practice,,https://www.cheltenhamhousedental.co.uk/,,,,,+441242 513146,,,,,,,,,,dentist,,,,,51.9009559,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3068221,,,,,,,,,,,,,,,,,Chesil Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.0608815,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,South Place,,,,,Chesterfield,,,S40 1SZ,,,,,,,,,,,,,,,,,,office@smilebydesign.biz,,,,,,,,,,,,,,,-1.4279072,,,,,,,,,,,,,,"Mo 09:00-12:30,14:00-20:00; Tu 08:00-12:30,14:00-18:00; We 09:00-13:00,14:00-18:00; Th 09:00-12:30,14:00-17:30; Fr 08:00-14:00",,Chesterfield Orthodontics,Chesterfield Orthodontics,,https://chesterfieldortho.co.uk/,,,,,+44 1246 550033,,,,,,,,,,dentist,,,,,53.2335577,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6674768,,,,,,,,,,,,,,,,,Chestnuts Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.4285068,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,46,,,,,,,,,,,,,,,,,West Street,,,,,Chichester,,,PO19 1RP,,,,,,,,,,,,,,,,,,enquiries@chichestersmiles.org.uk,,,,,,,,,,,,,,,-0.7831559,,,,,,,,,,,,,,,,,Chichester Smiles Dental Practice,,,,,,,+44 1243 782376,,,,,,,,,,dentist,,,,,50.8366650,,Q26277525,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,GB,
,,,,,,,,165,,,,,survey; Bing,,,,,,,,,,,,High Road,,,,,Nottingham,,,NG9 5BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.greenfingersshop.co.uk/,,,-1.2273964,,,,,,,,,,,,,,,,,Chilwell dp,,,,,,,,,Greenfingers Florist,,,,,,,,dentist,,,Chilwell,,52.9191859,,,ONS,,,,,,,,,,,,,,,florist,shop,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1256340,,,,,,,,,,,,,,,,,Chippenham Dental Access Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.4523807,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL12 7EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3508177,,,,,,,,,,,,,,,,,Chipping Manor Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.6374748,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,
,,,,,,,,37,,,,,survey,,,,,+44 (0) 115 961 4168,,,,,,,Shearing Hill,,,,,Nottingham,,,NG4 3GY,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,-1.0738695,,,,,,,,,,,,,,,,Choices Dental Care Centre,Choices Dental Care Centre,,,,,,,+44 115 940 2200,,,,,,,,,,dentist,,,Gedling,,52.9735831,,,,,,,https://www.mapillary.com/map/im/9u3fYNQn9Rv5amYb0bxkgQ,,,,CQC open data,,,,,,,,service,,,,,,,,,,
,,,,,,,,5,,,,,,,,,,,,,,,,,London Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7282529,,,,,,,,,,,,,,,,,Chopra Associates,,,,,,,,,,,,,,,,,dentist,,,,,51.3412321,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2711130,,,,,,,,,,,,,,,,,Chorlton Private Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.4424006,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4333406,,,,,,,,,,,,,,,,,Christopher Holden and Associates,,,,,,,,,,,,,,,,,dentist,,,,,53.2395554,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,493,,,,,,,,,,,dark_grey,,,,,,Cambridge Heath Road,,,,,London,,,E2 9BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0573479,,,,,,,,,,,,,,,,,Chrysanth Dental Care,,http://www.crysanth.london,,,,,+44 20 3620 1113,,,,,,,,,,dentist,,,,,51.5331259,,,,,,3,,,,,,brick,,,,,,,retail,brown,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3755921,,,,,,,,,,,,,,,,,Church End Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.5440427,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,,,Church Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0176459,,,,,,,,,,,,,,,,,Church Hill Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.5852093,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,6,,,,,,,,Bishops Lydeard,,,,,,,,,West Street,,,,,Taunton,,,TA4 3AU,,,,,,,,,,,,,,,,,,info@churchhousedental.co.uk,,,,,,,,,,,,,,,-3.1886583,,,,,,,,,,,,,,,,,Church House Dental Clinic,,https://www.churchhousedental.co.uk/,,,,,+44 1823 430004,,,,,,,,,,dentist,,,,,51.0615871,,,,,,2,,,,,,,,,Somerset,,,,commercial,,,,,,,,,GB,
,,dentistry,,,,,,,,,,,Bing;survey,,,,,,,,,,,,Church Lane,,,,,Hungerford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5163009,,,,,,,,,Private,,,,,,,,Church Lane Dental,,https://www.churchlanedental.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.4159939,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5526301,,,,,,,,,,,,,,,,,Church Road Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.4596963,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,105-107,,,,,,,,,,,,,,,,,Church Street,,,,,Runcorn,,,WA7 1LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7360779,,,,,,,,,,,,,,,,,Church Street Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.3427901,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2499504,,,,,,,yes,,,,,,,,,,Church View Dental Clinic,,,,,,,,,,,,,,,,,dentist,,,,,51.5575039,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,
,,,,,,,,22,,,,,survey,,,,,,,,,,,,Church Street,,,,,,,,NG16 3HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3079416,,,,,,,,,,,,,,,,,Church View Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.0158325,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4907233,,,,,,,,,,,,,,,,,Churchfield Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,53.5564675,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,E16 2DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0481151,,,,,,,,,,,,,,,,,City Airport Dental,,https://www.mydentist.co.uk/london-252,,,,,,,,,,,,,,,dentist,,,,,51.5021469,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,24,,,,,,,,,,,,,,,,,Bridge Street,,,,,Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3077999,,,,,,,,,,,,,,,,,City Bridge Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.0608956,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6017539,,,,,,,,,,,,,,,,,City Bridge Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,51.4947125,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO15 3BW,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,1.1456655,,,,,,,,,,,,,,,,,Clacton Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.7933584,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5955257,,,,,,,,,,,,,,,,,Clare Street Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.4538306,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,78,,,,,OS_OpenData_VectorMapLocal;Bing,,,,,,,,,,,,High Street,,,,,Thetford,,,IP25 6AW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8218294,,,,,,,,,,,,,,,,,Clarence House Dental Care,,https://www.clarencehousedental.co.uk/,,,,,,,,,,,,,,,dentist,,,,,52.5715525,,,,Watton,,,,,,,website,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2783445,,,,,,,,,,,,,,,,,Clarkston Toll Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,55.7906832,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4104985,,,,,,,,,,,,,,,,,Clay Cross Dental,,,,,,,,,,,,,,,,,dentist,,,,,53.1670287,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9838728,,,,,,,,,,,,,,,,,Claydon Dental Old Bakery,,,,,,,,,,,,,,,,,dentist,,,,,51.9373582,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,71,,,,,,,,,,,,,,,,,Claypath,,,,,,,,DH1 1QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5713909,,,,,,,,,,,,,,,,,Claypath Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,54.7784200,,Q26453158,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Hoe Road,,,,,"Bishop's Waltham, Southampton",,,SO32 1DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2075437,,,,,,,,,,,,,,,,,Clear Dentistry,,,,,,,,,,,,,,,,,dentist,,,,,50.9543666,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,1.2589735,,,,,,,,,,,,,,,,,Clearsprings Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.9262158,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8514211,,,,,,,,,,,,,,,,,Clevedon DentalCare,,,,,,,,,,,,,,,,,dentist,,,,,51.4347536,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,Bing;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1587341,,,,,,,,,,,,,,,,,Clifton Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,51.4879181,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,67,,,,,,,,,,,,,,,,,Clifton Terrace,,,,,Newtown,,,SY16 1BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3129416,,,,,,,,,,,,,,,+44 1686 626252,,Clifton Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,52.5138643,,,,,,,,,,,,,,,,,,,terrace,,,,,,,,,,
,,,,,,,,90,,,,,,,,,,,,,,,,,Queens Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6110550,,,,,,,,,,,,,,,,Tortworth House,Clifton Dental Studio,,,,,,,,,,,,,,,,no,dentist,,,,,51.4582109,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,72,,,,,,,,,,,,,,,,,Alma Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6103221,,,,,,,,,,,,,,,,,Clifton Down Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.4630485,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,4,,,,,,,,,,,,,,,,,Clive Street,,,,,Caerphilly,,,CF83 1GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2203696,,,,,,,,,,,,,,,,,Clive Street Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.5725486,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Heworth Village,,,,,York,,,YO31 1AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0545608,,,,,,,,,,,,,,,,,Clock House Dental,,,,,,,,,,,,,,,,,dentist,,,Heworth,,53.9672402,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4371527,,,,,,,,,,,,,,,,,Clover Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,50.9749701,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5701509,,,,,,,,,,,,,,,,,Coach House Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.0820718,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,6A,,,,,,,,,,,,,,,,,Caerphilly Road,,,,,Newport,,,NP10 8LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0456185,,,,,,,,,,,,,,,,,Coach House Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.5776908,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Coal Clough Lane,,,,,Burnley,,,BB11 4NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2582422,,,,,,,,,,,,,,,,,Coal Clough Dental Care,,www.coalcloughdentalcare.co.uk,,,,,,,,,,,,,,,dentist,,,,,53.7854447,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,23,,,,,Bing;photograph,,,,,,,,,,,,"Station Parade, Cockfosters Road",,,,,Barnet,,,EN4 0DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1469565,,,,,,,,,,,,,,,,,Cockfosters Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.6482156,,,,,,3,,,,,FHRS Open Data,brick,,,,,,,retail,,,,,,,,,,
,,,,,,,,39,,,,,,,,,,,,,,,,,St Botolphs Street,,,,,Colchester,,,CO2 7EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9034903,,,,,,,,,,,,,,,,,Colchester Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,51.8874191,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,OS_OpenData_StreetView;survey,,,,,,,,,,,,Kelso Road,,,,,,,,TD12 4LQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2647398,,,,,,,,,,,,,,,,,Coldstream Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,55.6475199,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7062778,,,,,,,,,,,,,,,,,Coleshill Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,52.4980326,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,,,Blyth Road,,,,,,Coley Kenward & Partners Dental Practice,,BR1 3RX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085126,,,,,,,,,,,,,,,,Coley Kenward & Partners Dental Practice,Coley Kenward & Partners Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.4092749,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,49-51,,,,,,,,,,,,,,,,,Colindale Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2544106,,,,,,,,,,,,,,,,,Colindale Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.5935771,,,,,,2,,,,,,plaster,,,,,,,yes,white,,,,,,,,,
,,,,,,,,60,,,,,Bing,,,,,,,,,,,,Ecclesall Road South,,,,,Sheffield,,,S11 9PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5104453,,,,,,,,,,,,,,,,,Collins & Ball,,,,,,,+44 1142 662212,,,,,,,,,,dentist,,,,,53.3578165,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Combe Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7697087,,,,,,,,,,,,,,,,,Combe Road Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.4845081,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,NG2 7RS,,,,,,,,,,,1-189077036,,,,,,,,,,,,,,,,,,,,,,-1.1535401,,,,,,,,,,,,,,,,,Compton Acres Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,52.9185656,,,,,,,,,,,Companies House open data,,,,,,,,yes,,,,,Compton Acres Shopping Centre,,,,,
,,,,,,,,41,,,,,,,,,,,,,,,,,Lamb's Conduit Street,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1184386,,,,,,,,,,,,,,,,,Conduit Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.5216211,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2153050,,,,,,,,,,,,,,,,Cotswold House,Confident Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,51.7429806,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5060385,,,,,,,,,,,,,,,,,Coniston Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.3368474,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6302942,,,,,,,,,,,,,,,,,Connaught Dentists,,,,,,,,,,,,,,,,,dentist,,,,,51.5766787,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7999729,,,,,,,,,,,,,,,,,Conwy Valley Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.1397581,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,6,,,,,,,,,,,,,,,,,Saint Giles Way,,,,,Copmanthorpe,,,YO23 3XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1413955,,,,,,,,,Thorpe Dental Group,,,,,,,,Copmanthorpe Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,53.9137240,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2472555,,,,,,,,,,,,,,,,,Corbets Tey Dental Practice,,,,,,,+44 1708 227943,,,,,,,,,,dentist,,,,,51.5533591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,151,,,,,,,,,,,,,,,,,Coronation Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6080072,,,,,,,,,,,,,,,,,Coronation Road Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.4460514,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1141390,,,,,,,,,,,,,,,,,Coronation Square Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.9024814,,,,,,2,,,,,,,,,,,,,retail,,,,,,,dentist,,,
,,,,,,,,104,,,,,,,,,,,,,,,,,Welton Road,,,,,Brough,,,HU15 1BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5659185,,,,,,,,,,,,,,,,,Cosmetic & Family Dentistry,,,,,,,,,,,,,,,,,dentist,,,,,53.7296174,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,25,,,,,,,,,,,,,,,,,High Street,,,,,Clacton-on-Sea,,,CO15 6QF,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,1.1558943,,,,,,,,,,,,,,,,,Cosmetic Dental Studio,,,,,,,,,,,,,,,,,dentist,,,,,51.7909977,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,,,Halifax Road,,,,,Huddersfield,,,HD3 3AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8087587,,,,,,,,,,,,,,,,Cote Royd House,Cote Royd Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.6565426,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,1,,,,,bing,,,,,,,,,,,,St Peters Road,,,,,Birmingham,,,B17 0AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9556606,,,,,,,,,,,,,,,,,Cottam Dental,,,,,,,,,,,,,,,,,dentist,,,,,52.4562097,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4138834,,,,,,,,,,,,,,,,,Cottingham Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.7840497,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
