amenity,building:colour,healthcare:speciality,lon,contact:website,roof:colour,layer,official_name,alt_name,smoking,operator,addr:housenumber,emergency,addr:district,no,building:levels,opening_hours,contact:phone,addr:housename,heritage:website,note,source,start_date,email,highway,website,ref:vatin,fax,description,short_name,contact:email,name:pt,addr:unit,leisure,barrier,phone,historic,ownership,old_name,lat,contact:fax,healthcare:speciality_1,addr:street,building,source:name,name:en,operator:type,name,level,castle_type,addr:postcode,wheelchair,addr:place,addr:city,place,healthcare,addr:country,internet_access
clinic,,,-8.6102830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4843283,,,,,,,,Centro de Saúde de Zibreira,,,,,,,plot,,,
clinic,,,-8.5910547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1455410,,,,,,,,Centro de Saúde do Bonfim,,,,,,,,,,
clinic,grey,,-16.8481075,,lightgrey,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,32.6524572,,,,yes,,,,Centro de Saúde do Caniço,,,,,,,,,,
clinic,,,-7.0794856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3506344,,,,,,,,Centro de Saúde do Sabugal,,,,,,,,clinic,,
clinic,,,-9.0990484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6406372,,,,,,,,Centro de Saúde do Seixal,,,,,,,,,,
clinic,,,-9.1181651,,,,,,,,,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Central,,,ucsp.olivais@arslvt.min-saude.pt,,https://www.portaldasaude.pt/portal/servicos/prestadoresV2/?providerid=476,,+351 218 539 078,,,,,,,,+351 218 507 000,,,,38.7726920,,,Alameda da Encarnação,yes,,,,Centro de Saúde dos Olivais,,,1800-192,yes,,Lisboa,,centre,,
clinic,,,-8.6652785,,,,,,,,,no,,,,08:00-20:00,,,,,Bing,,,,,,,,,,,,,,,,,,40.6045021,,,,yes,,,,Centro de Saúde Ílhavo,,,,yes,,,,,,
clinic,,,-7.9139475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6637580,,,,yes,,,,Centro de rastreio COVID-19,,,,,,,,clinic,,
clinic,,,-8.1478241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4044884,,,,yes,,,,Centro de saúde de regadas,,,,,,,,clinic,,
clinic,,general,-8.4535556,,,,,,,,53,,,,,,234724207,,,,,,,,,,,,,clinague@clinague.pt,,,,,,,,,40.5869972,,rehabilitation,Rua da Guiné Bissau,yes,,,,Clinague,,,3750-301,,,Águeda,,doctor,,
clinic,,,-8.8669122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1551391,,,,yes,,,,Clinica,,,,,,,,,,
clinic,,,-8.6136971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8647119,,,,yes,,,,Clinica Médica da Praça,,,,,,,,clinic,,
clinic,,surgery;dermatology;general;gynaecology;orthopaedics;paediatrics;geriatrics;internal,-28.6434861,,,,,,,,,,,,,,,,,,,,geral@clinihorta.com,,,,,,,,,,,,+351 292 392 037,,,,38.5318637,,,,,,,,Clinihorta,,,,,,,,clinic,,
clinic,,,-8.0777701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2735976,,,,yes,,,,Clínica Clipóvoa,,,,,,,,,,
clinic,,dentistry,-9.3379401,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6882129,,,Rua Doutor Marques da Mata,yes,,,,Clínica Dentária de Carcavelos,,,,,,,,clinic,,
clinic,,,-8.6069667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1510777,,,,yes,,,,Clínica Doutor Vítor da Silva,,,,,,,,,,
clinic,,,-9.3414291,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6822490,,,Rua do Catembe,yes,,,,Clínica Europa,,,,,,Carcavelos,,clinic,,
clinic,,,-8.6095332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1481320,,,,yes,,,,Clínica Liga Mutualista Porto,,,,,,,,,,
clinic,,,-8.6127410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1216862,,,,yes,,,,Clínica Médica Largo Soares Dos Reis Lda.,,,,,,,,,,
clinic,,,-7.9098491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6394451,,,,yes,,,,Clínica Médico de Atalaia,,,,,,,,clinic,,
clinic,,,-8.6074923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1511732,,,,yes,,,,Clínica Oftalmologia António Freitas,,,,,,,,,,
clinic,,,-8.1187350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0831890,,,,yes,,,,Clínica Particular de Vilamoura,,,,,,,,clinic,,
clinic,,,-9.1761295,http://www.irmashospitaleiras.pt/cpsj/contactos,,,,,,,3,,,,,,+351 217 125 110,,,,,,,,,,,,,cpsj@irmashospitaleiras.pt,,,,,,,,,38.7611194,,,Rua Professor Mário de Albuquerque,,,,,Clínica Psiquiátrica de São José,,,,,,,,,,
clinic,,,-9.1475291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7493601,,,,,,,,Clínica São João de Deus,,,,,,,,clinic,,
clinic,,,-8.8516058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1517325,,,,yes,,,,Clínica da Lapa,,,,,,,,,,
clinic,,general,-9.4199621,,,,,,,,188 A - 1º Andar,,,,,Mo-Fr 08:30-21:00,,,,,,,,,,,,,,,,,,,,,,,38.7086677,,,Rua de Alvide,yes,,,,Clínica das Fontaínhas,,,,,,Cascais,,clinic,,
clinic,,,-8.0802540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2704991,,,,yes,,,,Clínica de Amarante,,,,,,,,,,
clinic,,,-8.5328323,,,,,,,,1,,,,,,,Clínica de Gondomar,,,,,,,,,,,,,,,,,,,,,41.1414722,,,Rua 5 de Outubro,yes,,,,Clínica de Gondomar,,,4420-086,,,Gondomar (São Cosme),,,,
clinic,,,-8.6078231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1508756,,,,yes,,,,Clínica de Oftalmologia,,,,,,,,,,
clinic,,,-8.6171706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1489626,,,,yes,,,,Clínica de Radioterapia do Porto,,,,,,,,,,
clinic,,,-16.9112775,,,,,Quinta Vale Paraíso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6546583,,,,yes,,,,Clínica de Santa Luzia,,,,,,,,clinic,,
clinic,,,-9.1357874,,,,,Paços de São Cristóvão,,Associação de Socorros Mútuos de Empregados no Comércio de Lisboa,1,,,,,,+351 218 813 300,,,,dadosabertos.cm-lisboa.pt,,,,,,,"Formado por arquitectura nobre e religiosa, este conjunto, atesta bem a importância que o local teve desde a idade média até à reforma pombalina.Aqui habitou D. Leonor,filha de D. Duarte,a partir de 1451,após aí ter celebrado o seu casamento...",,,,,,,,castle,,Palácio Vagos,38.7123084,,,Largo de São Cristóvão,house,CICL,,,Clínica de São Cristóvão,,palace,1100-513,,,Lisboa,,,,
clinic,,community,-9.1399555,,,,,,,Serviço Nacional de Saude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4029622,,,Rua dos Silos,yes,,,,Delegado de Saude,,,2500-142,,,Caldas da Rainha,,,,
clinic,,,-9.1455970,,,,,,,,15,,,,,Mo-Sa 07:30-23:30,,,,,local knowledge,,,,,,,,,,,,,,+351 217 996 290,,,,38.7292558,,,Rua Andrade Corvo,yes,,,,Diaverum,,,1050-007,,,,,,,
clinic,,,-8.4802540,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3411279,,,Travessa 5 de Outubro,yes,,,,Doutor Campos Costa,,,4780-565,,,Santo Tirso,,clinic,,
clinic,,diagnostic_radiology,-8.4054767,,,,,,,Grupo Sanfil Medicina,2,,,,,,,,,,,,,,,,,,,,,,,,+351 239 487 130,,private,,40.2184137,,,Urbanização Espírito Santo,yes,,Diaton,,Edifício DIATOM,,,3000,,,Coimbra,,laboratory,,
clinic,,,-8.6075231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1514455,,,,yes,,,,Enfermeiros Novos do Porto,,,,,,,,,,
clinic,,,-8.6021873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1470188,,,,yes,,,,Enfermeiros Reunidos,,,,,,,,,,
clinic,,,-7.8981113,,,,,,,Centro de Saúde de Resende,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1033919,,,Avenida Nené Ribeiro,,,,,Extensão Centro de Saúde de São Martinho de Mouros,,,4660,yes,,São Martinho de Mouros,,,,
clinic,,general,-8.4488915,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6551033,,,Rua Nossa Senhora da Piedade,yes,,,,Extensão de Saúde,,,3750-593,,,Macinhata do Vouga,,clinic,,
clinic,,,-9.0277909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+351 21 202 94 70,,,,38.6582779,,,Largo da Graça,yes,,,,Extensão de Saúde Alhos Vedros,,,2860-026,,,Alhos Vedros,,clinic,,
clinic,,,-7.4306618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1108891,,,,,,,,Extensão de Saúde De Vale de Prazeres,,,,,,,,,,
clinic,,,-8.2578053,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2454509,,,,yes,,,,Extensão de Saúde Meinedo (CS Lousada),,,,,,,,,,
clinic,,,-7.9573183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5643676,,,,yes,,,,Extensão de Saúde Silgueiros,,,,,,,,clinic,,
clinic,,,-8.6442341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1446066,,,,yes,,,,Extensão de Saúde da Afurada,,,,,,,,clinic,,
clinic,,,-8.5755416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8074673,,,,yes,,,,Extensão de Saúde de Avanca,,,,,,,,,,
clinic,,,-8.1584815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6864121,,,,yes,,,,Extensão de Saúde de Cambra,,,,,,,,,,
clinic,,,-8.3040934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4833821,,,,yes,,,,Extensão de Saúde de Montalvo,,,,,,,,,,
clinic,,,-8.6267426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8008039,,,,,,,,Extensão de Saúde de Pardilhó,,,,,,,,,,
clinic,,,-8.7088672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0873834,,,,yes,,,,Extensão de Saúde de Samuel,,,,,,,,,,
clinic,,,-8.3123542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4453894,,,,,,,,Extensão de Saúde de Santa Margarida da Coutada,,,,,,,,,,
clinic,,,-8.7117013,,,,,,,,30,,,,,Mo-Fr 08:00-17:00,,,,,,,vilacova@csbarcelos.min-saude.pt,,,,+351 253 860 001,,,,,,,,+351 253 860 000,,,,41.5462816,,,Alameda do Passal,yes,,,,Extensão de Saúde de Vila Cova,,,4750-798,,,Vila Cova,,clinic,,
clinic,,,-9.2816884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7501246,,,,yes,,,,Fisiocare,,,,,,,,clinic,,
clinic,,,-8.5994276,,,,,NephroCare Vila Nova de Gaia,,,524,,,,,Mo-Sa 07:30-23:30,,,,,,,,,https://www.nephrocare.pt/clinicas-de-dialise/clinic/north/vila-nova-de-gaia.html,,+351 227 157 139,,,,,,,,+351 227 157 130,,,,41.1130700,,,Rua Fernando Lopes Vieira nº 524,,,,,Fresenius Medical Care,,,4430-703,,,Vila Nova de Gaia,,,,
clinic,,,-8.4160408,,,,,,,,1,,,,,,,,,,,,,,http://www.cpcsaude.pt/,,,,,,,,,,+351 239 700720,,private,,40.2228417,,,Rua Camilo Pessanha,yes,,,,Hospital CUF Coimbra,,,3000-600,,,Coimbra,,,,
clinic,,,-8.3761827,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,41.2773309,,,,yes,,,,Hospital da Misericórdia,,,,,,,,,,
clinic,,,-9.1553012,,,,,,,,20-22,,,,,,,,,,,,geral@lahgo.org,,www.lahgo.org,,,,,,,,,,+351 210 408 760;+351 210 408 779,,,,38.6496751,,,Rua Luís Villas Boas,yes,,,,LAHGO – Liga de Amigos do Hospital Garcia de Orta,,,2810-427,,Laranjeiro,Almada,,,PT,
clinic,,,-8.9394298,,,,,,,,110,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7467528,,,Estrada de São Pedro,yes,,,,Leirivida,,,2430-165,,,Marinha Grande,,clinic,,
clinic,,,-8.4134479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,40.2021513,,,Rua do Brasil,yes,,,,Malo Clinic,,,,,,,,,,
clinic,,,-9.1632614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7465951,,,,yes,,,,Malo clinic,,,,,,,,,,
clinic,,,-8.6711091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1646692,,,,yes,,,,Medicil Porto,,,,,,,,,,
clinic,,,-8.9775813,,,,,,,,,,,,,,,,,www.facebook.com/policlinica.benedita,,,,,geral@policlinicabenedita.com,,,,,,,,,,262 925 610,,,,39.4308442,,,Rua Francisco Sá Carneiro,yes,,,,Policlínica Central Benedita SA,,,2475-151,,,Benedita,,,,
clinic,,dentistry;dental,-8.0776786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2685520,,,,yes,,,,Ponte Saude,,,,,,,,clinic,,
clinic,,,-7.4394071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1319753,,,,,,,,Posto Medico,,,,,,,,,,
clinic,,general,-7.9970774,,,,,,,Serviço Nacional de Saude,,,,,,Mo-Fr 08:00-12:00,,,,,,,,,,,,,,,,,,,,,,,39.1601353,,,,yes,,,,Posto Medico de Galveias,,,,,,Galveias,,clinic,,
clinic,,,-9.0966684,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,38.8185946,,,,yes,,,,Posto Medico de São João da Talha,,,,,,São João da Talha,,,,
clinic,,,-8.9468991,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7012919,,,,,,,,Posto Médico da Moita,,,,,,,,,,
clinic,,,-8.7876471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7019426,,,,,,,,Posto Médico de Cortes,,,,,,,,,,
clinic,,,-7.4295170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1596984,,,,,,,,Posto Médico de Fatela,,,,,,,,,,
clinic,,general,-8.7008313,,,,,,,,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,39.0496502,,,Rua João Pinto Figueiredo,yes,,,,Posto Médico de Marinhais,,,2125-181,,,Marinhais,,clinic,,
clinic,,,-8.6244954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6195674,,,,yes,,,,Posto de Saúde de São Bernardo,,,,,,,,,,
clinic,,,-8.4395908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,40.2398300,,,,,,,,Presenius Medical Care - Unidade de Diálise,,,,,,,,dialysis,,
clinic,,,-9.2112275,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7187081,,,,,,,,Ressonância Magnética,,,,,,,,,,
clinic,,,-7.9222089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,38.5793237,,,Travessa Frei Carlos,,,,,SAMS Serviços de Assistência Médico-Social,,,7000-737,,,Évora,,clinic,,
clinic,,,-9.0537275,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,38.5671261,,,,yes,,,,"SAÚDE 365 Dias, Lda - Clínica e Médicos ao Domicílio 24h",,,,,,,,clinic,,
clinic,,,-7.8883091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1561284,,,,yes,,,,SIPEMOR,,,,,,,,clinic,,
clinic,,,-8.4313893,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,private,,40.2082841,,,Avenida Emídio Navarro,commercial,,,,Sanfil,,,,,,Coimbra,,clinic,,
clinic,,,-9.1061746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6415748,,,,yes,,,,Santa Casa da Misericórdia do Seixal,,,,,,,,,,
clinic,,,-9.3181846,,,,,,,Instituto de Apoio Social das Forças Armadas (IASFA),,no,,,,,,,,,,,,,,,,Hospital Militar,SAMED,,,,,,,,,,38.6870654,,,,yes,,,,Serviço de Apoio Médico do Centro de Apoio Social de Oeiras,,,,,,,,,,
clinic,,,-7.0850804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3497475,,,,,,,,Sousa Saúde,,,,,,,,clinic,,
clinic,,,-8.4999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8150516,,,Rua António Mateus Alves,yes,,,,Sub-Estação de Saúde de Bicos,,,,,,Bicos,,clinic,,
clinic,,,-7.4878346,,,,,,,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,Centro de saúde de São Miguel,,,,,,,,39.8318354,,,Avenida da Europa,public,,,,São Miguel,,,,,,,,clinic,,wlan
clinic,,,-8.5985774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6840913,,,,yes,,,,UFS Salinas - Centro Saúde Cacia,,,,,,,,,,
clinic,,,-9.1787896,,,,,USF Cruzeiro;USF Mosteiro;USF do Cruzeiro;USF do Mosteiro,,,,,,,,,,,,,,2018-12-27,,,,,,,,,,,,,,,,,38.7934237,,,,,,,,USF Cruzeiro (CS Odivelas),,,,,,,,,,
clinic,,,-9.2756662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7525452,,,,yes,,,,USF MACTAMÃ,,,,,,,,clinic,,
clinic,,,-8.6079898,,,,,,,,25,,,,,Mo-Fr 08:00-18:00,,,,,,,usf_sjoaoovar@csovar.min-saude.pt,,,,+351 256509069,,,,,,,,+351 256509060,,,,40.8650225,,,Rua Doutor Acácio Valente,yes,,,,USF São João de Ovar,,,3880-678,,,São João,,,,
clinic,,,-8.4391391,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1824163,,,Rua Joaquim Santos Tomás,hospital,,,,USF Tempo de Cuidar,0,,4585-330,,,Gandra,,,,
clinic,,,-25.1451400,,,,,,,,,,,,,,,,,,,,sres-csvp@azores.gov.pt,,,,+351 296 883 355,,,,,,,,+351 296 820 100,,,,36.9600639,,,Av. Santa Maria,yes,,,,USI Santa Maria,,,9580-501,,,Vila do Porto,,,,
clinic,,,-7.2803704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1232244,,,,,,,,Unidade de Cuidados Continuados,,,,,,,,,,
clinic,,,-8.1426746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6821153,,,,,,,,Unidade de Cuidados Continuados,,,,,,,,,,
clinic,,,-8.1426162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6825764,,,,,,,,Unidade de Cuidados Continuados,,,,,,,,,,
clinic,,,-8.1429080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6821662,,,,,,,,Unidade de Cuidados Continuados,,,,,,,,,,
clinic,,,-9.1448634,,,,,,,,1,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Central,,,usf.ribeiranova@arslvt.min-saude.pt,,,,,,UCSP Luz Soriano/Ribeira Nova,,,,,,+351 213 405 550,,,,38.7070668,,,Rua da Ribeira Nova,yes,,,,Unidade de Cuidados de Saúde Personalizados Luz Soriano/Ribeira Nova,,,1200-375,,,Lisboa,,centre,PT,
clinic,,,-9.1314050,,,,,,,,103,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Central,,,ucsp.alameda@arslvt.min-saude.pt,,,,,,UCSP Alameda,,,,,,+351 218 105 000,,,Centro de Saúde da Alameda,38.7365591,,,Rua Carvalho Araújo,hospital,,,,Unidade de Cuidados de Saúde Personalizados da Alameda,,,1900-138,,,Lisboa,,centre,PT,
clinic,,,-9.1994939,,,,,Centro de Saúde da Charneca da Caparica,,,20,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,,,,UCSP Charneca da Caparica,,,,,,+351 212 978 700,,,,38.6267855,,,Rua Henrique Santana,yes,,,,Unidade de Cuidados de Saúde Personalizados da Charneca da Caparica,,,2820-225,,Charneca da Caparica,,,,PT,
clinic,,,-9.1621729,,,,,,,,36,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Central,,,ucsp.lapa@arslvt.min-saude.pt,,,,,,,,,,,,+351 213 931 250,,,Centro de Saúde da Lapa,38.7113208,,,Rua de São Ciro,,,,,Unidade de Cuidados de Saúde Personalizados da Lapa,,,1200-831,,,Lisboa,,centre,PT,
clinic,,,-9.2325921,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,38.6729621,,,Avenida da Liberdade,yes,,,,Unidade de Cuidados de Saúde Personalizados da Trafaria,,,2825-861,,,Trafaria,,,,
clinic,,,-8.6312916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0601741,,,,,,,,Unidade de Cuidados de Saúde Personalizados de Arcozelo,,,,,,,,,,
clinic,,,-9.2000144,,,,,Centro de Saúde de Benfica,,,,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Norte,,,benfica@csbenfica.min-saude.pt,,,,,,UCSP Benfica,,,,,,+351 217 628 080,,,,38.7486635,,,Rua General Morais Sarmento,,,,,Unidade de Cuidados de Saúde Personalizados de Benfica,,,1500-310,,,Lisboa,,centre,PT,
clinic,,,-9.1543315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6511010,,,,yes,,,,Unidade de Cuidados de Saúde Personalizados de Santo António do Laranjeiro,,,,,,,,,,
clinic,,,-8.5803134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8348589,,,,yes,,,,Unidade de Saúde Familiar,,,,,,,,clinic,,
clinic,,,-8.4214355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8424102,,,,,,,,Unidade de Saúde Familiar,,,,,,,,,,
clinic,,,-9.1857119,,,,,,,,,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Norte,,,geral.carnide@csbenfica.min-saude.pt,,,,,,USF Carnide,,,,,,+351 217 112 310,,,,38.7634708,,,"Azinhaga do Serrado, Quinta do Bacelo 1600-765 LISBOA",yes,,,,Unidade de Saúde Familiar Carnide,,,,,,,,centre,,
clinic,,,-8.5878735,,,,,,,,163,,,,,,,,,,,,,,,,,,USF Cuidar,,,,,,,,,,40.9591885,,,Avenida Santiago,,,,,Unidade de Saúde Familiar Cuidar,,,,,,,,,,
clinic,,,-8.5477670,,,,,,,,14,,,,,Mo-Fr 08:00-20:00; Sa 09:00-13:00,,,,,,,,,http://acesfa.wixsite.com/home/usf-egas-moniz,,+351 ​256 337 031,,USF EM,,,,,,+351 256 337 030,,,,40.9266732,,,Rua Professor Egas Moniz,,,,,Unidade de Saúde Familiar Egas Moniz,,,4520-244,,,Santa Maria da Feira,,,,
clinic,,,-8.6057631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2182229,,,,yes,,,,Unidade de Saúde Familiar Lidador,,,,,,,,clinic,,
clinic,pink,,-9.1202376,,,,,,,,9,,,,4,,,,,Agrupamento de Centros de Saúde Lisboa Central,,,usf.mpedral@arslvt.min-saude.pt,,,,,,USF Monte Pedral,,,,,,+351 218 115 090,,,,38.7252062,,,Rua Adolfo Coelho,yes,,,,Unidade de Saúde Familiar Monte Pedral,,,1900-028,,,Lisboa,,,PT,
clinic,,,-8.5612077,,,,,,,,,,,,,,,Rua Actor Mário Viegas,,,www.portaldasaude.pt/portal/servicos/prestadoresV2/?providerid=8036,,,,,,,,,,,,,,+351 224 854657,,,,41.1745644,,,Rua Ator Mário Viegas,,,,,Unidade de Saúde Familiar Nascente,,,4435-076,,,Rio Tinto,,,PT,
clinic,,,-9.1832071,,,,,UCSP Odivelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8023483,,,Terraços da Ponte,yes,,,,Unidade de Saúde Familiar Ramada (CS Odivelas),,,,,,,,clinic,,
clinic,,,-9.1904670,,,,,,,,,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Norte,,,usf.rodriguesmigueis@csbenfica.min-saude.pt,,,,,,USF Rodrigues Migueis,,,,,,+351 217 107 200,,,,38.7458468,,,Rua Tenente Coronel Ribeiro dos Reis,,,,,Unidade de Saúde Familiar Rodrigues Migueis,,,1500-588,,,Lisboa,,,PT,
clinic,,,-8.8228383,,,,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,http://www2.portaldasaude.pt/portal/servicos/prestadoresV2/?providerid=97610,,,,,,,,,,,,,,,,,,38.5221922,,,Rua Manuel Francisco Novo,yes,,,,Unidade de Saúde Familiar Sado,,,2910-363,,,Setúbal,,,,
clinic,,,-9.1474705,,,,,,,,,,,,,"De 2.ª a 6.ª feira das 8 às 20 horas - Sábados, domingos e feriados das 10 às 17 horas",,,,,,,,,,,212 556 425,,,,,,,,212 556 429,,,,38.6455827,,,Rua dos Catos,yes,,,,Unidade de Saúde Familiar Servir Saúde,,,2855-207,,,Corroios,,,,
clinic,,,-7.9099139,,,,,,,,,,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,,,,,,,,,,,,38.5783383,,,Rua Ferragial do Poço Novo,yes,,,,Unidade de Saúde Familiar Sol,,,,,,Évora,,clinic,,
clinic,,,-9.1229738,,,,,,,,11,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Central,,,usf.loios@arslvt.min-saude.pt,,,,,,USF São João Evangelista dos Lóios,,,,,,+351 218 366 070,,,,38.7593988,,,Rua Pedro José Pezerat,yes,,,,Unidade de Saúde Familiar São João Evangelista dos Lóios,,,1950-239,,,Lisboa,,centre,PT,
clinic,,,-9.1709626,,,,,,,,,,,,,,,,,,,,,emergency_access_point,,,,,,,,,,,,,,,38.6704901,,,,yes,,,,Unidade de Saúde Familiar São João do Pragal,,,,,,,,,,
clinic,,,-9.1320813,,,,,,,,73,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Central,http://www.portaldasaude.pt/portal/servicos/prestadoresV2/?providerid=80012,,usf.7colina@arslvt.min-saude.pt,,,,,,USF Sétima Colina,,,,,,+351 218 108 010,,,,38.7235825,,,Rua Angelina Vidal,apartments,,,,Unidade de Saúde Familiar Sétima Colina,,,1170-019,no,,Lisboa,,,PT,
clinic,,general,-9.1011594,,,,,,,,s/n,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,38.7824349,,,Rua Adão Manuel Ramos Barata,yes,,,,Unidade de Saúde Familiar Tejo,,,1885-100,,,Moscavide e Portela,,clinic,,
