health_facility:type,amenity,int_name,healthcare:speciality,addr:housename,contact:website,roof:colour,social_facility,addr:suburb,seamark:building:function,height,lat,wikidata,alt_name,lon,social_facility:for,operator,name:ru,ele,name:mk,is_in,addr:housenumber,short_name,barrier,area,building:levels,opening_hours,contact:phone,wikipedia,wikipedia:el,name:de,note,source,name:fr,addr:street,ref,email,website,fax,name:nl,description,emergency,contact:email,bus,addr:full,fence_type,phone,name:el:en,old_name,date,operator:type,name,building,name:el,fixme,name:en,contact:fax,addr:city,level,url,addr:postcode,wheelchair,addr:place,start_date,healthcare,military,toilets:wheelchair,landuse,addr:country,seamark:type,history
,hospital,,,,,,,,,,36.4178830,,,28.1898770,,,,,,,,,,,,,,,,Allgemeines Krankenhaus Rhodos,,,,,,,,,,,yes,,,,,,,,,,Γενικό Νοσοκομείο Ρόδου,,,,General Hospital of Rhodes,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.7619620,,,26.9688615,,,,,,,17,,,,,,,,,,,,,Συνταγματάρχη Καφαλοπούλου,,,,,,,yes,,,,,+30 2273351000,,,,,Γενικό Νοσοκομείο Σάμου,,,,Samos Hospital,,Σάμος,,,83100,,,,hospital,,,,,,
,hospital,,,,,,,,,,41.0896714,Q21626632,,23.5795281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Γενικό Νοσοκομείο Σερρών,,Γενικό Νοσοκομείο Σερρών,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.0870700,,,22.4196472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Γενικό Νοσοκομείο Σπάρτης,yes,,,General Hospital of Sparti,,,,,,,,,hospital,,,,,,
,hospital,General Hospital of Syros,,,,,,,,,37.4384040,,,24.9358012,,,,,,,2,,,,,,,,,,,,,Γεωργίου Παπανδρέου,,,,,,,yes,,,,,2281360500,,,,,Γενικό Νοσοκομείο Σύρου,,,,General Hospital of Syros,,Ερμούπολη,,,84100,,,,,,,,GR,,
,hospital,,,,,,,,,,39.5465203,,,21.7712619,,,,,,,,,,,,,,,,,,,,Καρδίτσης,,,,,,,yes,,,,,,,,,,Γενικό Νοσοκομείο Τρικάλων,,Γενικό Νοσοκομείο Τρικάλων,,General Hospital of Trikala,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.7849357,,,21.4089339,,,,,Општа болница - Лерин,,,,,,,,,,,Allgemeines Krankenhaus Florina,remap ZoomL17,personal_knowledge + www.geodata.gov.gr + GPS,Hôpital Generale de Florina,,,,,,,,,,,,,,,,20101204,,Γενικό Νοσοκομείο Φλώρινας,,Γενικό Νοσοκομείο Φλώρινας,,Florina General Hospital,,,,,,,,,,,,,,,
,hospital,,general;paediatrics;surgery;emergency;cardiology;gynaecology,,,,,,,,38.4633767,,,23.5989685,,Ε.Σ.Υ.,,,,,48,,,,,,,,,,,,,Ηρακλή Γαζέπη,,,,,,,yes,,,,,+302221021901,,,,government,Γενικό Νοσοκομείο Χαλκίδας,yes,,,General Hospital of Chalkis,,Χαλκίδα,,,34100,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.3837798,,,23.4456537,,,,,,,,,,,,,,,,Allgemeines Krankenhaus Chalkidiki,remap ZoomL18,,Hôpital Generale de Chalkidiki,,,,,,,,,,,,,,,,20101229,,Γενικό Νοσοκομείο Χαλκιδικής,,Γενικό Νοσοκομείο Χαλκιδικής,,Chalkidiki General Hospital,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,39.6223441,,,20.8379626,,,,,,,,,fence,,,,,,,Universitätsklinikum Ioannina,,,Hôpital Universitaire d'Ioannina,,,,,,,,yes,,,,chain_link,,,,,,Γενικό Πανεπιστημιακό Νοσοκομείο Ιωαννίνων,,Γενικό Πανεπιστημιακό Νοσοκομείο Ιωαννίνων,,Ioannina University Hospital,,,,http://www.uhi.gr/,,,,,,,,,,,
,hospital,,,,,,,,,,40.6056883,,,22.9572950,,,,,,,,,,,,,,,,,,,,,,,,,,Dermatological and STD Hospital,,,,,,,Dermatikon & Afrodision,,,,Δερματικών και Αφροδισίων,yes,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.7584598,,,20.6182382,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Δημοτικό Ιατρείο,yes,,,community clinic,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.2872452,,,21.7791845,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ΕΛΠΙΔΑ ""Ογκολογικό Ίδρυμα""",,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.8908445,,,22.4348940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,group_home,,,,38.0508454,,,23.7161968,disabled,,,,,,1,,,,,,,,,,,,,Θεολόγου Σπύρου,,,https://ekahosp.wordpress.com/,,,,,,,,,+30 213 2015109;+30 213 2015110,,,,,Εθνικό Κέντρο Αποκατάστασης,,,,,,Ίλιον,,,13122,,,1945,hospital,,,,,,
,hospital,,,,,,,,,,41.1498308,,,24.1396129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ερυθρός Σταυρός,,,,,,,,,,,,,,,,,,,
,hospital,Evgenideio Therapeutirio,,,,,,,,,37.9785947,,,23.7547109,,,,,,,20,,,,,,,,,,,,,Παπαδιαμαντοπούλου,,,http://www.eugenideio.gr,,,,,,,,,2107208100,,,,,Ευγενίδειο Θεραπευτήριο,hospital,,,,,Αθήνα,,,115 28,,,,hospital,,,,,,
,hospital,,,,http://www.euroclinic.gr/,,,,,,37.9863702,,,23.7584981,,Όμιλος Ευρωκλινικής,,,,,9,,,,,,+30 210 6416600,,,,,,,Ι. Αθανασιάδου,,,,,,,,mkt@euroclinic.gr,,"Αθανασιάδου 9, πάροδος Δημητρίου Σούτσου",,,,,,,Ευρωκλινική Αθηνών,hospital,Ευρωκλινική Αθηνών,,,+30 210 6416555,Αθήνα,,,11521,yes,Κουντουριώτικα,,hospital,,yes,,GR,,
,hospital,,,Θριάσιο Νοσοκομείο,,,,,,,38.0702912,,,23.5317068,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,ΘΡΙΑΣΙΟ Νοσοκομείο,,,,Thriassio Hospital,,,,http://www.thriassio-hosp.gr/,,,,,hospital,,,,,,
,hospital,Theagenio Hospital,,,,,,,,,40.6176784,Q21626146,,22.9596483,,,,,,,,,,,,,,,,"Antikrebskrankenhaus Thessaloniki ""Theagenio""",,,"Hôpital contre le cancer Thessalonique ""Theagenio""",Αλεξάνδρου Παπαναστασίου,,,,,,,yes,,,,,,,,,,Θεαγένειο Αντικαρκινικό Νοσοκομείο Θεσσαλονίκης,yes,Θεαγένειο Αντικαρκινικό Νοσοκομείο Θεσσαλονίκης,,"Anticancer Hospital of Thessaloniki ""Theagenio""",,,,,,,,,,,,,,,
,hospital,,,,,,,,,,41.1547733,,,24.1438664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θεραπευτήριο Χρονίων Παθήσεων Δράμας,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,39.5857986,,,21.7257741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θεραπευτήριο Χρόνιων Παθήσεων Νομού Τρικάλων,,,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.8929747,,,22.4139677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΙΑΣΗ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,39.5861627,,,22.4686545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΙΑΣΩ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.9603661,,,23.6976613,,,,,,,,,,,,,,,,,,,,,,,http://www.gkk.gr,,,,,,,,,,,,,,Ιάσιο Θεραπευτήριο,yes,,,Iasio Therapeftirio,,Καλλιθέα,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.4204896,,,21.9307130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ιατρείο Ευπαλίου,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,41.1034789,,,22.6180573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ιατρείο Ποντοηράκλειας,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.5481032,,,22.9861826,,,,,,,10,,,,,,,,,,,,,Ασκληπιού,,,http://www.iatrikodiavalkaniko.gr/,,,,yes,,,,,,,,,,Ιατρικό Διαβαλκανικό Κέντρο Θεσσαλονίκης,,,,,,Πυλαία Θεσσαλονίκης,,,57001,,,,,,,,,,
,hospital,,,,,,,,,,38.0431945,,,23.8046573,,Athens Medical Group,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Ιατρικό Κέντρο Αθηνών,,Ιατρικό Κέντρο Αθηνών,,Athens Medical Center,,,,,,yes,,,,,yes,,,,
,hospital,,,,,,,,,,39.1573584,,,20.9818162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ιδιωτικό Μαιευτήριο ""Μητέρα""",,"Ιδιωτικό Μαιευτήριο ""Μητέρα""",,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,39.7035923,,,22.3738120,,,,,,,,,,,,,,,,,,,,Γιάννουλη - Αμπελώνας,,,,,,,,,,,,+302410942077,,,,,Ιπποκράτειο Θεραπευτήριο,,,,,,,,,40011,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.9823967,,,20.7905929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΚΕΚΥΚΑΜΕΑ,,,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.3731768,,,23.1025775,,,,,,,1,,,,,,,,,,,,,Δημοκρατίας,,,,,,,,,,,,+302268350000,,,,,ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΑΛΙΑΡΤΟΥ,,,,Health center of Aliartos,,Αλίαρττος,,,32001,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.6513421,,,22.9958550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΑΤΑΛΑΝΤΗΣ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,39.1186787,,,22.3090845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΔΟΜΟΚΟΥ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.9462531,,,22.1213993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΜΑΚΡΑΚΩΜΗΣ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.9165434,,,22.6051696,,,,,,,τέρμα,,,,,,,,,,,,,25ης Μαρτίου,,,,,,,,,,,,+30 2238350000,,,,,ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΣΤΥΛΙΔΑΣ,,,,,,Στυλίδα,,,35300,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.3338312,,,23.3534304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΚΕΝΤΡΟ ΥΠΟΣΤΗΡΙΞΗΣ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΕΣ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.9264319,,,22.4012379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΚΛΙΝΙΚΗ ΛΑΜΙΑΣ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.7941589,,,23.4707605,,Ε.Σ.Υ.,,,,,,,,,,,,,,,,,,Χαλκίδα - Λουτρά Αιδηψού,,,,,,,yes,,,,,,,,,,Κέντρο Yγείας Μαντουδίου,yes,Κέντρο Yγείας Μαντουδίου,,,,Μαντούδι,,,34004,,,,,,,,,,
,hospital,,,,,,,,,,39.1570773,,,20.9802374,,,,,,,,Κ.Α.Α.Κ.Υ.Α.ΜΕ.Α.,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Αποθεραπείας - Αποκατάστασης και Κοινωνικής Υποστήριξης Ατόμων με Αναπηρίες,,Κέντρο Αποθεραπείας - Αποκατάστασης και Κοινωνικής Υποστήριξης Ατόμων με Αναπηρίες,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.6054980,,,23.0024340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Αποκατάστασης Αρωγή,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.0149620,,,22.7442097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας,,,,Health Center,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.2607880,,,24.2433314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας,,,,,,,,,,,,,hospital,,,,,,
,hospital,Health Center of Igoumenitsa,,,,,,,,,39.5123805,,,20.2585314,,,,,,,,,,,,,,,,,,Bing Zoom Level 19,,,,,,,,,yes,,,,,,,,20110824,,Κέντρο Υγείας - ΕΚΑΒ Ηγουμενίτσας,yes,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.5952033,,,21.9249392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Άνω χώρας,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.4572424,,,21.2544587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Άργους Ορεστικού,yes,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.4071714,,,22.7146957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Άστρους,yes,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,hospital,,36.7251435,,,25.2745033,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,+30 22860 60000;+30 22860 91227;112,,,,,Κέντρο Υγείας Ίου,yes,Κέντρο Υγείας Ίου,,Ios Public Health Center,,,,,,,,,,,,,,building,
,hospital,Health Center Agios Nikolaos,,,,,,,,,40.2491473,,,23.6992647,,,,,,,,,,,,,,,,Gesundheitszentrum (Poliklinik) Agios Nikolaos,,,,,Κέντρο Υγείας Αγίου Νικολάου Χαλκιδικής,,,,,,,,,,,,,,,,Κέντρο Υγείας Αγ. Νικολάου,yes,Κέντρο Υγείας Αγίου Νικολάου,,Health Center Agios Nikolaos,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.9548957,,,23.1431147,,Ε.Σ.Υ.,,,,,,,,,,,,,,,,,,Χαλκίδα - Λουτρά Αιδηψού,,,,,,,yes,,,,,+302226350100,,,,,Κέντρο Υγείας Ιστιαίας,yes,,,,,Ιστιαία,,,34200,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.7834900,,,22.7101724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Καινούργιου,,,,,,,,,,,,,,,,,,,
,hospital,,general,,,,,,,,37.7946379,,,26.7077968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Καρλοβάσου,,,,,,Νέο Καρλόβασι,,,83200,,,,hospital,,,,,,
,hospital,,,,,,,,,,37.8140307,,,23.9666181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Κερατέας,,,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.5277896,,,22.1986820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Λιδορικίου,,,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,36.7439792,,,24.4247446,,,,,,,,,,,,,2287022700,,,,,,,,,,,,,,yes,,,,,,,,,,Κέντρο Υγείας Μήλου,,Κέντρο Υγείας Μήλου,,Milos Medical Center,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.9987241,,,23.3508657,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Κέντρο Υγείας Μεγάρων,,,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,37.2257129,,,21.9700807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Μελιγαλά,,,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.4590944,,,22.8624764,,,,,,,τέρμα,,,,,,,,,,,,,Πολυτεχνείου,,,,+30 23920 32502,,,,,,,,+30 23923 30401,,,,,Κέντρο Υγείας Ν. Μηχανιώνας,,,,,,Νέα Μηχανιώνα,,,57004,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.4006037,,,21.8544298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Ναυπάκτου,yes,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.9975692,,,22.5770108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Πολυκάστρου,,,,,,Πολύκαστρο,,,61200,,,,,,,,GR,,
,hospital,,,,,,,,,,40.7389154,,,24.5748473,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Κέντρο Υγείας Πρίνου,yes,,,,,,,,,,,,hospital,,,,,,
,hospital,,general,,,,,,,,37.9681212,,,23.4788246,,Ε.Σ.Υ.,,,,,,,,,,,,,,,,,,Φανερωμένης,,,https://www.nikaia-hosp.gr/864A2A4A.el.aspx,,,,yes,,,,,+30 21 3200 8534,,,,,Κέντρο Υγείας Σαλαμίνας,yes,,,,,,,,18900,,,,,,,,,,
,hospital,,,,,,,,,,40.7607463,,,22.1469503,,,,,,,1ο χλμ.,,,,,,,,,,,,,ΣΣ Νάουσας - Σκύδρα,,,,+30 23823 51050,,,no,,,,,+30 23823 51000,,,,,Κέντρο Υγείας Σκύδρας,,,,,,Σκύδρα,,,58500,,,,,,,,,,
,hospital,,,,,,,,,,39.3326335,,,22.1006505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Σοφάδων,,,,,,Σοφάδες,,,43300,,,,,,,,,,
,hospital,,,,,,,,,,37.5358232,,,25.1686071,,Ε.Σ.Υ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,Κέντρο Υγείας Τήνου,yes,Κέντρο Υγείας Τήνου,,Hospital of Tinos,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.9823746,,,24.7037538,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,+302591350000,,,,,Κέντρο Υγείας Χρυσούπολης,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.5730439,,,23.6413275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο Υγείας Ψαχνών,,,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.3581952,,,23.0545014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κέντρο αποκατάστασης Eυεξία,,,,Evexia Rehabilitation Center,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.2375664,,,21.7605240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Καραμανδάνειο Νοσοκομείο παίδων,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.8207446,,,22.6655999,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,+302746360000,,,,,Κεντρο Υγειας Νεμέας,yes,,,,,Νεμέα,,,20500,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.0722009,,,23.7372634,,Αντώνης Λυράκος,,,,,,,,,,,2102467192,,,,,,,,,,,,,,,,,,,,,,,,Κλινική Άγιος Γεράσιμος,,,,,2102467305,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.5288272,,,23.0101633,,,,,,,,,,,,,,,,,,,,,,,http://www.klinikithermi.gr/,,,,,,,,,+30 2310 024800,,,,,Κλινική Θέρμη,,,,,,Θέρμη,,,57 001,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.0372485,,,23.7582601,,,,,,,,,,,,,,,,,,,,,,,http://www.konstantopouleio.gr/,,,,yes,,,,,,,,,,Κωνσταντοπούλειο Συγκρότημα - Γενικό Νοσοκομείο Νέας Ιωνίας «Η Αγία Όλγα»,,Κωνσταντοπούλειο Συγκρότημα - Γενικό Νοσοκομείο Νέας Ιωνίας «Η Αγία Όλγα»,,,,,,,,yes,,,hospital,,yes,,,,
,hospital,,,,,,,,,,40.6039546,,,23.0028390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Μαιευτική κλινική Γένεσις,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.3074837,,,21.7850077,,,,,,,1,,,,,,,,,,,,,Μαματσίου,,,www.mamatsio.gr,2461352618,,,,,,,,2461352600,,,,,Μαμάτσειο,,,,,,Κοζάνη,,,50100,,,,,,,,GR,,
,hospital,,,,www.metaxa-hospital.gr,,,,,,37.9295861,,,23.6445985,,,,,,,51,Ε.Α.Ν.Π. Μεταξά,,,,,+30 2132079100,,,,,,,Μπόταση,,,,,,,no,info@metaxa-hospital.gr,,,,,,,,,Μεταξά Ειδικό Αντικαρκινικό Νοσοκομείο Πειραιά,,,,,+30 2104517111,Πειραιάς,,,185 37,,,,,,,,,,
,hospital,,,,,,,,,,38.0282720,,,23.7891994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Μητέρα,,Μητέρα,,,,,,,,yes,,,hospital,,yes,,,,
,hospital,,,,,,,,,,38.4610046,,,23.6172731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Νέο Γενικό Νοσοκομείο Χαλκίδας,,Νέο Γενικό Νοσοκομείο Χαλκίδας,,,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,37.9808691,,,23.7512715,,,,,,,70,,,,,,+30 210 7261148,,,,,,,Δεινοκράτους,,,,,,,,info@nnaneurol.gr,,,,,,,,,Ναυτικό Νοσοκομείο Αθηνών,,Ναυτικό Νοσοκομείο Αθηνών,,Naval Hostpital of Athens,+30 210 7261369,Αθήνα,,,11521,yes,,,hospital,,yes,,GR,,
,hospital,,,,,,,,,,38.0802973,,,23.7716172,,,,,,,,,,,,,,,,,,,,,,,www.onco.gr/hospital-agioi-anargyroi.html,,,,,,,,,,,,,,"Νομαρχιακό Γενικό Ογκολογικό Νοσοκομείο Κηφισιάς, Άγιοι Ανάργυροι",,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.7914079,,,21.3560238,,,,,,,128,,,,,,,,,,,,,Ευαγγελίστριας,,,,,,,,,,,,+30 2622 360100,,,,,Νοσηλευτική Μονάδα Αμαλιάδας,,,,,,Αμαλιάδα,,,272 00,,,,yes,,,,,,
,hospital,,,,http://www.nimts.gr/,,,,,,37.9783396,,ΝΙΜΤΣ,23.7518813,,,,,,,10-12,Ν.Ι.Μ.Τ.Σ.,,,,,+30 210 7288001,,,,,,,Μονής Πετράκη,,,,,,,,,,,,,,,,,Νοσηλευτικό Ίδρυμα Μετοχικού Ταμείου Στρατού 417,,Νοσηλευτικό Ίδρυμα Μετοχικού Ταμείου Στρατού 417,,Nursing Institute of the Army Pension Fund 417,,Αθήνα,,,11521,yes,,,hospital,,yes,,GR,,
,hospital,Agia Marina,,,,,,,,,41.0959044,,,25.4712985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Νοσηλευτικό Κέντρο ""Άγία Μαρίνα""",,,,,,,,,,,,,,,,,,,
,hospital,Agios Georgios,,,,,,,,,41.0947310,,,25.4704306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Νοσηλευτικό Κέντρο ""Άγιος Γεώργιος""",,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.2342384,,,21.7665887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Νοσημάτων Θώρακος,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.5913309,,,21.4183279,,,,,,,3ο χλμ,,,,,,,,,,,,,Αντίρριο - Ιωάννινα,,,https://hospital-agrinio.gr/,,,,yes,,,,,+302641361570,,,,,Νοσοκομείο Αγρινίου,,,,Agrinio Hospital,,,,,30133,,,,hospital,,,,,,
,hospital,Amfilochia Hospital,,,,,,,,,38.8608113,,,21.1653450,,,,,,,34,,,,,,,,,,,wikimapia,,Νικ.Στράτου,,,,,,,yes,,,,,2642360000,,,,,Νοσοκομείο Αμφιλοχίας,,,,,,Αμφιλοχία,,,30500,,,,hospital,,,,,,
,hospital,,,,http://www.syggros-hosp.gr/,,,,,,37.9739487,,,23.7513119,,,,,,,5,Νοσοκομείο «Ανδρέας Συγγρός»,,,,,+30 210 7265100,,,,,,,Ίωνος Δραγούμη,,,,,,,,protokollo@syggros.gr,,,,,,,,,Νοσοκομείο Αφροδισίων & Δερματικών Νόσων «Ανδρέας Συγγρός»,,Νοσοκομείο Αφροδισίων & Δερματικών Νόσων «Ανδρέας Συγγρός»,,Andreas Syngros Hospital,+30 210 7235546,Αθήνα,,,16121,yes,,,hospital,,yes,,GR,,
,hospital,,,,,,,,,,40.6338145,,,22.9557696,,,,,,,,,,,,,,,,Georgios Gennimatas Krankenhaus,,,,Αγίου Δημητρίου,,,,,,,,,,,,,Nosokomio Georgios Giannimatas,,,,Νοσοκομείο Γεώργιος Γεννηματάς,,,,Georgios Gennimatas Hospital,,Θεσσαλονίκη,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.7909271,,,22.4214574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Νοσοκομείο Γιαννιτσών,yes,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.6223235,,Νοσοκομείο Λοιμωδών Νόσων,22.9639983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Νοσοκομείο Ειδικών Παθήσεων,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.9487069,,,23.7054760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Νοσοκομείο Παίδων ""Παναγιώτη και Αγλαΐας Κυριακού"" - Παράρτημα Καλλιθέας",,,,"""Aglaia Kyriakou"" Children’s Hospital - Kallithea Branch",,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.6337559,Q21626614,,23.0415912,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Νοσοκομείο Παπανικολάου,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.2501933,,,21.6673672,,,больница Кипарисии,,,,,,,,,,,,,,,,,,,,,,Ziekenhuis,,,,,,,,,,,,Νοσοκομείου Κυπαρισσίας,,Νοσοκομείου Κυπαρισσίας,,Hospital,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.2634733,,,21.7580203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ολύμπιο Θεραπευτήριο,,,,Olimpio Hospital,,,,,,,,,,,,,,,
