health_facility:type,rating,maxspeed,healthcare:speciality,building:part,man_made,contact:postcode,social_facility,lon,abbreviation,payment:cash,currency:others,postal_code,rooms,smoking,health_specialty:ophthalmology,source:position,contact:yelp,network,is_in,addr:housenumber,toilets,alt_name_1,source:housenumber,electricity,mapillary,addr:state,name:de,source,source:metrics,source_date,capacity:disabled,covered,image,step_count,fax,lit,tower:type,health_specialty:general_surgery,short_name,building:roof,ref:lda,fixme,leisure,lunch,description:de,historic,foot,emergency:contact:phone,currency:EUR,tourism,wheelchair:description,wikimedia_commons,addr:street,architect:wikipedia,contact:facebook,name:en,contact:fax,addr:city,designation,level,ref,notes,donation:compensation,lastcheck,roof:orientation,nursery,health_specialty:obstetrics,staff_count:physician,addr:postcode,roof:material,source:outline,internet_access,payment:mastercard,int_name,building:roof:shape,max_age,capacity:beds,rd_do:kh,contact:google_plus,architect:wikidata,BLfD:criteria,ramp,parking,loc_name,health_specialty,sport,building:fireproof,source:addr,capacity,power,lda:criteria,old_name:-1950,hospital_type:de,section,operational_status,wikipedia,leaf_type,access,religion,contact:youtube,internet,alt_website,check_date,name:zh,email,highway,name:etymology:wikidata,note:de,source:maxspeed,isced:level,barrier,contact:email,denomination,roof:shape,handrail:center,source:start_date,building:use,contact:twitter,health_specialty:internal_medicine,min_age,health_specialty:pulmonology,health_specialty:psychosomatic,name:hsb,tracktype,building:obm,source:geometry,ref_heritage,source:phone,internet_access:fee,building:roof:colour,local_name,toilets:wheelchair,old_short_name,health_amenity:type,comment,tunnel,opening_hours:visitors,loc_ref,handrail,old_name:-2006,building:height,heritage:website,contact:website,roof:colour,layer,height,source:date,long_name,alt_name,institution:support,contact:country,operator,contact:city,use,fee,blood:whole,service,area,opening_hours,hospital,contact:phone,addr:housename,elevator,name,smoothness,blood:plasma,is_in:county,heritage,ref:BLfD,park_ride,start_date,website,addr:unit,name:ar,lanes,health_specialty:plastic_surgery,contact:housenumber,nohousenumber,brand,vehicle,telephone,ref:isil,phone,surface,old_name,wheelchair:access,heritage:ref,building:min_level,name:hr,abandoned:landuse,internet_access:operator,building:walls,abandoned,maxheight,member_of,castle_type,type,healthcare:speciality:de,health_specialty:optometry,female,aeroway,architect,ele,wikipedia:de,maxweight:signed,landuse,old_name:1940,wheelchair,bridge,amenity,public_building,opening_hours:emergency,operator:type,religion:wikidata,contact:xing,reg_name,addr:suburb,official_name,payment:giro_card,short_name:de,blood:platelets,wikidata,social_facility:for,contact:foursquare,ramp:stroller,emergency,addr:district,year_of_construction,building:levels,health_specialty:surgery,website2,note,kvl_hro:type,name:fr,contact:street,opening_hours:office,nat_ref,contact:phone:emergency,disused:amenity,name:nl,description,building:material,oneway,fence_type,payment:visa,stars,UntereDenkmalbehörde:inscription_date,name:ru,payment:maestro,lat,medical_system:western,building,building:colour,parking:lane:right,natural,staff_count:nurse,noaddress,url,roof:levels,health_specialty:gynaecology,dog,beds,building:levels:underground,cutting,addr:place,healthcare,addr:country,heritage:operator,operator:wikidata
,,,,,,,,8.4996720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forensische Psychiatrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,49.8213020,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,11.4054416,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reschenbergstraße,,,,,Engelthal,,,,,,,,,,,91238,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Frankenalb-Klinik Engelthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bezirkskliniken Mittelfranken,,,,,,,,,,,,Frankenalb-Klinik Engelthal,,,,,,,,http://www.frankenalbklinik.de/,,,,,,,,,,,+49 9158 9260,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Q1444580,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4764403,,,,,,,,,,,,,,,,,DE,,
,,,,,,,,10.4127276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankenland-Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5087632,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,8.0701339,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alte Rothenfelder Straße,,,,,Georgsmarienhütte,,,,,,,,,,,49124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.niels-stensen-kliniken.de/franziskus-hospital-harderberg.html,,,,,,Klinikum St. Georg GmbH,,,Niels-Stensen-Kliniken,,,,,,,,,+49 541 5020,,,Franziskus-Hospital Harderberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,52.2384146,,,,,,,,,,,,,,,,,,,
,,,,,,,,6.0696083,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morillenhang,,,,,Aachen,,,,,,,,,,,52074,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Franziskushospital Aachen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franziskushospital,,,,,,,,http://www.franziskus-krankenhaus.de/,,,,,,,,,,,+49 241 7501 0,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Q1450419,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,50.7662917,,,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,7.4591956,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dudenstift,,,,,,,,,,,,,,,Frauenklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5077656,,yes,,,,,,,,,,,,,,,,,
,,,gynaecology,,,,,9.9927791,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prittwitzstraße,,,,,Ulm,,,,,,,,,,,89075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frauenklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4100243,,hospital,,,,,,,,,,,,,,hospital,DE,,
,,,gynaecology,,,,,8.5214898,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiskerstraße,,,,,Bielefeld,,,,,,,,,,,33615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frauenklinik Dr. Hartog,,,,,,,,http://www.klinikdrhartog.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0231770,,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,11.5625494,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maistraße,,,,,München,,,,,,,,,,,80337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@klinikum.uni-muenchen.de,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frauenklinik Maistraße,,,,,,,,http://www.klinikum.uni-muenchen.de,,,,,,,,,,,+49 89 5160-0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1298555,,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,11.4574700,,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Liste_der_Baudenkmäler_in_Pasing,,,,,File:Schmiedwegerl6_München.jpg,,,,,,,,,,,,,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frauenklinik München West,,,,4,D-1-62-000-2939,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doederlein; Josef Sibitz,,,,,,limited,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ehemaliges Wohnhaus, heute Klinik: Neurenaissance, 1900 von Doederlein und Josef Sibitz",,,,,,,,,48.1463080,,,,,,,,,,,,,,,,hospital,,BLfD,
,,,,,,,,8.4870569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frauenklinik/Ambulanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4931676,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,8.4860861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frauenklinik/Kreißsaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4934309,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,9.7236603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,24/7,,,,,Friederikenstift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,52.3709685,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,13.3289351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich von Bodelschwingh-Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,Klinik für Psychiatrie und Psychotherapie,,,,,,,,,,,,,,,,,,52.4892701,,,,,,,,,,,,,,,,,,,
,,,,,,,,9.9950427,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Behindertengerechte WC sind im Haus Mangelware! Auf Nachfrage an der Anmeldung konnte mir kein WC genannt werden, das für Besucher zugänglich war.",,Friesenstraße,,,,,Neumünster,,,,,,,,,,,24534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich-Ebert-Krankenhaus,,,,,,,,https://www.friedrich-ebert-krankenhaus.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q1457719,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0649868,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.9957576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich-Husemann-Klinik,,,,,,,,https://www.friedrich-husemann-klinik.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9671189,,,,,,,,,,,,,,,,,,,
,,,,yes,,,,9.7254070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funktionstrakt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,52.3707117,,,,,,,,,,,,,,,,,,,
,,,,,,,,9.1719090,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furtbachstraße,de:Heinrich Dolmetsch,,,,Stuttgart,,,,,,,,,,,70178,,,,,,,,,,,Q1597057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furtbachhaus,,,,,,,,,,,,,,,Furtbachkrankenhaus,,,,,,,1902,https://www.fbkh.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinrich Dolmetsch,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7705046,,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,6.1767116,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grüner Winkel,,,,,,,,42,,,,,,,,47551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haus 42,,Föhrenbachklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,51.7570852,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,8.1019648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Földi Klinik,,,,,,,,https://www.foeldiklinik.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9115411,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,8.6043100,,,,,,,,,,,,1-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eingang ebenerdig, Behinderten-WC vorhanden.",,Gutleutstraße,,,,,Bruchsal,,,,,,,,,,,76646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fürst-Stirum-Klinik,,,,,,,,http://www.fuerst-stirum-klinik.de/,,,,,,,,,,,+49 7251 7080,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,49.1331057,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.1177867,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm-Busch-Straße,,,,,Troisdorf,,,,,,,,,,,53844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grey,,4.00,,,,,,,,,,,,,,,,,,GFO Kliniken Troisdorf Betriebsstätte St. Johannes Sieglar,,,,,,,,https://www.gfo-kliniken-troisdorf.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,Sieglar,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,50.7972724,,yes,white,,,,,,,,,,,,,,DE,,
,,,,,,,,7.1597110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFO Kliniken Troisdorf Betriebsstätte St. Josef Troisdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8168579,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.4230598,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6142 88-1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de:GPR Klinikum,,,,,,,,,Info@GP-Ruesselsheim.de,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,GPR Gesundheits- und Pflegezentrums Rüsselsheim gemeinnützige GmbH,,,,,,,24/7,,,,,GPR-Klinikum,,,,,,,,https://www.gp-ruesselsheim.de/02_GPR_Klinikum/Klinikum.htm,,,,,,,,,,,+49 6142 88-0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,GPR Klinikum Rüsselsheim,,,,Q15111129,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,49.9834741,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,8.8893532,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alte Waibstadter Straße,,,,,Sinsheim,,,,,,,,,,,74889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRN-Betreuungszentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2533137,,,,,,,,,,,,,,,,,DE,,
,,,,,,,,8.9897120,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheuerbergstraße,,,,,Eberbach,,,,,,,,,,,69412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRN-Klinik Eberbach,,,,,,,,http://www.grn.de/klinik-eberbach/,,,,,,,,,,,,,Kreiskrankenhaus Eberbach,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4630548,,,,,,,,,,,,,,,,,DE,,
,,,,,,,,8.5701193,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bodelschwinghstraße,,,,,Schwetzingen,,,,,,,,,,,68723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRN-Klinik Schwetzingen,,,,,,,,http://www.grn.de/klinik-schwetzingen/,,,,,,,,,,,+49 6202 84-30,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3780520,,yes,,,,,,,,,,,,,,,,,
,,,general;gynaecology;surgery;emergency,,,,,8.8899071,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alte Waibstadter Straße,,,,,Sinsheim,,,,,,,,,,,74889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRN,,,,,,,,,,,,GRN-Klinik Sinsheim,,,,,,,,,,,,,,,,,,,+49 (0) 7261 66-0,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,49.2519950,,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,8.8896149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRN-Klinik Sinsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2513813,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.6429317,,,,,,,,,,,,1,,,,,,,,,,,,,,,+49 6201 17032,,,,,,,,,,,,,,,,,,Röntgenstraße,,,,,Weinheim,,,,,,,,,,,69469,,,,,,,,,,,,,,,,,,,,,,,,,,,de:GRN-Klinik Weinheim,,,,,,,,,klinik-weinheim@grn.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesundheitszentren Rhein-Neckar,,,,,,,,,,,,GRN-Klinik Weinheim,,,,,,,,http://www.grn.de/klinik-weinheim,,,,,,,,,,,+49 6201 890,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q41762262,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5506231,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,12.8830589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtensaal und OP-Säle,,,,,,,,,Haus C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50.8438911,,yes,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.6147195,,,,,,,,,,,,3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heitkamp,,,,,Werne,,,,,,,,,,,59368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtshaus Werne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6619090,,yes,,,,,,,,,,,,,,,DE,,
,,,,,,,,7.6145074,,,,,,,,,,,,3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heitkamp,,,,,Werne,,,,,,,,,,,59368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtshaus Werne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6618814,,yes,,,,,,,,,,,,,,,DE,,
,,,,,,,,6.9165491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude-9 Bettenhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,yes,,,23,,,,,,,,,,,,,,,,,,,,,50.9238001,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,6.3283402,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clemensstraße,,,,,Geldern,,,,,,,,,,,47608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelderland-Klinik,,,,,,,,https://www.gelderlandklinik.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,51.5297585,,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,11.5804866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelenkzentrum München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1458393,,yes,,,,,,,,,,,,,,hospital,,,
